@relation datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/sine

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns8' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns20' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns509' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns613' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,4,0,3,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,9,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,2,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,3,15,airplanes
0,2,0,1,15,airplanes
0,2,0,3,15,airplanes
0,3,0,4,15,airplanes
0,4,0,2,15,airplanes
0,2,0,3,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,3,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,3,15,airplanes
0,3,0,0,15,airplanes
0,3,0,4,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,13,airplanes
0,3,0,1,15,airplanes
0,4,0,2,15,airplanes
0,3,0,3,15,airplanes
0,5,0,3,3,airplanes
0,4,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,1,15,airplanes
0,2,0,6,15,airplanes
0,3,0,6,15,airplanes
0,4,0,2,15,airplanes
0,4,0,4,15,airplanes
0,3,0,2,15,airplanes
1,2,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,3,15,airplanes
0,2,0,2,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,2,0,3,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,1,0,1,15,airplanes
0,3,0,1,15,airplanes
0,4,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,15,airplanes
0,2,0,3,15,airplanes
0,4,0,2,15,airplanes
0,4,0,3,15,airplanes
0,3,0,1,15,airplanes
0,2,0,5,15,airplanes
0,3,0,3,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,2,0,3,15,airplanes
0,2,0,0,15,airplanes
1,3,0,2,15,airplanes
0,2,0,3,15,airplanes
0,3,0,6,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,4,0,2,13,airplanes
0,3,0,2,15,airplanes
0,2,0,4,15,airplanes
0,3,0,1,15,airplanes
0,1,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,2,0,0,15,airplanes
0,4,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,4,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,1,15,airplanes
0,4,0,3,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,4,15,airplanes
0,3,0,0,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,4,0,2,15,airplanes
0,3,0,5,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,11,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,4,0,1,15,airplanes
0,3,0,0,15,airplanes
0,2,0,5,15,airplanes
0,2,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,4,0,2,15,airplanes
0,5,0,4,15,airplanes
0,3,0,4,15,airplanes
1,4,0,2,15,airplanes
0,4,0,3,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,4,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,3,15,airplanes
0,2,0,1,15,airplanes
0,4,0,1,15,airplanes
0,2,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,3,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,4,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,4,0,2,15,airplanes
0,2,0,2,15,airplanes
0,2,1,4,15,airplanes
0,2,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,10,airplanes
0,3,0,0,15,airplanes
0,4,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
1,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,5,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,0,15,airplanes
1,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,2,0,4,15,airplanes
0,3,0,1,15,airplanes
0,3,0,3,10,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,3,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,13,airplanes
0,3,0,0,15,airplanes
1,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
1,3,0,1,6,airplanes
0,3,0,3,15,airplanes
0,3,0,4,15,airplanes
0,3,0,3,15,airplanes
0,1,0,1,15,airplanes
0,3,0,3,15,airplanes
0,3,0,3,15,airplanes
0,3,0,1,15,airplanes
0,4,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,2,0,1,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,1,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,13,airplanes
0,4,0,2,13,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,2,0,0,15,airplanes
0,2,0,3,15,airplanes
0,1,0,4,15,airplanes
0,2,0,5,15,airplanes
0,4,0,0,15,airplanes
0,4,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,4,0,1,12,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,4,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
1,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,4,0,4,15,airplanes
0,3,0,1,15,airplanes
0,4,0,1,15,airplanes
0,3,0,2,15,airplanes
0,2,0,3,9,airplanes
0,3,0,2,0,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,0,15,airplanes
0,4,0,3,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,4,0,1,15,airplanes
0,2,0,2,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
1,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,2,15,airplanes
0,2,0,1,15,airplanes
0,4,0,2,12,airplanes
0,4,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,4,0,1,14,airplanes
0,3,0,2,15,airplanes
0,2,0,3,15,airplanes
1,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,3,15,airplanes
0,5,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,3,15,airplanes
0,3,0,3,15,airplanes
0,4,0,1,0,airplanes
0,3,0,5,15,airplanes
0,3,0,3,15,airplanes
0,4,0,1,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,12,airplanes
0,4,0,4,15,airplanes
0,3,0,0,15,airplanes
0,2,0,3,15,airplanes
0,3,0,0,15,airplanes
0,2,0,3,15,airplanes
0,4,0,1,0,airplanes
0,3,0,4,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,5,0,2,15,airplanes
0,4,0,0,15,airplanes
0,2,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,2,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,7,15,airplanes
0,3,0,4,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,1,0,6,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,4,0,1,15,airplanes
0,2,0,1,15,airplanes
0,2,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,4,0,0,15,airplanes
0,4,0,3,15,airplanes
0,2,0,4,15,airplanes
0,3,0,4,15,airplanes
0,3,0,2,15,airplanes
0,5,0,1,12,airplanes
0,4,0,6,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,3,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,3,15,airplanes
0,3,0,1,15,airplanes
0,4,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,4,15,airplanes
0,4,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,4,0,3,15,airplanes
0,3,0,4,14,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,4,0,3,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,2,0,4,15,airplanes
0,2,0,1,15,airplanes
0,4,0,2,9,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,0,airplanes
0,3,0,3,15,airplanes
0,2,0,2,15,airplanes
0,3,0,13,15,airplanes
0,4,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,3,15,airplanes
0,3,0,3,15,airplanes
0,3,0,4,15,airplanes
0,3,0,2,15,airplanes
0,1,0,0,15,airplanes
0,2,0,1,15,airplanes
0,2,0,4,15,airplanes
0,3,0,3,15,airplanes
0,3,0,3,15,airplanes
0,4,0,3,15,airplanes
0,3,0,1,15,airplanes
0,4,0,2,15,airplanes
0,2,0,3,15,airplanes
0,4,0,3,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,4,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,4,0,4,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,14,airplanes
0,3,0,4,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,5,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,5,0,2,14,airplanes
1,3,0,4,13,airplanes
0,3,0,3,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,4,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,6,airplanes
0,3,0,4,15,airplanes
0,2,0,3,15,airplanes
0,2,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,4,15,airplanes
0,5,0,1,15,airplanes
0,4,0,2,15,airplanes
0,3,0,1,13,airplanes
0,2,0,3,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,4,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,10,airplanes
2,3,0,4,15,dollar_bill
0,3,0,3,15,dollar_bill
1,3,0,3,15,dollar_bill
0,5,0,3,15,dollar_bill
1,5,0,2,15,dollar_bill
2,4,0,3,15,dollar_bill
2,4,0,3,15,dollar_bill
1,4,0,1,15,dollar_bill
3,3,1,3,15,dollar_bill
1,4,0,3,15,dollar_bill
1,4,0,1,15,dollar_bill
1,4,0,3,15,dollar_bill
1,3,0,3,15,dollar_bill
2,2,0,4,11,dollar_bill
1,5,0,5,15,dollar_bill
0,4,0,2,15,dollar_bill
1,4,0,4,15,dollar_bill
1,4,0,2,13,dollar_bill
2,3,0,3,15,dollar_bill
1,4,0,3,15,dollar_bill
0,4,0,2,15,dollar_bill
2,3,0,2,15,dollar_bill
1,4,0,2,15,dollar_bill
2,4,0,3,15,dollar_bill
3,3,0,4,15,dollar_bill
2,4,0,3,15,dollar_bill
2,4,0,2,15,dollar_bill
1,3,0,1,15,dollar_bill
2,3,0,2,15,dollar_bill
2,4,1,3,14,dollar_bill
2,3,0,3,15,dollar_bill
1,5,0,4,15,dollar_bill
2,3,0,3,9,dollar_bill
1,4,0,2,15,dollar_bill
0,5,0,3,13,dollar_bill
1,3,0,2,15,dollar_bill
2,4,0,3,14,dollar_bill
0,4,0,2,15,dollar_bill
2,3,0,3,15,dollar_bill
1,6,0,3,15,dollar_bill
1,3,0,4,15,dollar_bill
1,5,0,3,15,dollar_bill
3,4,0,4,15,dollar_bill
1,4,0,2,15,dollar_bill
2,3,0,4,15,dollar_bill
2,3,0,1,15,dollar_bill
0,4,0,4,15,dollar_bill
0,5,0,1,15,dollar_bill
1,4,0,3,15,dollar_bill
1,5,0,3,15,dollar_bill
1,3,0,2,15,dollar_bill
2,3,0,5,15,dollar_bill
0,1,0,2,15,dolphin
0,5,0,3,15,dolphin
1,8,0,2,10,dolphin
0,3,0,3,15,dolphin
0,2,0,1,15,dolphin
0,6,0,3,15,dolphin
0,4,0,2,15,dolphin
0,4,0,0,15,dolphin
0,3,0,2,15,dolphin
0,4,0,1,15,dolphin
0,3,0,0,15,dolphin
0,4,0,1,15,dolphin
0,4,0,0,15,dolphin
0,3,0,3,15,dolphin
0,4,0,0,15,dolphin
0,4,0,1,15,dolphin
0,3,0,0,13,dolphin
2,2,1,5,15,dolphin
0,2,0,1,15,dolphin
0,3,0,1,15,dolphin
0,5,0,3,15,dolphin
0,4,0,2,15,dolphin
1,3,0,2,15,dolphin
0,3,0,0,15,dolphin
0,4,0,0,10,dolphin
0,3,0,2,15,dolphin
0,2,0,1,15,dolphin
1,3,0,0,15,dolphin
0,2,0,1,15,dolphin
1,3,0,1,0,dolphin
0,3,0,1,14,dolphin
0,4,0,4,15,dolphin
0,4,0,1,15,dolphin
0,5,0,1,15,dolphin
0,5,0,0,12,dolphin
0,3,0,2,15,dolphin
0,6,0,1,15,dolphin
0,3,0,2,15,dolphin
0,4,0,0,15,dolphin
0,8,0,1,15,dolphin
0,5,0,0,15,dolphin
0,3,0,0,15,dolphin
0,5,0,3,7,dolphin
0,5,0,1,15,dolphin
0,2,0,0,15,dolphin
0,0,0,0,5,dolphin
0,2,0,4,15,dolphin
0,6,0,2,15,dolphin
0,3,0,0,15,dolphin
0,4,0,1,15,dolphin
0,3,0,1,7,dolphin
0,6,0,0,15,dolphin
1,4,0,1,12,dolphin
0,4,0,1,15,dolphin
0,5,0,0,15,dolphin
0,7,0,2,15,dolphin
0,0,0,0,15,dolphin
0,6,0,0,15,dolphin
0,3,0,3,15,dolphin
0,4,0,1,0,dolphin
0,4,0,2,15,dolphin
1,4,0,2,10,dolphin
0,5,0,0,15,dolphin
0,4,0,2,15,dolphin
0,3,0,0,15,dolphin
1,5,0,3,8,accordion
1,4,0,3,7,accordion
1,3,1,4,13,accordion
1,5,0,4,14,accordion
3,2,1,3,8,accordion
1,6,0,2,15,accordion
2,3,0,2,6,accordion
1,4,0,0,15,accordion
1,4,0,1,14,accordion
1,3,1,7,8,accordion
2,3,1,2,15,accordion
1,4,0,3,15,accordion
1,4,0,1,10,accordion
1,4,0,4,10,accordion
1,4,1,3,10,accordion
1,3,0,2,8,accordion
1,3,0,3,14,accordion
1,5,0,3,8,accordion
1,5,0,1,8,accordion
0,4,0,1,15,accordion
1,4,0,2,15,accordion
1,4,0,2,11,accordion
2,3,1,4,6,accordion
1,4,0,3,12,accordion
1,3,0,1,8,accordion
0,2,0,1,6,accordion
1,5,0,3,15,accordion
1,4,0,2,15,accordion
1,3,0,4,10,accordion
2,4,1,3,10,accordion
1,3,1,2,7,accordion
2,2,0,3,9,accordion
1,3,0,1,15,accordion
1,3,0,2,14,accordion
0,5,0,3,11,accordion
1,4,0,3,10,accordion
0,6,0,2,15,accordion
1,5,1,3,9,accordion
1,3,0,3,4,accordion
1,4,0,2,15,accordion
1,4,1,4,10,accordion
2,4,1,5,7,accordion
1,4,0,2,7,accordion
1,6,0,3,9,accordion
0,5,0,1,12,accordion
2,3,1,5,8,accordion
0,4,0,3,14,accordion
2,3,0,3,11,accordion
2,4,0,3,8,accordion
1,4,0,1,6,accordion
2,4,0,1,5,accordion
1,4,0,2,15,accordion
1,5,0,3,5,accordion
1,3,1,5,7,accordion
0,4,0,2,8,accordion
