@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/sine-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 43'

@attribute 'Spatial Pyramid of Local Binary Patterns4' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns8' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns40' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns755' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns124' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns6' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns15' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns26' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns52' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns0' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns12' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns25' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns400' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns10' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns592' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns14' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns119' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns507' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns86' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns179' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns107' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns147' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns111' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns16' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns399' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns731' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns395' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns11' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns427' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns116' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns613' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns358' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns47' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns155' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns584' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns571' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns44' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns217' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns407' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns148' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns72' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns569' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
2,6,2,0,8,4,0,0,0,5,5,0,0,2,0,1,0,0,0,0,7,6,0,0,3,1,0,15,0,0,7,0,11,0,0,1,0,6,2,0,1,5,0,buddha
3,5,4,1,8,3,1,0,1,4,8,1,0,2,1,2,0,0,1,1,11,9,1,1,4,2,0,9,0,0,6,0,14,0,0,3,1,5,6,0,3,8,0,buddha
2,3,2,1,7,2,0,0,0,2,9,0,0,3,0,3,0,0,0,0,9,8,1,1,2,1,0,7,0,0,3,15,5,0,0,4,2,2,15,0,2,7,0,buddha
2,4,2,0,10,2,0,0,0,3,8,0,0,1,0,2,0,0,1,0,10,8,0,1,2,1,0,9,0,0,4,15,13,0,0,3,1,4,15,0,2,7,0,buddha
2,6,2,0,6,3,0,0,0,3,5,0,0,2,0,2,0,0,0,0,8,9,0,0,2,0,0,7,0,0,6,15,14,0,0,4,0,5,15,0,2,5,0,buddha
2,7,2,0,7,2,0,0,0,2,6,0,0,1,0,1,0,0,0,0,8,8,0,0,3,0,0,6,0,0,6,12,15,0,0,3,0,6,15,0,2,7,0,buddha
3,4,3,1,4,3,1,0,1,3,8,0,0,3,0,2,0,0,0,0,9,7,0,0,3,0,0,8,0,0,4,15,13,0,0,2,0,4,13,0,2,6,0,buddha
2,3,2,1,6,3,1,1,1,2,9,1,0,3,0,2,0,0,1,0,8,15,1,0,3,2,0,8,0,0,3,6,6,0,0,2,0,2,0,0,2,7,0,buddha
2,2,2,2,9,3,1,1,1,2,11,1,1,4,1,1,1,0,2,1,13,13,2,2,2,2,0,11,1,3,3,15,13,1,1,2,2,2,13,0,2,10,0,buddha
2,5,1,1,1,3,1,0,0,2,6,0,0,2,0,2,0,0,0,0,6,4,0,1,3,2,0,10,0,2,5,15,12,0,0,4,0,4,15,0,2,3,0,buddha
2,5,1,0,12,2,0,0,0,1,7,0,0,1,0,4,0,0,0,0,10,5,0,1,2,1,0,6,0,0,4,15,10,0,0,6,1,5,9,0,3,5,0,buddha
2,5,2,0,8,2,0,0,0,3,6,0,0,2,0,3,0,0,1,0,8,5,0,0,3,0,0,9,0,0,5,15,15,0,0,4,0,8,15,0,2,6,0,buddha
1,4,2,0,13,1,0,0,0,1,4,0,0,1,0,1,0,0,0,0,8,9,0,0,1,0,0,4,0,0,4,15,6,0,0,5,0,4,0,0,1,3,0,buddha
2,5,1,0,8,2,0,0,0,2,5,0,0,2,0,1,0,0,0,0,8,10,0,0,2,0,0,5,0,0,5,15,6,0,0,2,0,6,0,0,2,5,0,buddha
3,3,2,1,10,2,1,1,1,2,9,1,0,2,0,2,0,0,1,0,11,12,1,1,3,2,0,9,0,1,3,15,7,0,0,3,1,4,15,0,2,10,0,buddha
2,5,1,0,9,2,0,0,0,1,6,0,0,2,0,1,0,0,0,0,9,13,0,0,2,0,0,4,0,0,5,6,7,0,0,3,0,5,0,0,1,6,0,buddha
2,3,2,3,14,3,1,1,1,2,13,1,1,3,1,2,1,1,3,1,14,14,3,3,3,3,0,14,1,3,3,15,14,1,1,3,3,2,15,1,3,12,1,buddha
2,4,3,1,10,3,1,1,1,2,8,0,0,3,1,2,0,0,2,0,11,8,1,1,2,0,0,11,0,1,4,15,9,0,0,3,0,3,15,0,2,5,0,buddha
2,5,1,0,9,2,0,0,0,1,6,0,0,2,0,3,0,0,1,0,7,6,0,0,2,0,0,9,0,0,5,15,8,0,0,7,0,3,0,0,2,6,0,buddha
2,8,2,0,6,2,0,0,0,3,5,0,0,2,0,2,0,0,0,0,7,6,0,0,3,0,0,5,0,0,6,15,14,0,0,5,0,8,15,0,3,4,0,buddha
2,5,2,0,5,3,0,0,0,3,7,0,0,3,0,2,0,0,0,0,7,8,0,1,3,0,0,9,0,0,6,15,15,0,0,3,1,5,14,0,1,7,0,buddha
2,5,2,0,11,2,0,0,0,3,7,0,0,2,0,3,0,0,0,0,11,7,1,1,3,1,0,5,0,1,5,15,14,0,0,5,0,5,7,0,3,4,0,buddha
2,6,2,0,9,2,0,0,0,4,6,0,0,1,0,3,0,0,0,0,8,7,1,0,3,0,0,7,0,0,4,0,15,0,0,6,0,6,5,0,3,4,0,buddha
2,7,2,0,5,1,0,0,0,5,4,0,0,1,0,1,0,0,0,0,7,6,0,0,3,0,0,3,0,0,5,14,15,0,0,4,0,10,10,0,1,3,0,buddha
2,6,2,0,7,2,0,0,0,2,5,0,0,2,0,1,0,0,0,0,6,8,0,0,3,0,0,4,0,0,5,15,9,0,0,3,0,5,9,0,1,4,0,buddha
1,6,0,0,11,2,0,0,0,0,5,0,0,2,0,1,0,0,0,0,9,15,0,0,2,0,0,3,0,0,6,7,0,0,0,4,0,2,0,0,1,7,0,buddha
2,6,2,0,7,2,0,0,0,3,6,0,0,2,0,1,0,0,0,0,8,4,1,0,3,1,0,6,0,1,5,0,15,0,0,1,1,7,6,0,2,4,0,buddha
2,6,0,0,4,2,0,0,0,0,5,0,0,2,0,3,0,0,0,0,6,7,0,0,2,0,0,8,0,0,6,15,6,0,0,7,1,1,15,0,2,8,0,buddha
3,5,3,0,9,3,1,0,0,3,7,0,0,3,0,3,0,0,1,0,8,8,0,0,3,0,0,7,0,0,6,9,14,0,0,3,1,6,14,0,3,7,0,buddha
2,4,2,0,7,2,0,0,0,2,7,0,0,2,0,1,0,0,1,0,9,10,0,0,2,1,0,5,0,0,6,15,5,0,0,5,1,3,15,0,1,8,0,buddha
2,5,2,0,5,2,0,0,0,1,7,0,0,2,0,1,0,0,0,0,6,14,0,0,2,0,0,8,0,0,6,15,10,0,0,4,0,3,15,0,2,6,0,buddha
2,4,2,1,9,2,0,0,0,1,7,0,0,1,0,1,0,0,1,0,11,15,1,0,2,1,0,3,0,1,4,13,8,0,0,3,2,6,0,0,2,8,0,buddha
2,5,2,1,9,2,1,0,1,3,8,0,0,1,0,3,0,0,1,0,9,9,1,0,3,0,0,7,0,1,5,15,11,0,0,3,1,4,15,0,3,8,0,buddha
3,6,2,0,10,3,0,0,0,3,8,0,0,4,0,2,0,0,1,0,10,9,0,0,3,0,0,8,0,0,7,15,13,0,0,3,0,4,15,0,3,9,0,buddha
2,5,2,1,9,1,1,0,0,3,6,0,0,1,0,1,0,0,0,0,10,7,1,0,2,1,0,8,0,0,4,0,15,0,0,4,1,5,5,0,2,5,0,buddha
2,6,2,0,12,2,0,0,0,4,7,0,0,2,0,2,0,0,0,0,14,4,0,1,3,1,0,5,0,0,5,5,11,0,0,6,1,8,15,0,3,3,0,buddha
1,3,1,0,6,2,0,0,0,2,4,0,0,2,0,2,0,0,0,0,7,5,0,0,2,0,0,8,0,0,2,15,15,0,0,0,0,3,0,0,1,5,0,buddha
2,5,2,0,9,1,0,0,0,4,6,0,0,2,0,3,0,0,0,0,9,8,1,0,3,0,0,8,0,0,3,0,15,0,0,5,1,5,4,0,3,5,0,buddha
3,7,1,0,0,3,0,0,0,4,7,0,0,3,0,2,0,0,0,0,7,2,1,0,4,1,0,9,0,1,6,15,13,0,0,5,1,8,0,0,4,3,0,buddha
1,6,1,0,4,2,0,0,0,1,3,0,0,2,0,0,0,0,0,0,4,4,0,0,1,0,0,4,0,0,7,15,13,0,0,4,0,4,5,0,1,5,0,buddha
2,6,1,0,8,2,0,0,0,2,6,0,0,1,0,4,0,0,0,0,7,6,0,0,3,0,0,5,0,0,6,15,10,0,0,7,1,5,15,0,3,5,0,buddha
2,5,2,0,12,2,1,0,1,3,9,0,0,2,0,2,0,0,1,0,11,9,0,0,2,0,0,9,0,0,5,15,15,0,0,3,1,4,15,0,2,9,0,buddha
3,4,2,1,9,3,1,1,1,3,10,1,1,2,1,2,1,0,0,1,10,9,1,1,3,1,0,8,0,1,4,15,13,1,0,3,1,3,15,0,2,8,0,buddha
1,5,1,0,5,2,0,0,0,1,4,0,0,1,0,2,0,0,0,0,6,5,0,0,2,0,0,2,0,0,5,15,13,0,0,3,0,3,0,0,1,3,0,buddha
3,7,3,1,7,2,0,0,1,3,6,0,0,2,0,0,0,0,1,0,7,7,0,0,3,0,0,6,0,1,7,0,15,0,0,3,0,6,0,0,1,6,0,buddha
2,6,3,0,9,3,1,0,0,3,8,0,0,1,0,3,0,0,0,0,9,9,0,0,3,0,0,9,0,0,5,15,8,0,0,6,0,6,15,0,3,7,0,buddha
3,4,3,1,3,2,1,0,1,3,7,1,0,3,0,1,0,0,0,0,8,7,0,0,3,1,0,10,0,1,4,15,13,0,0,2,0,5,13,0,1,7,0,buddha
3,7,3,0,6,3,0,0,0,3,6,0,0,5,0,1,0,0,0,0,7,6,0,0,3,1,0,7,0,1,7,0,15,0,0,4,0,7,0,0,2,6,0,buddha
2,5,3,1,8,3,0,0,1,3,9,0,0,2,0,1,0,0,2,0,9,12,0,0,3,0,0,11,0,0,7,15,8,0,0,3,0,5,15,0,2,9,0,buddha
1,3,2,0,5,2,0,0,0,2,7,0,0,2,0,3,0,0,0,0,7,5,0,0,2,0,0,8,0,1,3,15,7,0,0,4,1,4,0,0,1,5,0,buddha
2,4,1,0,9,2,0,0,0,2,7,0,0,2,0,2,0,0,0,0,8,3,0,0,2,0,0,5,0,1,4,15,9,0,0,3,1,4,15,0,1,4,0,buddha
1,9,1,0,4,3,0,0,0,6,3,0,0,1,0,1,0,0,0,0,5,2,0,0,4,0,0,6,0,0,8,15,3,0,0,4,0,9,0,0,1,2,0,buddha
2,9,1,0,5,3,0,0,0,3,5,0,0,4,0,2,0,0,0,0,6,3,0,0,3,0,0,3,0,0,8,15,15,0,0,4,0,8,0,0,2,3,0,buddha
2,5,2,1,10,2,0,0,1,4,8,0,0,2,0,2,0,0,0,0,10,10,0,1,3,1,0,11,0,0,5,12,11,0,0,5,0,6,15,0,1,8,0,buddha
2,3,2,1,10,2,1,1,1,2,10,1,1,2,1,1,0,0,2,1,11,13,1,1,2,2,0,10,0,1,4,15,10,1,0,2,3,2,13,1,3,11,0,buddha
2,8,1,0,6,2,0,0,0,4,4,0,0,2,0,0,0,0,0,0,6,6,0,0,4,0,0,6,0,0,7,10,15,0,0,4,0,9,15,0,1,3,0,buddha
2,4,3,1,12,2,1,0,1,2,9,1,0,2,0,1,1,0,0,1,12,7,1,1,2,1,0,8,0,1,4,15,9,0,0,4,1,4,0,0,2,8,0,buddha
1,4,1,0,6,3,0,0,0,7,6,0,0,2,0,1,0,0,0,0,12,15,0,0,5,0,0,15,0,1,5,14,10,0,0,2,2,4,4,0,1,3,0,buddha
1,4,2,0,6,2,0,0,0,3,6,0,0,2,0,0,0,0,0,0,7,4,0,0,2,0,0,6,0,0,3,5,9,0,0,2,1,5,15,0,1,2,0,buddha
3,4,2,2,10,2,1,1,1,3,10,1,1,3,1,2,1,0,3,0,11,8,2,1,3,2,0,15,0,2,3,14,15,0,0,3,3,3,8,0,3,10,1,buddha
2,2,2,3,14,3,2,1,2,2,14,1,1,2,2,2,1,1,4,1,14,15,3,3,2,3,2,13,1,3,2,15,15,2,1,2,4,1,14,2,2,14,1,buddha
3,4,3,2,13,3,1,1,1,2,10,1,1,6,1,3,1,0,3,1,13,13,2,2,3,1,0,14,0,1,5,0,10,0,0,3,2,4,6,0,3,9,0,buddha
2,4,2,1,11,3,1,1,1,2,8,1,0,3,0,2,0,0,1,0,10,8,1,1,2,0,0,8,0,1,4,15,12,0,0,3,0,3,15,0,2,5,0,buddha
2,5,3,0,7,2,0,0,0,4,6,0,0,1,0,3,0,0,0,0,8,8,0,0,2,0,0,7,0,1,4,15,0,0,0,5,0,9,0,0,2,6,0,buddha
3,4,3,1,10,2,0,0,0,3,9,0,0,3,0,3,0,0,1,0,11,10,0,1,2,1,0,8,0,1,4,15,9,0,0,3,0,5,15,0,2,9,0,buddha
2,4,1,0,7,3,1,0,1,2,7,0,0,3,0,3,0,0,0,0,8,4,0,1,3,0,0,7,0,0,4,15,10,0,0,4,0,3,0,0,2,4,0,buddha
2,5,2,0,7,2,0,0,0,3,6,0,0,2,0,0,0,0,0,0,7,8,0,0,2,0,0,9,0,0,6,15,10,0,0,2,0,5,15,0,1,6,0,buddha
2,4,2,0,10,2,1,0,0,3,7,0,0,2,0,2,0,0,0,0,9,7,1,0,2,1,0,11,0,0,4,15,8,0,0,4,1,4,11,0,2,6,0,buddha
1,5,1,0,7,2,0,0,0,3,5,0,0,0,0,1,0,0,0,0,9,4,0,0,2,0,0,5,0,0,6,15,15,0,0,1,0,7,14,0,2,5,0,buddha
2,5,2,1,4,0,0,0,0,3,7,0,0,1,0,1,0,0,0,0,6,9,0,0,2,0,0,6,0,1,4,15,15,0,0,5,0,4,15,0,2,9,0,buddha
2,4,3,1,15,2,1,1,1,5,9,1,1,2,0,1,0,0,3,1,14,14,0,0,3,0,0,12,0,1,3,14,10,0,0,2,1,8,15,0,2,10,0,bonsai
1,4,2,0,15,0,0,0,0,2,4,0,0,2,0,1,0,0,1,0,8,15,0,0,2,1,0,12,0,2,4,5,8,0,0,5,0,2,15,0,0,8,0,bonsai
2,3,2,1,9,2,0,1,1,2,9,1,0,1,0,1,0,0,0,0,10,7,1,1,2,1,0,11,0,1,4,15,10,0,0,2,2,3,11,0,1,8,0,bonsai
2,3,1,2,3,1,1,1,1,2,9,1,0,2,1,2,0,0,2,1,10,12,1,1,2,1,0,13,0,1,3,15,9,0,0,2,1,2,15,0,2,11,1,bonsai
2,5,2,2,8,2,1,1,1,2,9,1,1,1,1,3,1,0,3,1,8,9,2,1,3,3,0,13,0,3,4,15,15,0,0,4,2,4,13,0,3,10,0,bonsai
2,4,1,1,10,3,1,1,1,2,9,1,1,3,1,2,0,0,2,0,11,11,1,1,3,1,0,11,0,1,5,15,2,0,0,3,2,3,13,0,2,10,0,bonsai
3,4,3,1,9,2,1,1,1,3,11,1,1,3,1,3,0,0,2,0,10,11,1,1,3,2,0,12,0,2,3,15,13,1,0,4,2,3,15,0,2,11,0,bonsai
2,6,2,1,5,3,1,1,1,2,8,0,0,3,0,0,0,0,1,0,9,10,1,0,3,1,0,10,0,1,8,13,14,0,0,2,0,5,15,0,2,9,0,bonsai
2,6,3,1,15,4,0,0,0,7,7,0,0,4,0,2,0,0,4,0,13,10,1,1,5,2,1,15,0,1,7,12,15,0,0,2,0,8,7,0,1,8,0,bonsai
2,3,2,2,9,6,1,1,1,4,9,1,1,3,1,2,1,0,1,1,9,11,2,2,5,3,0,11,0,1,2,11,15,0,0,3,1,3,4,0,2,10,0,bonsai
2,2,2,1,15,1,0,1,1,1,8,0,0,1,0,0,0,0,1,0,15,15,1,1,1,1,0,9,0,0,3,6,8,0,0,0,1,2,15,0,1,8,0,bonsai
3,3,3,2,15,3,1,1,1,3,11,1,1,2,1,2,1,1,1,1,11,12,2,2,3,2,0,15,0,2,2,15,14,0,0,3,2,3,15,0,2,10,0,bonsai
2,4,1,1,10,3,1,1,1,2,10,1,1,1,0,3,1,0,1,1,11,12,1,1,3,0,0,14,0,1,4,15,15,0,0,5,0,3,9,0,2,10,0,bonsai
2,3,2,1,8,2,1,0,1,2,9,0,0,4,0,2,0,0,1,1,9,8,1,1,2,1,0,8,0,0,4,15,10,0,0,2,1,3,14,0,2,9,0,bonsai
2,3,2,1,6,1,1,1,1,3,8,0,0,2,0,2,0,0,2,1,7,10,1,0,3,2,0,11,0,1,3,15,11,0,0,2,1,3,11,0,2,9,0,bonsai
3,3,3,2,14,2,1,1,1,3,12,1,1,2,1,2,1,0,2,1,12,13,2,1,3,1,0,12,0,2,4,15,11,0,0,4,1,4,15,0,3,13,0,bonsai
1,4,2,0,5,2,0,0,0,1,6,0,0,1,0,2,0,0,0,0,7,5,0,0,2,0,0,8,0,0,4,15,8,0,0,3,1,4,12,0,1,6,0,bonsai
2,3,2,1,11,2,1,0,1,2,8,1,0,1,1,2,0,0,1,0,11,11,0,0,2,0,0,10,0,0,2,15,12,0,0,2,1,4,15,0,1,11,0,bonsai
3,4,3,2,13,2,1,1,1,3,10,1,1,2,1,3,1,0,2,1,11,12,1,2,3,2,1,15,0,1,3,15,15,0,0,5,1,5,11,0,3,10,0,bonsai
2,5,1,1,4,1,1,0,0,2,7,0,0,3,0,3,0,0,2,0,7,8,1,0,3,2,0,11,0,1,3,15,15,0,0,5,1,5,8,0,3,10,1,bonsai
2,5,3,1,4,4,1,0,0,3,5,0,0,2,0,1,0,0,0,0,7,6,1,1,3,1,0,8,0,0,4,15,15,0,0,5,0,5,15,0,1,4,0,bonsai
1,5,1,0,9,2,0,0,0,2,6,0,0,0,0,2,0,0,1,0,12,10,0,0,2,0,0,6,0,0,6,15,10,0,0,4,0,5,15,0,1,7,0,bonsai
2,5,2,1,6,2,1,1,1,3,7,0,0,2,0,1,0,0,0,0,6,8,0,1,3,1,0,10,0,1,4,15,15,0,0,5,1,4,7,0,2,8,0,bonsai
2,5,2,0,8,2,0,0,0,2,7,0,0,2,0,2,0,0,0,0,9,8,0,0,2,0,0,8,0,1,4,15,9,0,0,4,0,4,15,0,2,7,0,bonsai
2,4,2,1,12,2,0,0,0,2,9,0,0,1,0,2,0,0,0,0,11,15,0,0,2,0,0,14,0,1,3,7,12,0,0,5,0,4,15,0,1,6,0,bonsai
2,5,3,0,9,1,0,0,0,2,5,0,0,1,0,0,0,0,2,0,12,6,0,0,2,1,0,15,0,1,5,2,12,0,0,5,2,4,15,0,2,3,0,bonsai
2,5,3,1,3,1,0,0,1,3,7,0,0,2,0,1,0,0,1,0,7,7,0,0,2,0,0,12,0,0,4,15,13,0,0,5,1,4,9,0,3,8,0,bonsai
2,6,2,1,8,1,0,0,0,2,6,0,0,2,0,1,0,0,1,0,9,9,1,0,3,0,0,11,0,0,5,15,15,0,0,4,0,4,7,0,3,8,0,bonsai
2,3,2,2,10,2,1,1,1,3,10,1,1,3,1,0,0,0,2,0,9,10,0,1,2,3,0,13,0,3,3,15,3,0,0,1,1,2,12,1,2,11,0,bonsai
1,5,1,0,5,2,0,0,0,3,5,0,0,0,0,1,0,0,0,0,6,3,0,0,2,0,0,6,0,0,5,6,11,0,0,3,1,4,15,0,2,3,0,bonsai
2,4,2,1,8,3,1,1,1,2,9,1,1,3,1,2,0,0,1,0,9,9,1,1,2,0,0,8,0,1,5,15,11,0,0,4,2,3,15,0,3,9,0,bonsai
2,4,3,1,8,3,1,0,1,3,8,0,1,2,0,3,0,0,1,0,9,7,0,1,2,0,0,10,0,0,4,5,15,0,0,4,2,4,15,0,3,7,0,bonsai
2,5,1,0,4,2,0,0,0,3,6,0,0,2,0,2,0,0,1,0,6,8,0,0,2,0,0,8,0,0,5,15,15,0,0,3,0,5,11,0,1,7,0,bonsai
3,8,3,1,5,4,0,0,0,5,8,0,0,2,0,0,0,0,2,0,7,9,0,0,5,0,0,15,0,0,7,2,13,0,0,0,1,8,12,0,2,9,0,bonsai
2,2,2,2,11,2,1,1,1,2,11,1,1,3,1,1,1,0,4,0,15,11,2,2,2,2,0,12,1,0,3,15,15,1,1,1,2,3,14,1,3,11,1,bonsai
1,4,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,4,2,0,0,1,0,0,9,0,0,3,15,2,0,0,4,0,3,4,0,2,2,0,bonsai
2,5,2,0,1,1,0,0,0,2,5,0,0,1,0,1,0,0,0,0,4,7,0,0,1,0,0,6,0,0,4,15,11,0,0,6,0,5,11,0,1,7,0,bonsai
1,4,1,0,6,2,0,0,0,2,6,0,0,2,0,2,0,0,0,0,8,6,0,0,2,0,0,8,0,0,4,9,7,0,0,3,0,6,13,0,1,6,0,bonsai
2,4,2,1,6,1,1,0,1,3,8,1,0,2,0,1,0,0,2,0,6,9,0,0,2,1,0,12,0,1,3,15,15,0,0,3,1,4,11,0,2,9,0,bonsai
2,4,1,0,3,1,0,0,0,1,5,1,0,2,0,0,0,0,1,0,7,4,0,0,2,1,0,13,0,0,2,15,15,0,0,1,0,3,15,0,3,3,0,bonsai
2,5,2,0,14,3,0,0,0,3,7,0,0,1,0,2,0,0,2,0,11,7,0,0,4,1,0,8,0,0,4,15,12,0,0,5,0,3,5,0,2,6,0,bonsai
2,3,1,1,4,2,1,1,1,2,9,1,0,2,0,2,0,0,2,0,9,11,2,1,2,1,0,9,0,1,3,15,15,0,0,2,0,4,14,0,2,10,0,bonsai
2,5,2,1,8,3,1,0,1,2,9,1,0,2,0,3,0,0,2,0,10,10,1,1,3,2,0,11,0,1,5,12,15,0,0,4,1,4,15,0,2,8,0,bonsai
2,3,2,2,7,2,1,1,1,3,8,1,1,2,1,1,1,0,3,1,8,12,1,1,3,1,0,13,0,2,2,15,15,1,0,3,1,2,11,1,3,11,0,bonsai
2,6,1,0,6,2,0,0,0,2,5,0,0,1,0,2,0,0,0,0,6,5,0,0,2,0,0,6,0,0,5,15,10,0,0,6,0,4,10,0,2,5,0,bonsai
2,2,1,1,15,2,0,0,1,1,8,0,0,2,0,1,0,0,1,0,15,15,1,1,1,1,0,15,0,0,2,10,2,0,0,3,0,1,12,0,2,5,0,bonsai
1,3,2,0,7,1,0,0,0,2,6,0,0,3,0,2,0,0,0,0,8,7,0,0,2,1,0,11,0,0,1,15,15,0,0,2,0,5,15,0,1,6,0,bonsai
1,4,2,0,9,1,0,0,0,2,7,0,0,0,0,1,0,0,1,0,8,6,0,0,2,0,0,8,0,0,3,15,13,0,0,3,1,4,11,0,2,7,0,bonsai
2,4,2,1,7,2,0,1,1,2,9,1,0,2,0,2,0,0,2,0,11,9,1,1,2,1,0,12,0,1,3,15,11,0,0,3,2,5,15,0,2,9,0,bonsai
2,3,2,1,11,2,1,1,1,2,9,1,1,2,0,1,0,0,1,0,15,13,1,1,2,2,0,11,0,1,3,12,15,1,0,1,2,3,15,0,2,10,0,bonsai
2,6,2,0,9,3,0,0,1,3,7,0,0,5,0,2,0,0,1,0,10,9,0,0,3,0,0,9,0,0,6,15,14,0,0,5,0,5,13,0,2,8,0,bonsai
1,6,1,0,9,1,0,0,0,3,4,0,0,1,0,1,0,0,0,0,5,4,0,0,2,0,0,11,0,0,6,15,15,0,0,6,0,4,6,0,1,5,0,bonsai
2,4,2,1,5,2,0,1,1,2,9,0,0,3,0,0,0,0,1,0,8,7,1,0,2,1,0,11,0,1,3,15,12,0,0,4,1,4,15,0,2,8,0,bonsai
3,3,2,2,15,2,1,1,1,3,10,1,1,3,1,2,1,1,1,1,12,12,1,2,3,3,0,13,0,2,2,15,15,1,0,3,1,2,8,1,2,11,0,bonsai
2,4,3,1,5,2,1,1,1,3,9,0,0,2,0,2,0,0,2,0,9,9,1,1,3,1,0,14,0,0,5,15,13,0,0,4,1,3,15,0,2,9,0,bonsai
2,4,2,1,8,2,0,0,1,3,8,0,0,2,0,1,0,0,0,0,8,11,1,0,2,0,0,8,0,0,4,14,10,0,0,4,0,5,13,0,2,9,0,bonsai
1,4,1,0,5,1,0,0,0,1,7,0,0,1,0,2,0,0,0,0,8,8,0,0,1,0,0,13,0,0,4,15,12,0,0,4,1,2,9,0,1,8,0,bonsai
2,3,3,1,12,1,1,1,1,3,9,1,0,2,1,1,0,0,1,1,9,12,0,0,3,1,0,13,0,1,2,15,14,0,0,3,1,3,15,0,1,10,0,bonsai
2,7,2,0,9,2,0,0,0,3,6,0,0,2,0,5,0,0,0,0,8,7,0,0,2,0,0,9,0,0,5,12,15,0,0,9,0,7,14,0,1,7,0,bonsai
1,4,1,0,4,2,0,0,0,1,7,0,0,1,0,1,0,0,0,0,4,9,0,0,2,0,0,6,0,0,5,15,9,0,0,3,0,2,0,0,0,9,0,bonsai
1,4,2,0,8,2,0,0,0,2,6,0,0,1,0,1,0,0,0,0,8,4,0,0,2,1,0,10,0,1,4,15,6,0,0,3,0,3,14,0,1,4,0,bonsai
2,4,2,0,8,2,0,0,0,2,7,0,0,1,0,1,0,0,1,0,8,6,0,0,2,1,0,13,0,0,2,15,12,0,0,2,0,5,8,0,2,6,0,bonsai
1,4,2,1,15,2,0,0,0,2,8,0,0,3,0,2,0,0,1,0,15,15,0,1,2,1,0,9,0,1,4,14,11,0,0,4,1,4,0,0,1,9,0,bonsai
2,2,3,1,4,1,1,0,1,1,10,1,1,2,0,2,0,0,2,0,11,10,1,1,1,1,0,12,0,1,1,15,8,0,0,1,0,2,15,0,2,9,0,bonsai
2,3,2,1,14,2,1,1,1,1,9,0,0,2,0,3,0,0,1,0,15,13,0,1,2,1,0,13,0,1,4,14,3,0,0,3,2,3,15,0,1,10,0,bonsai
2,4,3,1,4,2,1,1,1,5,9,1,0,2,0,2,0,0,2,1,9,11,0,1,3,2,0,13,0,2,4,15,8,0,0,4,1,6,10,1,2,10,1,bonsai
2,4,1,0,6,3,0,0,0,3,7,0,0,4,0,2,0,0,1,0,9,9,0,0,3,1,0,11,0,0,3,15,8,0,0,3,0,5,14,0,2,8,0,bonsai
