@relation datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original

@attribute 'Spatial Pyramid of Local Binary Patterns39' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns176' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns405' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns485' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns549' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
1,1,1,0,1,airplanes
1,1,4,0,5,airplanes
0,1,1,0,2,airplanes
0,1,1,0,2,airplanes
1,0,0,0,2,airplanes
1,1,1,0,1,airplanes
0,1,2,0,1,airplanes
0,0,7,0,4,airplanes
0,0,2,0,0,airplanes
0,1,2,0,0,airplanes
1,0,2,0,4,airplanes
0,0,2,0,2,airplanes
0,1,1,0,3,airplanes
1,0,2,0,2,airplanes
0,0,2,0,3,airplanes
0,0,4,0,4,airplanes
1,0,1,0,4,airplanes
0,1,1,0,3,airplanes
0,0,1,0,3,airplanes
0,1,1,0,2,airplanes
2,1,2,0,3,airplanes
0,0,1,0,3,airplanes
1,1,1,0,3,airplanes
0,0,1,0,0,airplanes
1,2,1,0,2,airplanes
0,0,4,0,4,airplanes
0,0,1,0,1,airplanes
0,0,4,0,3,airplanes
1,1,2,0,2,airplanes
0,0,1,0,0,airplanes
0,0,6,0,4,airplanes
1,0,1,0,1,airplanes
1,1,2,0,3,airplanes
0,0,2,0,3,airplanes
0,1,1,0,2,airplanes
0,1,3,0,5,airplanes
0,0,4,0,2,airplanes
0,0,1,0,1,airplanes
1,1,1,0,2,airplanes
1,1,1,0,2,airplanes
0,0,1,0,2,airplanes
1,1,3,0,1,airplanes
0,0,3,0,2,airplanes
0,1,1,0,4,airplanes
0,2,1,0,3,airplanes
0,0,1,0,3,airplanes
0,0,1,0,0,airplanes
0,0,4,0,3,airplanes
0,1,2,0,2,airplanes
1,0,1,0,1,airplanes
0,0,1,0,1,airplanes
0,1,0,0,1,airplanes
1,1,2,0,4,airplanes
0,0,1,0,0,airplanes
0,1,3,0,1,airplanes
0,1,6,0,5,airplanes
0,1,3,0,1,airplanes
0,1,0,0,1,airplanes
0,1,0,0,2,airplanes
0,0,1,0,1,airplanes
0,0,3,0,3,airplanes
0,1,3,0,2,airplanes
0,1,4,0,5,airplanes
0,0,1,0,2,airplanes
1,0,3,0,2,airplanes
1,0,4,0,4,airplanes
0,1,2,0,3,airplanes
0,2,1,0,1,airplanes
0,1,2,0,3,airplanes
0,1,5,0,3,airplanes
0,0,2,0,1,airplanes
0,2,1,0,1,airplanes
1,1,3,0,2,airplanes
0,0,1,0,1,airplanes
0,0,1,0,2,airplanes
0,0,2,0,1,airplanes
0,0,1,0,0,airplanes
0,2,2,0,4,airplanes
1,1,2,0,2,airplanes
0,0,1,0,4,airplanes
1,1,2,0,1,airplanes
0,0,1,0,1,airplanes
0,0,4,0,4,airplanes
1,0,0,0,1,airplanes
0,1,2,0,2,airplanes
0,1,2,0,5,airplanes
0,0,0,0,1,airplanes
0,1,1,0,3,airplanes
1,1,2,0,5,airplanes
0,0,2,0,4,airplanes
0,1,3,0,1,airplanes
0,1,2,0,3,airplanes
0,0,0,0,0,airplanes
0,0,3,0,5,airplanes
0,1,2,0,0,airplanes
0,1,3,0,3,airplanes
1,1,2,0,3,airplanes
0,0,1,0,2,airplanes
0,0,3,0,1,airplanes
0,0,3,0,4,airplanes
0,1,3,0,3,airplanes
0,0,3,0,3,airplanes
0,0,1,0,4,airplanes
0,1,0,0,2,airplanes
0,0,1,0,4,airplanes
0,0,3,0,0,airplanes
1,0,1,0,1,airplanes
0,1,1,0,4,airplanes
0,0,1,0,2,airplanes
0,1,3,0,5,airplanes
0,0,2,0,3,airplanes
0,0,2,0,1,airplanes
0,1,4,0,2,airplanes
0,1,0,0,1,airplanes
0,0,0,0,2,airplanes
0,0,3,0,2,airplanes
0,1,1,0,1,airplanes
0,1,1,0,7,airplanes
0,1,2,0,2,airplanes
0,0,3,0,3,airplanes
0,1,0,0,1,airplanes
0,0,1,0,1,airplanes
0,1,1,0,1,airplanes
1,0,1,0,3,airplanes
1,0,2,0,0,airplanes
0,0,1,0,0,airplanes
0,1,2,0,6,airplanes
0,1,1,0,3,airplanes
0,0,0,0,1,airplanes
0,0,1,0,0,airplanes
0,0,2,0,2,airplanes
2,1,1,0,2,airplanes
0,0,2,0,3,airplanes
1,1,2,0,1,airplanes
0,0,1,0,1,airplanes
1,0,2,0,1,airplanes
0,0,1,0,0,airplanes
0,0,1,0,2,airplanes
0,0,0,0,5,airplanes
1,1,2,0,2,airplanes
0,0,1,0,1,airplanes
0,0,1,0,4,airplanes
0,0,6,0,8,airplanes
0,0,4,0,6,airplanes
1,0,1,0,2,airplanes
0,0,2,0,4,airplanes
0,1,1,0,5,airplanes
0,1,3,0,2,airplanes
0,0,1,0,1,airplanes
0,0,2,0,1,airplanes
0,1,1,0,6,airplanes
1,1,1,0,2,airplanes
0,1,6,0,7,airplanes
0,1,1,0,2,airplanes
0,1,1,0,3,airplanes
0,1,2,0,2,airplanes
0,0,5,0,3,airplanes
0,0,3,0,1,airplanes
0,1,2,0,3,airplanes
0,0,2,0,5,airplanes
0,1,0,0,0,airplanes
0,0,1,0,1,airplanes
0,0,2,0,2,airplanes
0,0,1,0,0,airplanes
1,1,4,0,3,airplanes
1,0,3,0,6,airplanes
0,1,2,0,1,airplanes
0,1,2,0,3,airplanes
0,0,2,0,0,airplanes
1,1,2,0,2,airplanes
0,1,2,0,4,airplanes
1,1,3,0,5,airplanes
1,1,2,0,1,airplanes
1,1,0,0,4,airplanes
1,1,1,0,1,airplanes
1,0,3,0,1,airplanes
0,0,4,0,2,airplanes
1,1,0,0,1,airplanes
0,0,0,0,2,airplanes
1,1,0,0,0,airplanes
2,1,1,0,4,airplanes
0,0,2,0,2,airplanes
0,2,0,0,3,airplanes
2,0,1,0,3,airplanes
0,1,1,0,1,airplanes
1,1,2,0,1,airplanes
0,0,0,0,1,airplanes
0,0,2,0,0,airplanes
0,2,2,0,0,airplanes
1,0,1,0,1,airplanes
0,1,1,0,1,airplanes
0,0,1,0,2,airplanes
1,1,1,0,4,airplanes
0,0,1,0,0,airplanes
0,1,4,0,3,airplanes
0,1,2,0,3,airplanes
0,0,5,0,8,airplanes
0,2,5,0,4,airplanes
0,1,1,0,0,airplanes
1,0,2,0,4,airplanes
0,1,1,0,4,airplanes
0,0,2,0,1,airplanes
0,1,0,0,0,airplanes
1,1,5,0,2,airplanes
0,1,2,0,4,airplanes
0,1,1,0,1,airplanes
1,1,3,0,0,airplanes
0,1,0,0,3,airplanes
1,0,5,0,3,airplanes
0,0,6,0,6,airplanes
1,1,3,0,3,airplanes
0,0,0,0,0,airplanes
0,1,6,0,3,airplanes
0,1,5,0,3,airplanes
0,1,2,0,2,airplanes
0,0,2,0,3,airplanes
0,3,0,0,0,airplanes
0,0,3,0,3,airplanes
1,1,3,0,1,airplanes
1,1,2,0,2,airplanes
0,0,2,0,2,airplanes
0,1,3,0,2,airplanes
0,0,3,0,1,airplanes
0,0,2,0,2,airplanes
0,0,2,0,0,airplanes
0,0,0,0,1,airplanes
0,1,1,0,3,airplanes
0,0,6,0,3,airplanes
0,0,5,0,7,airplanes
0,1,1,0,1,airplanes
0,2,2,0,1,airplanes
0,1,1,0,1,airplanes
0,0,1,0,0,airplanes
0,0,1,0,1,airplanes
1,0,2,0,2,airplanes
1,1,2,0,3,airplanes
1,0,2,0,1,airplanes
0,0,2,0,0,airplanes
1,0,1,0,3,airplanes
0,0,1,0,3,airplanes
1,1,1,0,1,airplanes
0,1,2,0,3,airplanes
0,1,1,0,1,airplanes
0,1,1,0,3,airplanes
1,0,0,0,1,airplanes
1,1,4,0,5,airplanes
0,0,1,0,2,airplanes
0,0,2,1,2,airplanes
0,1,1,0,1,airplanes
0,1,4,0,4,airplanes
0,1,1,0,2,airplanes
0,0,1,0,1,airplanes
0,0,2,0,1,airplanes
0,0,2,0,1,airplanes
0,1,6,0,3,airplanes
1,0,2,0,6,airplanes
1,1,2,0,4,airplanes
1,1,4,0,5,airplanes
0,1,4,0,1,airplanes
1,1,3,0,1,airplanes
0,1,2,0,2,airplanes
0,1,0,0,2,airplanes
0,0,1,0,1,airplanes
0,0,2,0,1,airplanes
0,0,0,0,1,airplanes
1,0,3,0,2,airplanes
2,1,3,0,4,airplanes
0,1,2,0,5,airplanes
0,0,0,0,0,airplanes
1,0,1,0,1,airplanes
0,1,1,0,4,airplanes
1,0,3,0,5,airplanes
0,1,1,0,1,airplanes
1,1,3,0,2,airplanes
0,0,0,0,2,airplanes
0,0,1,0,1,airplanes
0,0,4,0,3,airplanes
0,0,1,0,1,airplanes
0,0,1,0,2,airplanes
0,1,3,0,2,airplanes
0,0,1,0,1,airplanes
0,1,1,0,4,airplanes
0,1,2,0,2,airplanes
0,0,2,0,4,airplanes
0,1,1,0,1,airplanes
0,2,1,0,2,airplanes
0,1,1,0,2,airplanes
0,1,1,0,2,airplanes
0,1,1,0,2,airplanes
3,1,0,0,1,airplanes
0,0,4,0,1,airplanes
1,1,2,0,2,airplanes
0,0,4,0,4,airplanes
1,0,0,0,2,airplanes
0,1,2,0,4,airplanes
0,1,1,0,1,airplanes
0,0,3,0,2,airplanes
1,0,0,0,2,airplanes
0,1,2,0,2,airplanes
1,1,2,0,1,airplanes
0,0,3,0,5,airplanes
0,0,0,0,1,airplanes
0,0,2,0,3,airplanes
0,1,1,0,1,airplanes
0,1,0,0,1,airplanes
1,0,2,0,3,airplanes
0,0,0,0,3,airplanes
1,0,1,0,2,airplanes
0,0,1,0,1,airplanes
0,2,1,0,0,airplanes
0,1,2,0,1,airplanes
0,2,0,0,0,airplanes
0,0,2,0,2,airplanes
0,0,5,0,5,airplanes
0,1,1,0,2,airplanes
0,0,0,0,0,airplanes
1,0,4,0,6,airplanes
0,2,1,0,1,airplanes
0,0,2,0,1,airplanes
0,1,3,0,1,airplanes
1,0,3,0,2,airplanes
0,0,2,0,0,airplanes
0,0,2,0,4,airplanes
0,0,2,0,4,airplanes
1,0,3,0,2,airplanes
1,1,2,0,3,airplanes
0,1,2,0,3,airplanes
0,0,4,0,0,airplanes
0,0,0,0,1,airplanes
0,0,1,0,3,airplanes
1,1,2,0,1,airplanes
0,0,2,0,1,airplanes
0,0,0,0,1,airplanes
0,1,0,0,1,airplanes
0,1,5,0,4,airplanes
0,1,1,0,2,airplanes
0,1,2,0,1,airplanes
1,1,1,0,1,airplanes
0,0,0,0,2,airplanes
0,2,1,0,0,airplanes
1,0,4,0,3,airplanes
0,0,4,0,3,airplanes
0,1,1,0,2,airplanes
0,0,0,0,0,airplanes
0,1,1,0,1,airplanes
0,0,1,0,2,airplanes
0,0,2,0,1,airplanes
0,0,4,0,3,airplanes
0,0,2,0,1,airplanes
0,0,2,0,2,airplanes
0,0,3,0,2,airplanes
0,0,1,0,1,airplanes
0,1,3,0,4,airplanes
0,1,2,0,5,airplanes
1,1,2,0,2,airplanes
0,0,0,0,1,airplanes
0,0,4,0,4,airplanes
1,0,2,0,1,airplanes
1,0,1,0,0,airplanes
0,1,2,0,3,airplanes
0,1,4,0,6,airplanes
0,1,0,0,0,airplanes
0,0,5,0,3,airplanes
0,0,3,0,5,airplanes
1,0,2,0,3,airplanes
0,1,3,0,3,airplanes
0,0,0,0,1,airplanes
0,0,2,0,2,airplanes
0,0,5,0,4,airplanes
0,1,1,0,2,airplanes
0,1,3,0,2,airplanes
0,1,0,0,0,airplanes
1,1,3,0,2,airplanes
0,1,1,0,1,airplanes
0,1,1,0,0,airplanes
0,0,0,0,0,airplanes
0,1,0,0,1,airplanes
0,0,1,0,3,airplanes
0,0,3,0,3,airplanes
1,1,2,0,3,airplanes
0,0,3,0,2,airplanes
0,0,0,0,0,airplanes
0,1,0,0,0,airplanes
0,1,0,0,1,airplanes
0,0,9,0,8,airplanes
1,0,1,0,3,airplanes
0,0,4,0,3,airplanes
0,1,3,0,4,airplanes
1,1,1,0,3,airplanes
0,0,2,0,1,airplanes
1,0,2,0,1,airplanes
0,0,0,0,0,airplanes
1,0,3,0,4,airplanes
1,1,2,0,0,airplanes
0,1,3,0,3,airplanes
0,0,2,0,3,airplanes
0,0,1,0,2,airplanes
0,0,2,0,5,airplanes
0,1,2,0,0,airplanes
0,0,5,0,4,airplanes
1,0,1,0,2,airplanes
0,0,0,0,1,airplanes
0,0,1,0,1,airplanes
1,0,1,0,2,airplanes
0,0,1,0,3,airplanes
0,0,2,0,4,airplanes
1,0,4,0,4,airplanes
1,1,3,0,5,airplanes
0,2,2,0,5,airplanes
4,1,1,0,3,airplanes
0,1,4,0,2,airplanes
0,0,6,0,5,airplanes
0,0,1,0,1,airplanes
1,0,2,0,2,airplanes
0,0,1,0,5,airplanes
0,1,2,0,2,airplanes
0,0,1,0,0,airplanes
1,0,3,0,1,airplanes
1,1,1,0,1,airplanes
1,0,0,0,0,airplanes
0,0,1,0,2,airplanes
0,1,2,0,6,airplanes
0,0,1,0,0,airplanes
1,1,3,0,2,airplanes
0,0,1,0,1,airplanes
2,1,1,0,0,airplanes
0,0,5,0,1,airplanes
0,0,1,0,1,airplanes
1,1,1,0,1,airplanes
0,0,2,0,3,airplanes
0,0,2,0,1,airplanes
0,2,0,0,1,airplanes
0,0,3,0,2,airplanes
1,0,2,0,2,airplanes
0,0,2,0,4,airplanes
0,1,2,0,2,airplanes
1,3,1,0,1,airplanes
0,0,2,0,2,airplanes
1,1,4,0,1,airplanes
0,0,0,0,0,airplanes
0,1,2,0,2,airplanes
0,1,6,0,1,airplanes
3,3,1,1,2,dollar_bill
1,1,1,0,1,dollar_bill
3,3,1,0,1,dollar_bill
0,0,1,0,1,dollar_bill
2,1,2,0,1,dollar_bill
3,2,1,0,2,dollar_bill
2,2,2,0,1,dollar_bill
2,4,1,0,1,dollar_bill
3,4,2,1,2,dollar_bill
2,2,1,0,2,dollar_bill
2,3,1,0,1,dollar_bill
2,2,2,0,4,dollar_bill
3,2,2,0,2,dollar_bill
3,2,1,0,2,dollar_bill
1,1,2,0,3,dollar_bill
2,2,1,0,0,dollar_bill
2,3,2,0,2,dollar_bill
3,2,1,0,2,dollar_bill
2,3,1,1,2,dollar_bill
2,3,2,0,2,dollar_bill
1,2,1,0,1,dollar_bill
3,2,1,1,2,dollar_bill
2,2,2,0,1,dollar_bill
3,2,2,0,2,dollar_bill
3,3,2,1,2,dollar_bill
2,3,2,1,1,dollar_bill
2,3,1,0,1,dollar_bill
2,2,2,1,3,dollar_bill
4,3,2,0,3,dollar_bill
2,2,1,1,2,dollar_bill
3,2,1,0,2,dollar_bill
2,1,1,0,0,dollar_bill
2,2,1,0,3,dollar_bill
3,2,2,0,2,dollar_bill
2,1,1,0,2,dollar_bill
4,3,2,0,1,dollar_bill
2,2,2,0,4,dollar_bill
0,0,2,0,0,dollar_bill
3,3,1,1,2,dollar_bill
1,3,2,0,2,dollar_bill
3,2,0,1,1,dollar_bill
1,1,1,0,1,dollar_bill
3,3,2,1,1,dollar_bill
2,1,1,0,1,dollar_bill
3,3,3,1,3,dollar_bill
2,2,1,0,1,dollar_bill
0,0,0,0,1,dollar_bill
0,0,0,0,0,dollar_bill
2,2,3,1,2,dollar_bill
2,3,3,1,2,dollar_bill
3,3,2,1,3,dollar_bill
3,2,1,0,2,dollar_bill
1,0,0,0,0,dolphin
0,1,0,0,1,dolphin
1,1,0,0,0,dolphin
0,0,0,0,0,dolphin
0,0,1,0,0,dolphin
1,2,1,0,1,dolphin
2,0,0,0,1,dolphin
0,1,2,0,0,dolphin
0,1,0,0,2,dolphin
0,1,0,0,0,dolphin
0,0,0,0,1,dolphin
0,0,0,0,1,dolphin
0,1,0,0,0,dolphin
1,1,0,0,1,dolphin
0,1,0,0,0,dolphin
0,2,0,0,1,dolphin
0,0,0,0,0,dolphin
1,2,3,0,2,dolphin
0,0,1,0,0,dolphin
0,0,0,0,0,dolphin
0,1,0,0,2,dolphin
1,1,1,0,0,dolphin
1,2,1,0,4,dolphin
0,0,0,0,0,dolphin
0,0,0,0,0,dolphin
0,0,2,0,0,dolphin
1,0,0,0,1,dolphin
1,4,0,0,0,dolphin
0,0,0,0,0,dolphin
2,1,1,0,0,dolphin
1,3,2,0,1,dolphin
1,2,0,0,0,dolphin
0,1,1,0,1,dolphin
0,1,1,0,1,dolphin
1,1,1,0,0,dolphin
0,1,0,0,0,dolphin
0,1,0,0,0,dolphin
1,0,0,0,0,dolphin
2,0,2,0,0,dolphin
0,0,0,0,0,dolphin
0,0,1,0,2,dolphin
0,1,1,0,3,dolphin
1,2,0,0,2,dolphin
0,0,0,0,0,dolphin
1,0,1,2,0,dolphin
2,0,0,0,0,dolphin
1,1,0,0,1,dolphin
0,1,0,0,0,dolphin
0,0,0,0,0,dolphin
0,1,0,0,0,dolphin
0,1,0,0,0,dolphin
0,1,1,0,0,dolphin
0,1,2,0,2,dolphin
0,0,0,0,0,dolphin
1,2,0,0,0,dolphin
0,2,1,0,2,dolphin
0,0,0,0,0,dolphin
0,0,0,0,0,dolphin
1,2,0,0,0,dolphin
1,1,0,0,1,dolphin
1,2,1,0,1,dolphin
3,0,1,0,0,dolphin
1,2,0,0,0,dolphin
0,2,1,0,2,dolphin
0,0,0,0,0,dolphin
3,1,0,0,0,accordion
5,2,0,1,0,accordion
4,1,1,0,0,accordion
4,2,0,0,2,accordion
4,2,0,1,2,accordion
4,3,1,0,1,accordion
3,1,1,0,1,accordion
6,1,3,0,1,accordion
3,1,2,0,6,accordion
2,3,1,0,1,accordion
5,2,1,0,1,accordion
3,1,1,0,0,accordion
6,0,1,0,0,accordion
5,2,3,1,1,accordion
3,3,1,0,1,accordion
3,2,2,1,0,accordion
3,0,2,1,0,accordion
2,2,0,0,1,accordion
2,1,0,0,0,accordion
1,1,1,0,0,accordion
5,1,1,0,1,accordion
4,1,1,0,1,accordion
5,2,1,0,2,accordion
4,1,1,0,1,accordion
4,1,1,0,0,accordion
1,0,1,0,0,accordion
4,1,1,0,0,accordion
4,2,0,0,0,accordion
4,1,1,1,0,accordion
4,1,1,1,1,accordion
5,2,0,0,0,accordion
4,1,1,3,0,accordion
2,0,0,0,0,accordion
6,2,0,0,1,accordion
2,0,0,0,0,accordion
4,2,2,0,0,accordion
1,0,0,1,0,accordion
5,2,2,0,1,accordion
5,1,3,0,3,accordion
4,1,1,1,0,accordion
2,1,1,0,0,accordion
6,3,2,2,0,accordion
5,1,1,0,0,accordion
1,1,0,0,1,accordion
2,1,0,0,1,accordion
6,3,1,0,1,accordion
1,1,0,0,1,accordion
2,1,1,0,1,accordion
5,3,2,2,1,accordion
6,1,1,0,1,accordion
6,3,1,1,2,accordion
5,1,1,0,0,accordion
5,3,2,0,2,accordion
5,1,1,0,0,accordion
3,1,0,0,0,accordion
