@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 30'

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns31' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns399' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns427' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns139' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns540' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns111' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns549' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns15' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns405' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns153' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns103' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns513' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns543' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns12' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns0' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns26' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns147' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns39' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns175' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns471' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns21' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns468' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns541' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns75' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns123' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns9' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns363' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
0,0,0,0,2,1,3,1,0,0,0,0,0,15,0,1,0,4,1,1,0,1,0,0,0,6,0,0,0,1,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,1,1,3,3,0,0,0,0,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,0,11,0,0,0,3,0,0,1,0,1,1,7,2,0,0,0,0,Faces_easy
1,0,0,0,2,0,2,1,0,0,0,0,0,15,0,0,0,6,1,0,1,0,0,0,6,5,0,0,2,2,Faces_easy
1,1,0,3,0,0,9,0,0,0,0,1,1,15,0,1,0,10,1,1,0,1,2,1,8,15,1,0,1,0,Faces_easy
1,1,1,0,3,1,5,1,0,0,0,1,0,15,0,1,0,5,1,1,1,1,0,1,1,10,0,0,1,0,Faces_easy
0,0,0,0,3,0,4,0,1,0,0,1,0,14,0,0,0,5,0,0,1,1,0,1,5,7,0,0,1,1,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,4,1,0,1,0,1,1,4,3,1,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,Faces_easy
0,0,0,0,3,0,3,0,0,0,0,0,0,15,0,0,0,4,0,0,1,0,0,1,4,4,1,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,1,0,0,0,0,1,4,0,0,0,1,0,Faces_easy
1,0,0,0,3,0,2,0,0,0,0,1,1,10,0,0,0,6,1,0,1,0,1,1,8,3,1,0,1,0,Faces_easy
0,0,0,1,5,1,2,1,0,0,0,0,0,15,0,0,0,5,1,0,1,0,0,1,3,4,0,0,2,1,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,0,1,14,1,0,0,6,1,0,1,0,1,1,11,7,1,0,1,1,Faces_easy
1,0,0,0,3,0,2,1,0,0,0,0,0,15,0,0,0,5,1,0,1,0,0,1,6,4,0,0,0,1,Faces_easy
0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,Faces_easy
1,1,1,0,5,1,5,2,0,1,0,2,2,7,0,0,1,10,1,1,0,1,1,2,11,7,2,1,2,0,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,Faces_easy
1,1,0,0,2,1,3,1,0,0,0,0,0,15,0,0,0,6,1,1,1,0,0,1,4,4,0,0,1,1,Faces_easy
1,1,1,0,5,0,2,1,0,0,0,2,1,15,0,0,0,8,1,1,1,1,3,1,8,4,1,0,2,1,Faces_easy
0,0,0,0,2,0,1,1,1,0,0,0,0,15,0,0,0,5,1,0,1,0,0,1,5,4,0,0,1,1,Faces_easy
1,1,1,0,5,1,3,2,0,0,0,0,0,8,0,0,0,5,1,1,1,1,0,1,1,9,0,0,2,0,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,1,0,14,1,0,0,3,1,0,0,0,0,0,4,6,0,0,1,0,Faces_easy
0,0,1,0,3,0,2,0,0,0,0,0,1,8,0,0,0,5,1,0,1,0,1,0,7,4,1,0,1,1,Faces_easy
0,0,0,0,3,0,3,0,0,0,1,0,0,15,0,0,0,3,1,0,0,0,0,1,1,6,0,0,0,1,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,Faces_easy
1,0,0,0,3,0,3,1,0,0,0,0,0,15,0,0,0,5,1,1,1,0,0,1,5,4,0,0,1,1,Faces_easy
1,1,1,1,7,1,4,2,0,0,0,1,0,15,0,0,0,7,1,1,0,1,1,1,8,5,0,1,1,0,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,1,6,0,0,0,4,0,0,1,0,2,0,11,3,1,0,0,1,Faces_easy
0,0,0,0,3,0,1,0,0,0,0,1,0,14,0,0,0,4,0,0,0,0,0,1,7,3,0,0,1,0,Faces_easy
1,1,0,0,1,0,2,0,0,1,0,1,2,12,0,0,1,8,1,0,1,0,2,1,9,3,2,0,1,0,Faces_easy
0,0,0,0,1,0,3,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,Faces_easy
1,1,0,1,5,0,7,0,1,0,0,0,1,13,0,0,0,5,1,0,1,0,2,1,6,11,1,0,1,1,Faces_easy
1,1,0,0,4,1,3,0,0,0,0,1,1,15,0,0,0,7,1,0,2,0,2,1,7,7,2,0,1,2,Faces_easy
0,0,0,0,1,0,1,1,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,Faces_easy
0,0,0,0,5,0,6,1,0,0,1,1,0,15,0,1,0,4,1,0,0,0,0,0,4,7,0,0,1,1,Faces_easy
1,1,0,0,3,1,2,1,0,0,0,0,1,9,0,0,0,7,1,0,2,0,0,1,5,4,1,0,1,1,Faces_easy
0,0,0,0,5,0,4,0,0,0,0,0,0,15,0,1,0,5,0,1,0,0,0,1,1,9,0,0,2,0,Faces_easy
1,1,0,0,2,1,1,1,0,1,0,0,1,14,0,0,1,8,1,0,2,1,2,1,10,2,1,0,1,0,Faces_easy
0,0,0,1,6,1,5,1,1,0,0,0,0,15,0,0,0,5,1,0,0,0,0,1,2,8,0,0,1,1,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,0,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,0,1,4,1,0,0,4,0,0,0,0,0,0,3,8,1,0,1,1,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,1,0,15,0,0,0,3,0,0,0,0,0,0,4,3,0,0,1,0,Faces_easy
0,0,0,0,2,0,3,0,0,0,0,0,1,15,0,0,0,3,1,0,1,0,1,1,6,4,1,0,0,1,Faces_easy
1,1,2,2,8,2,3,2,0,0,1,1,0,15,0,0,1,6,1,1,1,1,1,1,7,5,0,1,1,1,Faces_easy
0,0,0,0,2,0,1,0,0,0,1,1,2,4,0,0,0,4,0,0,1,0,2,1,11,5,1,0,1,1,Faces_easy
1,1,1,0,5,1,3,1,0,0,1,1,0,15,0,0,0,6,1,1,1,1,1,1,8,5,1,1,2,2,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,2,0,15,0,0,0,3,0,0,0,0,0,0,3,2,0,0,1,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,1,1,15,0,0,0,5,1,0,1,0,1,1,7,4,1,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,2,0,2,0,0,1,2,0,0,2,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,Faces_easy
1,0,0,0,3,1,2,1,0,0,0,0,0,12,0,0,0,5,1,0,2,0,0,1,9,5,0,0,1,1,Faces_easy
1,1,0,0,5,0,4,0,0,0,1,0,1,4,0,0,0,7,1,0,1,0,4,1,13,7,1,0,2,2,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,1,0,15,0,0,0,3,1,0,1,0,0,1,3,6,0,0,0,1,Faces_easy
1,1,1,0,4,1,4,1,0,1,0,0,1,9,0,1,0,6,1,1,1,1,1,1,7,6,0,1,1,1,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,5,4,0,0,1,0,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,1,1,9,0,0,0,5,0,0,1,0,0,0,6,2,0,0,2,0,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,1,0,15,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,0,15,0,0,0,3,0,0,1,0,0,0,5,4,0,0,0,1,Faces_easy
2,2,0,0,4,1,0,2,0,1,0,2,2,11,0,0,1,10,1,1,2,1,1,1,6,0,2,1,2,0,Faces_easy
1,0,0,0,3,0,3,0,0,0,0,1,0,15,0,0,0,5,1,1,1,0,0,1,4,5,0,0,1,0,Faces_easy
1,1,1,2,8,2,3,1,0,0,1,1,0,15,0,0,1,8,1,1,0,1,1,1,8,5,0,0,2,0,Faces_easy
1,1,2,2,7,0,8,1,5,1,1,3,2,14,0,0,1,11,1,1,2,1,1,1,7,15,2,0,2,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,0,15,0,0,0,4,0,0,1,0,0,1,6,4,0,0,1,0,Faces_easy
0,1,1,0,4,1,3,1,1,0,0,2,0,15,0,0,0,8,1,1,0,0,0,1,1,3,0,0,3,0,Faces_easy
1,1,0,0,3,1,2,1,0,0,0,0,0,15,0,0,0,5,1,1,0,0,0,1,6,4,0,0,1,0,Faces_easy
2,2,0,0,6,1,5,1,0,1,0,1,2,15,0,0,1,10,1,1,2,1,1,1,4,8,2,0,1,1,Faces_easy
0,0,0,0,2,0,3,0,0,0,0,0,0,15,1,0,0,4,1,0,1,0,1,1,4,7,0,0,0,1,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,0,0,15,1,0,0,4,1,0,1,0,3,0,6,7,1,0,0,1,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,2,1,15,0,0,0,4,0,0,1,0,0,1,8,5,0,0,2,1,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,0,0,15,1,0,0,3,0,0,0,0,0,0,5,4,0,0,1,0,Faces_easy
0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,5,0,0,1,0,Faces_easy
0,0,0,0,4,1,3,0,0,0,0,1,0,15,0,0,0,4,1,0,0,0,0,1,2,5,0,0,2,0,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,1,1,15,0,0,0,4,1,0,1,0,1,1,4,7,0,0,0,0,Faces_easy
1,1,0,0,6,0,3,0,0,0,0,0,0,7,1,1,0,6,1,1,1,1,1,1,5,5,1,0,1,0,Faces_easy
0,0,0,0,3,0,3,0,0,0,0,1,1,15,0,0,0,5,1,1,0,1,2,1,6,6,1,0,1,0,Faces_easy
1,1,0,1,8,1,6,2,0,0,1,2,1,15,0,1,0,9,1,1,1,1,0,1,3,8,1,0,3,1,Faces_easy
1,1,1,1,6,1,4,1,0,0,0,0,1,15,0,0,0,6,1,0,1,1,1,1,5,5,1,0,0,1,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Faces_easy
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,3,0,0,0,0,Faces_easy
0,0,0,0,3,0,2,1,0,0,0,2,0,15,0,0,0,5,1,0,1,0,0,1,2,2,0,0,1,1,Faces_easy
1,1,0,0,3,0,4,0,0,0,0,1,1,7,1,1,1,7,1,1,2,0,1,1,7,9,1,0,1,2,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,1,0,15,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faces_easy
0,0,0,0,3,0,3,0,0,0,0,0,1,9,1,0,0,5,1,0,1,0,1,1,7,6,1,0,1,0,Faces_easy
1,1,0,0,2,0,4,0,0,0,0,0,1,11,0,0,0,6,1,0,1,0,0,1,8,6,2,0,1,1,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,1,0,15,0,0,0,3,0,0,0,0,0,0,7,4,0,0,0,0,Faces_easy
0,0,0,0,3,0,2,0,0,0,1,0,0,10,0,0,0,4,0,0,1,0,1,1,7,4,0,0,1,1,Faces_easy
0,0,0,0,0,0,1,0,1,0,0,1,0,15,3,0,0,1,0,0,0,0,1,0,8,4,0,0,1,0,Faces_easy
0,0,0,0,3,0,5,0,0,0,0,0,0,15,0,1,0,3,0,0,0,0,0,1,0,5,0,0,1,0,Faces_easy
1,1,0,0,4,0,2,1,0,1,1,1,1,15,0,0,1,8,1,1,1,1,1,1,9,4,1,1,1,0,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,1,1,14,0,0,0,4,1,0,1,1,0,1,6,3,0,0,1,1,Faces_easy
1,1,0,0,4,1,4,1,0,0,0,0,1,15,1,0,0,8,1,1,2,1,1,1,11,5,1,0,1,2,Faces_easy
0,0,0,0,2,0,3,0,0,0,0,0,0,15,1,0,0,4,1,0,2,0,0,1,3,6,0,0,0,1,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,0,0,15,0,0,0,5,1,0,1,0,0,1,3,3,0,0,2,1,Faces_easy
0,0,1,0,5,0,2,0,0,0,1,0,0,3,2,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,0,0,15,0,0,0,4,1,0,0,0,0,1,2,3,0,0,0,0,Faces_easy
0,1,0,0,3,1,2,0,0,0,0,0,0,15,0,0,0,5,1,0,1,1,1,1,5,3,0,0,2,0,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,2,1,15,0,0,0,6,0,0,1,0,1,1,10,4,0,0,2,0,Faces_easy
0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,0,0,15,0,0,0,3,1,0,1,0,0,0,2,3,0,0,0,0,Faces_easy
0,1,1,0,3,0,2,0,0,0,0,0,1,15,0,0,0,5,1,0,1,0,0,1,4,5,0,0,1,1,Faces_easy
0,0,1,0,2,0,4,0,0,0,0,0,0,15,1,0,0,4,1,0,2,0,0,1,0,6,0,0,0,1,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,Faces_easy
0,0,0,0,0,0,3,0,0,0,0,0,1,15,0,0,0,6,0,0,0,0,0,0,3,4,0,0,2,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,0,0,15,0,0,0,4,1,0,1,0,0,1,2,5,0,0,0,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,Faces_easy
1,1,1,0,4,1,6,1,0,0,0,1,0,15,0,1,0,7,1,1,1,1,0,1,4,10,0,0,2,1,Faces_easy
0,0,0,1,3,0,2,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,1,0,6,5,0,0,1,1,Faces_easy
0,0,0,0,1,1,1,0,0,0,0,1,0,15,0,0,0,5,0,0,0,0,0,0,4,2,0,0,2,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,Faces_easy
1,1,1,2,7,2,5,2,0,1,0,1,0,15,0,0,1,9,2,1,1,1,0,2,2,8,0,2,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,5,1,0,0,3,0,Faces_easy
0,0,0,0,3,0,3,1,0,0,0,0,0,15,0,0,0,6,1,0,1,0,0,1,7,7,0,0,1,1,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,1,1,11,0,0,0,4,0,0,1,0,3,0,14,6,1,0,1,2,Faces_easy
2,2,0,0,2,1,15,1,0,1,1,1,1,11,0,8,1,10,2,3,2,3,2,2,8,0,1,0,1,1,Faces_easy
0,1,0,0,2,0,3,0,0,0,0,1,1,15,0,0,0,3,1,0,0,0,0,1,2,5,0,0,1,0,Faces_easy
0,0,1,0,4,1,6,1,0,0,0,0,0,15,0,1,0,4,0,1,0,0,0,0,0,8,0,0,0,0,Faces_easy
0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,Faces_easy
1,1,1,1,6,1,5,1,0,1,0,1,0,15,0,0,1,8,1,1,1,1,0,1,0,14,0,0,1,0,Faces_easy
1,0,0,0,3,1,5,1,0,0,0,1,0,15,0,0,0,6,1,1,0,0,0,1,3,7,0,1,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,5,4,0,0,0,1,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,Faces_easy
1,1,0,0,2,0,5,0,0,0,0,1,1,15,0,0,0,7,1,1,2,1,2,1,7,5,1,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Faces_easy
0,0,0,0,2,0,3,0,0,0,0,0,0,15,0,0,0,4,1,0,0,0,0,0,6,5,0,0,2,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,Faces_easy
1,1,0,0,3,1,3,1,0,0,0,0,1,14,0,0,1,7,1,1,0,0,1,1,8,5,1,0,1,0,Faces_easy
1,0,0,0,2,1,0,1,0,0,0,2,0,15,0,0,0,7,0,1,0,1,1,1,5,1,0,0,2,0,Faces_easy
1,1,0,0,3,1,5,1,0,1,0,1,1,11,1,0,1,10,2,1,1,1,0,1,9,8,1,1,2,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,1,0,13,0,0,0,3,0,0,0,0,0,0,6,3,0,0,2,0,Faces_easy
0,0,0,1,3,0,2,0,0,0,0,1,0,15,0,0,0,5,1,0,1,0,1,1,3,4,0,0,2,0,Faces_easy
1,1,1,1,6,1,4,2,0,0,0,0,0,15,0,1,0,6,1,1,0,1,0,1,4,5,0,1,1,0,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,0,0,15,0,0,0,4,0,0,1,0,0,1,1,5,0,0,1,1,Faces_easy
2,1,2,0,10,1,12,1,0,1,2,2,2,13,0,0,1,11,1,1,3,0,1,1,11,8,2,1,2,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,Faces_easy
1,1,0,0,3,1,3,1,0,0,0,0,0,14,0,0,0,6,1,1,1,1,4,1,15,5,0,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,Faces_easy
0,0,0,0,1,0,3,0,0,0,0,0,0,15,0,1,0,3,0,0,1,0,0,0,4,5,0,0,0,1,Faces_easy
1,1,0,0,2,1,2,1,0,0,0,1,2,13,0,0,1,10,1,1,1,1,1,1,9,5,2,0,2,2,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,Faces_easy
1,1,0,0,3,1,3,1,0,0,0,1,0,15,0,0,0,5,1,1,1,1,0,1,5,4,0,0,1,0,Faces_easy
0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,1,0,6,1,0,0,1,0,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,0,0,15,0,0,0,6,1,0,1,0,1,1,7,8,1,0,0,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,3,0,15,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,0,0,13,0,0,0,3,1,0,1,0,0,1,2,4,0,0,0,2,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,Faces_easy
1,0,1,1,4,1,3,1,0,0,0,1,0,15,0,0,0,6,1,1,1,1,0,1,5,5,0,0,2,1,Faces_easy
0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,Faces_easy
1,0,0,0,4,0,3,0,0,0,1,1,1,15,0,0,0,6,1,0,1,0,1,1,8,6,1,0,1,1,Faces_easy
2,2,1,1,10,1,13,1,4,1,3,1,2,14,0,1,1,11,1,1,3,0,2,1,7,15,2,1,1,1,Faces_easy
1,1,0,0,4,1,1,1,0,1,0,1,0,13,0,0,1,8,1,1,1,0,0,1,5,3,0,1,2,0,Faces_easy
1,1,1,1,8,2,7,2,0,0,1,1,0,15,0,1,0,7,1,1,0,2,1,1,3,8,0,1,1,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,1,0,15,0,0,0,4,0,0,0,0,1,1,4,4,1,0,1,1,Faces_easy
1,0,1,0,5,1,3,1,0,0,1,1,0,15,0,0,0,5,1,0,1,0,0,1,2,6,0,0,1,0,Faces_easy
0,0,1,1,6,1,7,1,1,0,1,0,0,15,0,1,0,6,1,0,0,0,0,1,2,9,0,0,2,1,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,1,13,0,0,0,4,0,0,0,0,1,0,8,4,0,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,Faces_easy
0,0,0,0,1,0,5,0,0,0,0,0,0,15,8,0,0,4,0,0,0,0,0,0,2,15,1,0,2,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,2,0,15,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,Faces_easy
1,1,1,1,7,1,4,2,0,0,1,1,0,15,0,0,1,6,1,1,0,1,0,1,3,6,0,1,1,0,Faces_easy
0,0,0,0,3,0,6,0,0,0,0,0,1,15,0,0,0,5,1,0,1,0,3,1,9,10,1,0,0,1,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Faces_easy
1,1,0,1,6,0,5,0,0,0,0,1,1,15,0,0,0,7,1,0,1,1,2,1,9,9,1,0,1,1,Faces_easy
0,0,1,0,2,0,2,0,0,0,0,0,0,15,0,0,0,4,0,0,1,0,0,0,4,4,0,0,0,1,Faces_easy
0,0,0,0,3,0,3,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,6,6,0,0,1,0,Faces_easy
1,1,1,0,5,1,5,2,0,0,0,0,0,15,0,1,0,5,1,1,0,1,0,1,0,10,0,1,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,6,0,0,0,0,0,0,3,2,0,0,2,0,Faces_easy
2,1,0,0,2,2,1,2,0,1,0,1,1,15,0,1,1,8,2,2,2,1,2,2,7,5,1,1,1,1,Faces_easy
1,1,1,1,4,0,5,0,0,0,0,1,1,12,1,0,0,8,1,1,1,1,3,1,15,8,0,0,2,1,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,Faces_easy
0,0,0,0,5,0,4,0,0,0,0,1,0,15,1,0,0,4,0,0,0,0,0,0,3,8,0,0,2,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,Faces_easy
2,1,1,0,5,1,3,2,0,1,0,2,2,7,1,0,1,11,2,1,1,1,1,2,9,7,2,0,2,1,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,1,0,15,0,0,0,4,0,0,0,0,0,0,2,4,0,0,1,0,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Faces_easy
0,0,0,0,2,0,3,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,2,6,0,0,0,0,Faces_easy
0,0,0,0,3,0,3,0,0,0,0,1,0,15,0,0,0,5,1,0,1,0,2,1,6,5,1,0,1,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,4,0,0,1,0,2,1,9,3,1,0,1,2,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Faces_easy
0,0,0,0,4,1,2,1,0,0,1,1,0,15,0,0,0,4,1,0,0,0,0,1,0,4,0,0,1,0,Faces_easy
1,1,1,0,6,1,5,2,1,1,1,2,0,15,1,0,0,10,1,1,0,1,0,1,2,8,1,1,1,1,Faces_easy
0,0,0,1,5,0,3,0,0,0,0,0,1,6,0,0,0,5,0,0,1,0,0,1,5,6,0,0,1,2,Faces_easy
