@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CorrelationAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients150' numeric
@attribute 'Histogram of JPEG Coefficients142' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients157' numeric
@attribute 'Histogram of JPEG Coefficients70' numeric
@attribute 'Histogram of JPEG Coefficients158' numeric
@attribute 'Histogram of JPEG Coefficients96' numeric
@attribute 'Histogram of JPEG Coefficients85' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients149' numeric
@attribute 'Histogram of JPEG Coefficients88' numeric
@attribute 'Histogram of JPEG Coefficients134' numeric
@attribute 'Histogram of JPEG Coefficients152' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients160' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
31,46,36,98,92,44,20,22,105,35,11,21,32,24,12,125,14,255,8,Faces_easy
28,37,21,112,110,30,17,17,99,28,10,18,19,19,21,110,19,255,11,Faces_easy
31,40,31,111,117,39,15,17,100,30,16,21,26,21,19,100,21,255,13,Faces_easy
31,44,36,112,92,43,25,22,112,32,22,24,34,20,26,99,22,255,18,Faces_easy
34,50,29,86,103,40,21,23,127,33,12,18,25,25,14,125,14,255,13,Faces_easy
36,49,37,128,133,45,23,25,105,33,19,23,33,23,22,105,20,255,20,Faces_easy
31,49,30,81,89,39,27,18,140,27,10,23,28,19,14,131,11,255,8,Faces_easy
40,36,37,182,192,45,23,26,103,36,17,24,35,17,21,110,22,255,17,Faces_easy
31,56,36,98,97,51,20,29,116,31,15,21,31,22,15,116,16,255,17,Faces_easy
31,40,24,78,92,39,21,22,103,33,11,21,27,19,16,96,13,255,11,Faces_easy
31,54,31,93,107,32,19,18,101,37,12,17,30,27,17,106,20,255,17,Faces_easy
32,52,33,110,110,45,18,22,131,33,10,19,31,27,21,94,23,255,17,Faces_easy
45,62,35,120,117,44,23,24,125,37,14,22,40,29,13,141,17,255,15,Faces_easy
29,49,29,87,76,29,20,22,93,25,11,19,24,22,16,111,18,255,13,Faces_easy
40,60,28,159,173,33,22,24,111,40,14,19,25,30,17,136,19,255,17,Faces_easy
28,38,29,106,93,42,20,16,116,29,10,21,28,17,12,106,9,255,9,Faces_easy
41,44,30,98,87,41,27,26,109,35,14,22,32,23,17,105,13,255,16,Faces_easy
35,45,34,86,86,42,20,23,128,39,9,22,26,22,15,130,8,255,8,Faces_easy
35,57,29,143,145,39,25,32,113,40,12,20,26,27,13,117,18,255,15,Faces_easy
45,57,37,217,241,48,27,31,81,45,18,24,32,29,20,109,28,255,23,Faces_easy
31,40,40,163,173,42,17,21,99,30,15,20,29,25,24,110,20,255,17,Faces_easy
33,47,38,115,128,40,28,22,137,26,28,27,36,23,29,107,20,255,25,Faces_easy
49,51,40,116,139,52,27,24,103,41,19,24,35,27,24,101,23,255,15,Faces_easy
42,53,31,157,178,39,19,27,109,31,18,18,27,33,23,128,28,255,24,Faces_easy
47,52,48,83,110,46,28,29,115,39,10,27,37,28,18,115,17,255,11,Faces_easy
29,47,36,69,82,43,27,21,114,23,14,21,29,21,17,105,19,255,16,Faces_easy
27,34,23,55,57,25,16,21,91,24,10,12,25,19,9,106,9,255,12,Faces_easy
36,50,42,129,152,57,26,23,113,35,22,20,33,21,23,107,20,255,16,Faces_easy
40,47,32,80,81,45,27,27,109,35,11,27,38,19,14,91,17,255,14,Faces_easy
31,45,28,76,85,37,20,26,132,34,10,17,24,22,11,145,12,255,9,Faces_easy
36,49,42,148,173,49,26,23,107,37,30,20,37,26,21,106,19,255,25,Faces_easy
35,54,29,61,63,35,22,20,125,32,7,23,30,21,11,122,12,255,12,Faces_easy
27,33,26,59,74,31,17,18,103,26,10,19,24,19,10,93,9,255,8,Faces_easy
29,46,38,138,146,43,21,16,115,26,21,25,37,19,23,102,19,255,22,Faces_easy
36,53,24,129,148,38,18,24,97,29,25,17,28,24,22,129,22,248,18,Faces_easy
25,42,29,99,108,35,12,15,128,22,10,16,21,19,14,120,9,255,7,Faces_easy
41,52,36,131,124,37,19,29,105,36,16,19,27,27,17,130,23,255,20,Faces_easy
32,41,29,84,104,28,20,21,103,34,15,19,21,23,11,135,16,255,14,Faces_easy
28,39,24,83,69,35,19,15,111,26,8,22,24,17,13,118,10,255,11,Faces_easy
40,56,34,109,111,42,20,31,109,38,10,19,24,28,17,100,10,255,12,Faces_easy
40,51,43,88,102,51,30,31,122,35,11,28,36,25,14,89,15,255,13,Faces_easy
32,46,31,82,64,41,23,26,122,30,9,23,28,23,12,106,14,255,9,Faces_easy
38,47,26,144,173,39,15,22,106,34,23,15,25,23,38,105,24,243,19,Faces_easy
27,46,28,76,110,33,21,24,124,33,18,19,26,24,21,108,24,255,17,Faces_easy
32,42,23,87,126,30,20,17,117,29,15,16,23,19,17,124,18,255,15,Faces_easy
40,57,36,87,99,44,29,28,112,32,16,21,26,25,15,144,21,255,15,Faces_easy
35,49,33,96,88,37,21,17,108,33,10,21,29,23,13,110,9,255,9,Faces_easy
38,50,49,121,124,54,27,27,139,38,19,22,30,27,28,114,27,255,24,Faces_easy
32,48,24,69,81,30,17,20,104,28,16,19,23,22,20,136,28,255,13,Faces_easy
39,50,31,134,151,38,20,19,105,36,25,19,24,21,28,122,17,255,26,Faces_easy
34,47,29,72,98,41,19,19,112,30,9,17,27,26,16,127,14,255,10,Faces_easy
42,58,38,123,135,43,20,18,103,44,16,16,33,28,14,113,16,255,16,Faces_easy
41,60,29,97,121,33,22,25,113,33,5,21,29,31,27,118,25,255,11,Faces_easy
21,32,20,105,157,31,15,13,109,19,18,15,20,12,20,98,21,255,19,Faces_easy
37,59,35,142,127,48,20,33,78,51,14,19,33,25,11,100,16,255,16,Faces_easy
39,54,32,122,151,41,24,29,108,37,13,18,30,28,16,124,12,255,15,Faces_easy
35,51,36,100,103,42,21,25,103,32,18,18,30,27,27,108,21,255,21,Faces_easy
33,48,32,98,90,37,18,25,92,32,11,18,26,17,16,108,22,255,14,Faces_easy
39,54,40,108,118,42,21,34,95,47,10,22,37,35,18,117,22,255,14,Faces_easy
44,63,29,111,165,47,28,30,111,44,22,26,45,30,32,99,33,255,20,Faces_easy
28,42,30,114,137,43,18,18,121,29,16,17,29,20,20,99,16,255,12,Faces_easy
35,56,32,130,137,45,22,27,101,33,20,20,35,23,22,105,28,255,17,Faces_easy
41,44,30,83,112,35,22,20,133,30,9,22,28,23,15,135,25,255,15,Faces_easy
34,57,33,83,63,46,26,18,113,34,11,20,33,21,19,85,20,255,17,Faces_easy
45,61,41,95,87,55,21,27,106,43,22,21,31,23,17,81,18,255,18,Faces_easy
43,54,32,102,96,52,28,25,120,37,17,30,35,24,18,94,21,255,20,Faces_easy
30,42,26,80,75,36,20,18,150,25,9,20,22,25,21,120,14,255,9,Faces_easy
40,60,32,172,174,40,19,27,92,41,17,19,25,24,21,108,25,255,15,Faces_easy
22,38,27,129,199,35,21,19,118,27,25,22,21,18,32,103,24,239,20,Faces_easy
32,41,28,117,116,42,22,20,105,26,17,22,28,22,25,82,20,255,22,Faces_easy
32,51,27,143,255,30,18,20,114,39,10,19,23,30,15,135,17,104,9,Faces_easy
25,32,25,118,167,29,19,16,103,23,20,20,25,16,27,97,29,255,22,Faces_easy
27,39,29,78,74,37,23,19,132,27,8,20,28,24,13,122,17,255,13,Faces_easy
34,62,31,106,132,41,25,31,121,33,13,23,29,32,19,115,19,255,11,Faces_easy
36,62,31,60,69,47,18,23,99,29,14,16,26,27,31,111,21,255,12,Faces_easy
34,57,31,167,255,41,27,21,103,36,20,23,41,20,26,126,35,246,26,Faces_easy
36,42,27,132,114,37,25,25,102,42,14,20,28,25,16,124,12,255,13,Faces_easy
23,40,27,71,86,32,15,18,108,22,13,20,19,19,19,111,18,255,13,Faces_easy
34,43,26,71,83,39,19,18,86,30,10,13,26,18,9,106,9,255,16,Faces_easy
26,37,18,81,65,27,22,15,115,25,10,17,23,18,15,117,19,255,11,Faces_easy
34,39,28,73,92,35,19,24,110,29,15,19,22,17,15,102,15,255,20,Faces_easy
40,49,30,95,126,39,21,27,97,31,13,20,29,34,18,132,19,255,12,Faces_easy
36,50,30,118,121,40,27,26,102,31,13,17,39,22,13,113,12,255,10,Faces_easy
21,32,44,107,84,66,29,13,116,26,13,23,50,10,10,61,8,204,8,Faces_easy
34,51,28,91,74,39,16,20,85,32,9,17,27,26,8,107,11,255,13,Faces_easy
24,36,28,83,87,31,15,17,140,24,10,19,21,22,12,123,13,255,10,Faces_easy
35,47,33,101,114,42,18,24,94,32,12,20,26,16,13,115,10,255,14,Faces_easy
37,49,27,99,95,35,18,23,133,37,8,18,25,23,8,139,10,255,12,Faces_easy
35,53,38,222,255,43,26,26,105,39,23,26,32,26,26,105,28,226,18,Faces_easy
31,42,30,110,107,41,15,19,140,29,9,16,29,23,9,126,16,255,12,Faces_easy
32,53,31,83,73,43,28,27,115,35,14,19,27,22,17,121,19,255,11,Faces_easy
34,48,32,226,161,37,22,23,116,32,12,17,30,24,17,113,24,223,17,Faces_easy
33,53,38,133,129,36,22,27,103,39,14,18,26,30,12,112,16,255,10,Faces_easy
39,57,33,127,126,48,22,22,115,35,15,18,32,20,18,110,17,255,17,Faces_easy
45,57,27,186,212,41,24,23,93,38,20,19,27,23,28,112,31,255,29,Faces_easy
37,54,32,142,127,48,23,29,75,40,17,23,27,21,24,85,29,255,20,Faces_easy
38,44,28,66,86,36,18,20,113,28,8,18,27,30,11,125,18,255,9,Faces_easy
40,51,33,158,135,45,18,22,115,35,28,19,27,21,19,129,18,255,22,Faces_easy
33,48,34,127,154,41,18,15,119,36,14,17,24,20,15,115,18,255,15,Faces_easy
33,49,31,78,88,40,27,26,113,41,13,21,37,27,11,123,12,255,11,Faces_easy
34,46,43,156,151,50,25,20,114,37,20,28,36,20,19,99,20,255,17,Faces_easy
36,47,31,89,91,35,19,19,103,35,21,21,26,23,17,132,26,255,23,Faces_easy
34,49,33,117,138,50,18,25,96,31,18,16,29,22,17,109,18,255,15,Faces_easy
31,56,27,72,68,33,16,23,104,25,12,17,22,21,15,113,19,255,19,Faces_easy
35,45,28,136,180,41,18,21,102,26,17,19,23,27,22,121,17,255,12,Faces_easy
55,64,29,137,149,44,26,38,77,55,13,19,35,29,14,100,15,229,13,Faces_easy
34,45,30,82,72,47,31,26,99,31,10,22,34,23,23,114,20,255,15,Faces_easy
37,61,35,154,135,42,28,32,95,44,25,21,34,29,31,101,40,255,31,Faces_easy
33,39,35,129,117,44,18,19,76,28,15,16,31,20,14,64,14,255,15,Faces_easy
40,47,33,88,93,46,23,28,119,31,15,22,32,23,18,103,14,255,10,Faces_easy
39,58,36,101,91,49,21,22,147,28,12,30,26,20,18,116,21,255,20,Faces_easy
27,36,24,63,97,33,14,16,106,24,14,16,22,18,15,110,13,255,14,Faces_easy
25,39,25,127,158,30,21,24,93,33,18,16,20,23,19,100,26,255,25,Faces_easy
34,49,30,109,111,33,15,17,87,30,15,14,20,20,18,104,17,255,15,Faces_easy
37,43,35,115,115,48,26,28,121,36,11,25,34,21,17,112,17,242,14,Faces_easy
26,45,32,77,65,38,21,26,144,34,12,22,24,20,17,129,20,255,15,Faces_easy
38,49,29,141,180,41,25,26,95,43,29,17,37,30,28,101,27,255,26,Faces_easy
41,53,39,135,138,35,20,21,106,35,18,20,30,24,22,120,25,255,20,Faces_easy
29,39,26,95,119,30,18,19,97,31,14,14,23,23,14,90,16,255,11,Faces_easy
35,58,26,100,84,41,21,28,112,35,12,20,32,24,16,135,13,255,13,Faces_easy
29,56,28,88,87,39,17,25,114,29,10,17,28,26,17,127,15,255,9,Faces_easy
30,43,38,81,101,42,19,19,108,28,15,17,31,17,12,104,13,255,11,Faces_easy
28,41,28,96,86,36,29,23,117,28,19,26,31,20,25,106,17,255,15,Faces_easy
33,47,34,86,89,41,24,24,115,33,10,21,29,21,17,118,15,255,12,Faces_easy
28,47,28,211,231,44,17,19,87,28,25,16,22,19,40,98,35,237,29,Faces_easy
30,41,31,87,92,34,18,22,140,26,11,17,30,19,16,131,19,255,14,Faces_easy
48,54,31,143,168,47,24,29,92,44,20,20,29,38,19,97,24,255,20,Faces_easy
31,36,30,59,73,44,18,16,111,26,7,16,27,15,10,94,7,255,8,Faces_easy
27,42,30,55,63,36,14,17,138,24,9,17,23,18,9,128,6,255,8,Faces_easy
27,44,32,125,157,40,15,17,106,30,19,15,25,17,19,99,27,255,18,Faces_easy
18,31,15,75,78,25,11,10,89,17,10,10,11,12,10,104,13,255,10,Faces_easy
35,46,29,113,121,35,23,28,97,35,13,19,26,22,18,98,24,255,14,Faces_easy
33,52,32,118,137,40,23,30,106,34,20,22,37,25,21,109,18,255,18,Faces_easy
34,53,33,77,91,39,26,26,120,33,13,24,31,28,20,130,19,255,20,Faces_easy
42,57,37,128,135,48,20,22,104,40,23,19,25,29,22,104,21,255,19,Faces_easy
47,53,35,124,128,51,23,29,97,32,9,20,31,25,13,111,16,255,10,Faces_easy
33,46,37,103,88,43,29,25,135,28,13,22,37,24,19,110,13,255,13,Faces_easy
36,60,38,141,127,51,23,26,88,45,14,23,31,26,15,98,17,255,18,Faces_easy
31,43,25,99,133,31,18,19,98,36,16,16,23,21,15,132,18,255,17,Faces_easy
35,42,31,130,168,38,18,24,93,37,17,16,25,32,22,111,34,255,23,Faces_easy
30,44,30,92,117,42,19,21,124,24,11,21,28,20,17,124,15,255,12,Faces_easy
36,48,33,80,84,40,27,32,110,34,8,19,30,20,12,121,16,255,11,Faces_easy
38,53,27,106,134,30,18,25,97,34,20,20,25,27,31,140,25,255,20,Faces_easy
34,53,29,77,78,40,20,22,111,34,11,22,31,21,16,119,9,255,8,Faces_easy
38,46,35,106,152,37,28,24,118,33,18,25,34,26,28,109,24,255,16,Faces_easy
31,45,27,130,145,34,21,25,112,32,10,20,26,26,15,127,16,255,9,Faces_easy
42,58,40,160,169,46,21,24,83,41,32,17,28,27,29,95,33,255,38,Faces_easy
26,41,27,171,172,36,17,17,73,31,20,13,28,20,13,76,20,255,19,Faces_easy
40,49,35,93,101,46,22,26,95,36,12,17,32,26,14,111,8,255,9,Faces_easy
33,46,36,149,155,42,21,18,142,31,10,25,34,26,16,135,21,255,20,Faces_easy
31,50,30,201,211,43,20,24,90,34,29,18,27,19,34,99,29,255,25,Faces_easy
38,49,33,123,120,41,24,25,106,35,12,23,26,27,21,111,22,255,20,Faces_easy
47,64,36,102,113,51,24,26,105,43,29,17,24,32,27,114,28,255,26,Faces_easy
33,51,29,92,93,36,18,27,116,31,15,21,24,25,19,119,23,255,12,Faces_easy
41,65,33,136,133,50,22,23,92,37,24,22,37,24,22,92,20,255,21,Faces_easy
34,47,27,117,158,39,20,19,119,33,23,23,24,27,33,120,30,255,21,Faces_easy
40,49,26,104,116,33,21,28,100,35,21,19,18,21,17,118,23,255,17,Faces_easy
44,60,42,97,139,46,32,23,132,37,10,24,39,22,15,133,14,255,12,Faces_easy
41,48,33,77,63,33,30,22,119,33,11,18,29,28,13,126,12,255,14,Faces_easy
27,37,29,88,100,31,14,18,121,29,18,17,18,23,24,112,18,255,16,Faces_easy
37,53,27,102,121,33,21,28,118,38,10,20,24,28,18,147,23,255,14,Faces_easy
39,47,38,83,81,37,18,26,105,41,10,20,34,28,12,140,10,255,10,Faces_easy
29,52,38,216,183,40,28,24,118,30,16,19,31,21,23,114,24,251,19,cougar_body
46,45,41,241,161,49,21,23,65,42,20,16,38,19,15,48,22,130,21,cougar_body
32,44,30,148,151,36,30,22,79,26,24,24,35,21,24,94,44,72,28,cougar_body
50,65,40,171,142,51,33,29,79,50,16,23,39,27,27,79,30,132,22,cougar_body
36,63,31,156,124,51,17,34,95,35,21,21,28,20,22,86,36,130,26,cougar_body
5,12,10,17,19,12,4,6,44,8,22,5,6,8,15,43,6,131,10,cougar_body
43,61,32,73,95,43,16,31,111,48,6,19,34,32,12,136,18,255,11,cougar_body
45,48,40,38,42,52,23,30,86,45,30,14,37,30,22,76,13,112,13,cougar_body
39,55,30,137,131,51,27,34,113,32,18,23,33,27,18,104,28,176,17,cougar_body
26,42,28,80,57,37,18,19,108,28,3,19,26,24,7,127,10,255,4,cougar_body
15,19,28,159,154,39,22,7,158,16,28,17,22,11,44,71,18,255,9,cougar_body
22,34,22,147,121,30,11,14,68,21,17,11,15,14,19,71,13,255,11,cougar_body
43,57,35,144,85,35,21,32,114,47,13,17,31,27,19,126,17,251,12,cougar_body
40,63,44,173,121,72,26,31,87,41,17,25,37,20,20,84,21,231,17,cougar_body
38,45,71,159,103,78,41,20,109,33,23,32,52,21,12,75,15,213,17,cougar_body
16,21,13,57,44,17,9,10,94,14,3,11,10,10,5,95,5,255,6,cougar_body
26,39,47,34,46,57,25,18,70,27,20,22,50,10,16,54,18,64,20,cougar_body
18,17,17,128,121,21,11,9,66,12,6,12,11,12,15,67,15,231,6,cougar_body
40,65,36,68,117,49,23,29,130,38,6,20,39,28,8,126,12,255,6,cougar_body
26,38,21,84,83,28,12,19,89,25,11,15,16,25,16,119,40,255,25,cougar_body
26,42,32,255,185,45,22,19,94,28,41,19,28,25,41,109,35,220,27,cougar_body
32,50,49,85,78,54,30,22,119,39,11,28,45,18,13,82,13,176,13,cougar_body
43,49,29,67,79,44,20,26,99,36,6,20,34,27,12,115,14,255,6,cougar_body
32,47,29,85,58,37,25,33,100,39,15,22,24,23,23,105,25,255,13,cougar_body
37,52,32,237,148,35,18,13,50,28,14,11,27,11,9,56,12,189,20,cougar_body
30,40,26,125,140,39,20,22,97,26,19,18,20,23,22,111,19,209,19,cougar_body
36,70,37,179,158,63,21,25,107,41,23,17,32,26,30,128,22,216,20,cougar_body
51,64,26,9,13,47,18,29,75,54,9,17,34,22,3,95,4,53,9,cougar_body
32,41,69,132,100,77,41,20,92,39,12,37,72,13,11,55,11,213,11,cougar_body
35,45,40,31,38,47,34,36,102,34,16,26,38,25,28,93,23,9,13,cougar_body
40,57,35,23,25,43,18,22,32,53,13,15,42,18,9,49,11,23,9,cougar_body
29,34,20,84,78,28,14,18,74,31,7,9,23,13,4,80,9,255,7,cougar_body
46,55,52,109,104,55,35,24,110,36,33,26,48,27,76,97,55,99,17,cougar_body
32,50,27,147,82,42,15,24,81,34,13,15,24,23,13,97,14,231,5,cougar_body
42,59,53,112,119,61,27,21,84,45,8,25,43,21,8,104,8,248,5,cougar_body
34,48,29,91,140,42,22,29,123,30,5,21,32,24,13,115,12,255,4,cougar_body
37,46,33,147,128,37,22,21,74,33,22,19,26,22,25,63,26,104,20,cougar_body
39,50,40,41,30,43,25,36,72,50,16,24,36,24,14,93,17,78,13,cougar_body
17,20,20,255,227,23,13,13,90,12,17,13,15,13,16,67,25,207,11,cougar_body
40,42,34,126,108,46,21,20,69,29,15,15,32,16,14,78,11,254,9,cougar_body
24,29,19,43,42,32,12,13,105,19,7,14,19,16,4,118,11,255,10,cougar_body
28,35,21,69,51,31,14,19,101,22,11,15,21,23,12,123,12,255,9,cougar_body
33,50,39,123,106,51,32,25,81,45,11,22,42,21,16,68,22,93,21,cougar_body
29,48,14,111,58,21,12,21,92,26,6,10,13,27,9,150,25,255,17,cougar_body
22,29,18,74,76,30,16,15,86,21,5,14,17,14,7,100,5,238,5,cougar_body
43,58,35,104,113,61,27,35,103,38,31,22,32,28,41,96,40,122,17,cougar_body
39,52,38,230,144,40,20,22,58,40,27,14,28,21,28,81,27,107,17,cougar_body
7,12,6,7,5,6,4,7,44,9,2,3,6,4,1,44,2,135,2,cellphone
34,41,25,143,90,34,28,28,133,36,15,27,26,27,21,124,25,250,17,cellphone
6,10,9,14,9,9,5,2,58,4,4,5,6,5,7,52,5,145,4,cellphone
9,14,10,9,8,12,5,9,54,12,6,4,7,6,4,52,3,141,4,cellphone
12,24,9,23,16,10,8,8,58,14,2,5,10,6,2,58,3,154,6,cellphone
10,14,12,17,26,15,7,6,59,8,6,5,7,8,6,55,7,190,4,cellphone
32,49,32,41,41,38,17,17,88,23,28,22,20,21,28,106,40,142,37,cellphone
30,40,7,120,83,10,5,21,50,31,4,6,8,23,6,80,18,214,17,cellphone
41,54,55,60,48,69,21,33,126,35,10,27,50,20,11,93,10,243,5,cellphone
53,51,36,22,21,74,32,38,113,44,9,25,44,30,16,103,17,164,8,cellphone
8,11,4,10,9,8,3,6,50,8,4,3,3,5,2,49,1,143,3,cellphone
7,16,10,23,20,10,6,6,52,9,7,6,8,6,10,47,9,142,6,cellphone
11,12,8,20,13,7,5,8,53,8,3,5,5,6,4,54,5,148,3,cellphone
13,21,6,7,6,7,4,7,51,13,2,6,4,7,2,57,3,140,3,cellphone
14,17,10,10,7,12,6,15,64,13,0,7,8,8,1,62,2,145,1,cellphone
39,60,21,119,91,34,11,28,68,35,41,14,14,36,47,122,119,255,61,cellphone
18,29,10,42,29,16,10,16,58,26,4,7,14,13,3,55,7,194,5,cellphone
9,19,12,14,11,14,4,5,54,9,7,6,9,7,4,46,3,157,6,cellphone
14,16,8,19,11,9,7,9,59,11,1,5,8,11,3,56,5,153,1,cellphone
26,43,29,70,33,44,15,20,65,27,11,16,25,14,10,62,9,255,11,cellphone
31,53,31,128,83,48,20,22,124,31,43,21,21,26,31,94,26,224,31,cellphone
14,18,8,110,55,9,10,9,62,11,7,7,7,12,13,72,15,255,6,cellphone
10,15,9,16,11,11,5,8,47,12,4,5,8,8,4,54,3,142,3,cellphone
16,39,27,85,73,36,14,8,69,19,11,13,24,10,6,53,13,255,15,cellphone
10,14,11,4,8,13,7,7,47,14,3,7,12,7,2,52,3,131,5,cellphone
33,57,52,53,48,65,34,20,114,32,15,29,48,24,18,105,12,255,10,cellphone
13,23,15,20,15,25,13,8,68,14,20,20,11,12,24,62,7,142,9,cellphone
44,70,35,149,101,42,13,25,95,34,29,14,22,26,39,115,26,242,24,cellphone
21,35,19,34,37,27,9,10,74,16,4,9,12,13,8,84,13,255,10,cellphone
11,13,10,10,11,11,8,8,77,11,5,8,5,11,9,60,7,139,3,cellphone
5,9,3,111,71,3,3,3,48,5,2,3,2,4,3,43,2,255,1,cellphone
11,17,8,16,14,13,5,6,55,11,5,5,8,7,3,51,2,172,4,cellphone
38,46,12,18,14,21,7,25,57,53,13,9,7,27,6,74,4,147,7,cellphone
34,54,34,35,28,42,24,32,91,41,19,17,31,32,12,95,11,146,19,cellphone
42,59,41,51,30,57,22,28,115,45,21,22,34,31,15,119,19,255,18,cellphone
30,51,38,101,86,54,23,21,94,27,19,25,28,17,18,83,21,236,23,cellphone
33,44,26,82,45,36,15,19,69,33,7,16,28,16,8,63,8,255,8,cellphone
13,12,6,9,9,7,3,8,45,14,5,3,4,7,3,52,3,135,3,cellphone
30,40,28,105,102,42,21,19,87,23,13,20,25,14,10,96,12,255,15,cellphone
32,31,19,21,24,26,11,24,80,29,4,13,20,19,3,109,7,255,6,cellphone
20,31,18,7,10,29,12,13,65,21,7,15,13,17,7,62,5,255,6,cellphone
15,36,36,87,54,37,17,13,91,13,18,22,26,18,11,64,18,255,16,cellphone
17,22,6,87,41,6,4,12,53,20,3,4,4,11,4,61,5,193,4,cellphone
11,13,11,16,8,13,8,11,64,14,3,7,7,8,6,49,8,155,4,cellphone
20,23,16,72,73,27,11,21,64,28,14,11,14,12,18,73,20,255,11,cellphone
12,21,9,14,10,12,8,14,57,15,2,7,6,10,2,56,4,142,2,cellphone
9,12,8,43,30,13,9,6,60,9,3,7,10,9,6,53,5,171,4,cellphone
21,35,18,106,84,32,17,10,61,17,16,15,21,12,15,67,19,255,15,cellphone
28,39,26,42,31,36,19,18,84,41,7,12,30,20,8,88,7,235,6,cellphone
27,49,35,140,140,42,19,15,99,24,49,23,25,19,40,110,29,255,50,cellphone
41,69,39,127,55,49,32,33,114,37,11,32,33,31,26,129,22,249,7,cellphone
7,11,9,15,11,10,5,6,53,8,3,7,5,10,4,50,3,171,3,cellphone
22,23,0,43,44,0,0,15,36,23,0,0,0,11,0,50,0,144,0,cellphone
27,42,26,69,44,34,16,19,92,33,13,16,28,20,6,88,7,198,13,cellphone
15,25,12,25,14,23,6,12,60,21,6,6,14,11,3,61,5,188,7,cellphone
15,12,8,7,9,10,4,9,47,14,3,4,7,7,2,54,3,138,2,cellphone
7,12,4,21,13,8,3,5,53,10,2,2,6,5,3,53,3,162,2,cellphone
29,39,34,91,59,37,15,17,124,24,12,18,21,24,18,105,13,255,10,cellphone
3,6,2,4,2,2,1,5,41,4,2,2,1,3,2,42,2,136,1,cellphone
14,29,11,242,197,16,11,12,82,11,10,8,8,13,25,97,35,225,19,dalmatian
36,57,37,140,116,38,23,28,91,38,17,22,34,20,16,80,20,255,16,dalmatian
33,38,29,160,101,40,21,29,135,34,15,22,32,23,34,130,26,234,9,dalmatian
48,74,37,115,71,52,25,27,96,41,13,20,30,36,13,125,14,229,14,dalmatian
41,50,27,122,90,39,21,24,102,36,14,16,31,25,18,99,17,255,13,dalmatian
39,57,53,88,55,56,29,21,117,40,16,28,41,22,18,104,24,166,24,dalmatian
15,22,17,170,162,18,11,13,80,14,5,11,14,11,11,83,10,243,4,dalmatian
25,42,30,129,107,47,20,16,81,34,10,14,32,13,10,74,16,235,14,dalmatian
32,56,27,104,68,43,23,16,99,29,16,16,25,23,20,157,35,255,27,dalmatian
26,34,19,103,66,29,11,15,80,22,8,14,22,14,10,100,12,255,8,dalmatian
38,48,31,93,56,45,22,22,115,31,10,23,25,30,22,138,20,255,8,dalmatian
40,58,28,92,99,40,25,25,140,37,11,23,21,36,19,143,21,208,12,dalmatian
48,57,39,198,203,48,23,23,98,45,15,22,37,26,36,111,30,192,20,dalmatian
34,47,29,70,39,41,21,30,117,33,8,23,27,19,14,108,8,255,5,dalmatian
57,76,70,45,38,60,39,36,82,62,12,33,64,29,8,76,13,102,12,dalmatian
56,71,61,34,42,68,44,37,107,69,9,52,60,31,15,89,16,53,7,dalmatian
46,47,24,95,59,40,12,24,55,50,11,13,25,26,8,83,7,225,8,dalmatian
47,66,49,255,196,55,22,30,99,41,27,23,27,33,24,112,24,183,24,dalmatian
39,57,35,217,138,45,21,27,91,39,13,21,33,24,17,105,18,162,11,dalmatian
20,34,17,62,38,29,13,15,83,20,7,13,14,20,10,91,11,255,6,dalmatian
26,47,31,116,74,47,23,20,136,27,25,24,21,22,28,107,21,255,20,dalmatian
46,52,78,73,45,71,33,31,173,48,18,34,69,27,14,111,19,206,20,dalmatian
40,55,25,111,60,33,15,32,63,49,11,14,25,33,8,104,8,255,10,dalmatian
43,62,53,125,107,55,34,31,124,44,15,38,41,34,22,139,19,255,12,dalmatian
9,9,11,15,10,11,6,5,55,6,1,7,7,4,1,44,0,174,1,dalmatian
12,15,13,124,129,13,10,7,86,8,6,13,11,11,8,77,4,210,5,dalmatian
15,22,16,29,30,20,9,10,92,16,8,9,12,12,8,88,8,171,9,dalmatian
43,53,26,108,96,43,20,30,95,42,9,20,31,34,10,136,13,255,5,dalmatian
29,40,17,185,117,24,11,19,97,30,35,11,12,23,45,113,51,181,31,dalmatian
34,48,30,72,60,37,21,23,118,32,14,23,28,22,13,123,16,255,12,dalmatian
