@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients57' numeric
@attribute 'Histogram of JPEG Coefficients45' numeric
@attribute 'Histogram of JPEG Coefficients150' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients58' numeric
@attribute 'Histogram of JPEG Coefficients142' numeric
@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients31' numeric
@attribute 'Histogram of JPEG Coefficients109' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients23' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients110' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients88' numeric
@attribute 'Histogram of JPEG Coefficients40' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients134' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
7,7,31,98,255,9,46,92,23,17,36,25,32,20,20,12,59,44,125,Faces_easy
8,7,28,112,255,10,37,110,16,8,21,23,19,13,17,21,51,30,110,Faces_easy
9,5,31,111,255,15,40,117,13,14,31,14,26,19,15,19,94,39,100,Faces_easy
4,3,31,112,255,5,44,92,7,20,36,12,34,28,25,26,61,43,99,Faces_easy
6,6,34,86,255,6,50,103,18,14,29,24,25,22,21,14,88,40,125,Faces_easy
8,16,36,128,255,8,49,133,35,14,37,67,33,23,23,22,105,45,105,Faces_easy
8,10,31,81,255,10,49,89,13,19,30,23,28,20,27,14,59,39,131,Faces_easy
20,21,40,182,255,21,36,192,55,29,37,55,35,44,23,21,129,45,110,Faces_easy
10,10,31,98,255,11,56,97,35,15,36,48,31,23,20,15,77,51,116,Faces_easy
19,9,31,78,255,13,40,92,40,14,24,53,27,20,21,16,82,39,96,Faces_easy
13,11,31,93,255,13,54,107,22,15,31,43,30,19,19,17,89,32,106,Faces_easy
12,8,32,110,255,15,52,110,20,17,33,28,31,22,18,21,80,45,94,Faces_easy
14,7,45,120,255,9,62,117,13,18,35,15,40,26,23,13,76,44,141,Faces_easy
5,5,29,87,255,6,49,76,14,20,29,22,24,20,20,16,31,29,111,Faces_easy
20,14,40,159,255,21,60,173,17,24,28,22,25,22,22,17,108,33,136,Faces_easy
12,7,28,106,255,20,38,93,14,18,29,25,28,25,20,12,72,42,106,Faces_easy
10,4,41,98,255,9,44,87,29,15,30,43,32,26,27,17,76,41,105,Faces_easy
17,8,35,86,255,18,45,86,28,15,34,39,26,19,20,15,68,42,130,Faces_easy
22,13,35,143,255,6,57,145,26,16,29,48,26,25,25,13,124,39,117,Faces_easy
35,12,45,217,255,30,57,241,22,21,37,29,32,28,27,20,201,48,109,Faces_easy
20,15,31,163,255,18,40,173,39,15,40,48,29,21,17,24,121,42,110,Faces_easy
20,9,33,115,255,16,47,128,39,22,38,50,36,24,28,29,104,40,107,Faces_easy
11,16,49,116,255,12,51,139,49,22,40,73,35,31,27,24,119,52,101,Faces_easy
12,10,42,157,255,20,53,178,32,18,31,45,27,19,19,23,99,39,128,Faces_easy
18,20,47,83,255,13,52,110,60,21,48,78,37,24,28,18,71,46,115,Faces_easy
17,9,29,69,255,12,47,82,25,23,36,38,29,22,27,17,82,43,105,Faces_easy
13,12,27,55,255,9,34,57,22,13,23,31,25,15,16,9,53,25,106,Faces_easy
22,5,36,129,255,8,50,152,13,18,42,10,33,25,26,23,169,57,107,Faces_easy
4,3,40,80,255,3,47,81,6,17,32,16,38,22,27,14,38,45,91,Faces_easy
9,11,31,76,255,8,45,85,20,18,28,25,24,19,20,11,51,37,145,Faces_easy
46,36,36,148,255,50,49,173,143,27,42,137,37,31,26,21,163,49,106,Faces_easy
7,4,35,61,255,16,54,63,53,18,29,99,30,14,22,11,66,35,122,Faces_easy
8,16,27,59,255,5,33,74,18,15,26,24,24,15,17,10,51,31,93,Faces_easy
24,7,29,138,255,22,46,146,26,21,38,51,37,23,21,23,133,43,102,Faces_easy
33,17,36,129,248,33,53,148,57,20,24,68,28,22,18,22,255,38,129,Faces_easy
10,11,25,99,255,12,42,108,23,12,29,28,21,14,12,14,64,35,120,Faces_easy
24,7,41,131,255,17,52,124,21,16,36,26,27,19,19,17,99,37,130,Faces_easy
10,8,32,84,255,12,41,104,18,16,29,25,21,16,20,11,83,28,135,Faces_easy
12,3,28,83,255,17,39,69,13,14,24,31,24,16,19,13,50,35,118,Faces_easy
13,7,40,109,255,13,56,111,23,15,34,43,24,24,20,17,90,42,100,Faces_easy
2,2,40,88,255,2,51,102,4,26,43,7,36,28,30,14,53,51,89,Faces_easy
4,0,32,82,255,2,46,64,3,15,31,5,28,18,23,12,28,41,106,Faces_easy
7,9,38,144,243,6,47,173,33,17,26,47,25,21,15,38,149,39,105,Faces_easy
20,19,27,76,255,24,46,110,37,12,28,53,26,17,21,21,67,33,108,Faces_easy
6,4,32,87,255,11,42,126,15,16,23,25,23,17,20,17,82,30,124,Faces_easy
3,6,40,87,255,5,57,99,20,16,36,24,26,20,29,15,70,44,144,Faces_easy
8,2,35,96,255,11,49,88,15,15,33,16,29,17,21,13,45,37,110,Faces_easy
10,11,38,121,255,12,50,124,59,18,49,53,30,27,27,28,102,54,114,Faces_easy
8,7,32,69,255,8,48,81,21,13,24,23,23,15,17,20,59,30,136,Faces_easy
28,12,39,134,255,13,50,151,30,14,31,48,24,22,20,28,198,38,122,Faces_easy
17,9,34,72,255,8,47,98,39,15,29,44,27,19,19,16,72,41,127,Faces_easy
19,16,42,123,255,20,58,135,30,21,38,38,33,28,20,14,145,43,113,Faces_easy
6,6,41,97,255,9,60,121,12,16,29,21,29,14,22,27,81,33,118,Faces_easy
17,6,21,105,255,17,32,157,19,12,20,23,20,14,15,20,155,31,98,Faces_easy
18,17,37,142,255,4,59,127,48,20,35,77,33,20,20,11,114,48,100,Faces_easy
29,20,39,122,255,17,54,151,82,18,32,104,30,28,24,16,81,41,124,Faces_easy
5,8,35,100,255,6,51,103,17,22,36,28,30,21,21,27,66,42,108,Faces_easy
1,3,33,98,255,3,48,90,5,17,32,6,26,21,18,16,44,37,108,Faces_easy
13,33,39,108,255,13,54,118,53,20,40,51,37,25,21,18,92,42,117,Faces_easy
10,13,44,111,255,12,63,165,32,28,29,48,45,29,28,32,116,47,99,Faces_easy
20,15,28,114,255,17,42,137,36,21,30,41,29,26,18,20,98,43,99,Faces_easy
21,12,35,130,255,27,56,137,37,22,32,42,35,24,22,22,125,45,105,Faces_easy
4,7,41,83,255,9,44,112,28,12,30,38,28,14,22,15,79,35,135,Faces_easy
4,1,34,83,255,4,57,63,6,23,33,19,33,26,26,19,25,46,85,Faces_easy
20,26,45,95,255,12,61,87,29,17,41,39,31,34,21,17,69,55,81,Faces_easy
4,3,43,102,255,5,54,96,10,19,32,14,35,21,28,18,48,52,94,Faces_easy
2,3,30,80,255,5,42,75,6,10,26,9,22,14,20,21,27,36,120,Faces_easy
46,24,40,172,255,43,60,174,48,18,32,54,25,23,19,21,135,40,108,Faces_easy
23,11,22,129,239,13,38,199,20,14,27,28,21,21,21,32,210,35,103,Faces_easy
5,2,32,117,255,3,41,116,6,18,28,11,28,23,22,25,76,42,82,Faces_easy
2,4,32,143,104,2,51,255,8,14,27,7,23,15,18,15,80,30,135,Faces_easy
19,7,25,118,255,13,32,167,20,13,25,25,25,14,19,27,143,29,97,Faces_easy
5,2,27,78,255,2,39,74,15,17,29,32,28,21,23,13,45,37,122,Faces_easy
11,8,34,106,255,11,62,132,16,20,31,24,29,24,25,19,73,41,115,Faces_easy
20,16,36,60,255,26,62,69,24,21,31,48,26,24,18,31,56,47,111,Faces_easy
18,11,34,167,246,23,57,255,42,17,31,38,41,24,27,26,231,41,126,Faces_easy
14,12,36,132,255,8,42,114,29,16,27,24,28,17,25,16,84,37,124,Faces_easy
8,10,23,71,255,12,40,86,23,12,27,23,19,20,15,19,71,32,111,Faces_easy
12,7,34,71,255,10,43,83,10,13,26,16,26,18,19,9,60,39,106,Faces_easy
5,2,26,81,255,4,37,65,4,15,18,9,23,19,22,15,22,27,117,Faces_easy
15,14,34,73,255,8,39,92,26,12,28,28,22,13,19,15,83,35,102,Faces_easy
14,10,40,95,255,20,49,126,16,16,30,28,29,18,21,18,92,39,132,Faces_easy
7,2,36,118,255,7,50,121,8,20,30,11,39,22,27,13,56,40,113,Faces_easy
50,70,21,107,204,54,32,84,104,44,44,138,50,61,29,10,92,66,61,Faces_easy
14,7,34,91,255,14,51,74,34,13,28,47,27,20,16,8,68,39,107,Faces_easy
6,6,24,83,255,7,36,87,24,11,28,31,21,12,15,12,69,31,123,Faces_easy
7,4,35,101,255,7,47,114,46,16,33,45,26,25,18,13,76,42,115,Faces_easy
8,14,37,99,255,8,49,95,21,15,27,23,25,17,18,8,59,35,139,Faces_easy
21,18,35,222,226,24,53,255,27,22,38,33,32,22,26,26,201,43,105,Faces_easy
18,9,31,110,255,19,42,107,17,16,30,21,29,22,15,9,46,41,126,Faces_easy
2,2,32,83,255,3,53,73,6,20,31,7,27,19,28,17,31,43,121,Faces_easy
10,7,34,226,223,12,48,161,39,17,32,52,30,21,22,17,73,37,113,Faces_easy
18,12,33,133,255,21,53,129,33,20,38,32,26,22,22,12,76,36,112,Faces_easy
6,11,39,127,255,5,57,126,18,20,33,25,32,21,22,18,93,48,110,Faces_easy
17,11,45,186,255,15,57,212,30,14,27,41,27,23,24,28,150,41,112,Faces_easy
61,60,37,142,255,59,54,127,79,22,32,69,27,31,23,24,118,48,85,Faces_easy
10,8,38,66,255,8,44,86,19,14,28,26,27,20,18,11,69,36,125,Faces_easy
14,9,40,158,255,19,51,135,35,21,33,42,27,23,18,19,81,45,129,Faces_easy
40,26,33,127,255,31,48,154,45,18,34,56,24,29,18,15,114,41,115,Faces_easy
6,4,33,78,255,7,49,88,16,20,31,44,37,25,27,11,86,40,123,Faces_easy
9,4,34,156,255,11,46,151,13,19,43,13,36,28,25,19,68,50,99,Faces_easy
14,7,36,89,255,13,47,91,17,15,31,20,26,15,19,17,56,35,132,Faces_easy
33,8,34,117,255,19,49,138,24,12,33,38,29,23,18,17,114,50,109,Faces_easy
12,5,31,72,255,7,56,68,7,15,27,12,22,23,16,15,34,33,113,Faces_easy
11,8,35,136,255,18,45,180,25,13,28,30,23,20,18,22,105,41,121,Faces_easy
40,40,55,137,229,52,64,149,64,27,29,72,35,32,26,14,128,44,100,Faces_easy
3,4,34,82,255,6,45,72,6,28,30,7,34,25,31,23,31,47,114,Faces_easy
5,4,37,154,255,6,61,135,11,17,35,12,34,30,28,31,75,42,101,Faces_easy
40,29,33,129,255,28,39,117,58,28,35,73,31,31,18,14,104,44,64,Faces_easy
9,10,40,88,255,11,47,93,18,20,33,27,32,22,23,18,78,46,103,Faces_easy
4,2,39,101,255,5,58,91,8,21,36,10,26,17,21,18,32,49,116,Faces_easy
5,6,27,63,255,11,36,97,26,9,24,38,22,16,14,15,92,33,110,Faces_easy
17,4,25,127,255,13,39,158,21,13,25,25,20,18,21,19,106,30,100,Faces_easy
49,8,34,109,255,21,49,111,38,14,30,50,20,14,15,18,170,33,104,Faces_easy
27,18,37,115,242,26,43,115,43,21,35,44,34,28,26,17,80,48,112,Faces_easy
2,2,26,77,255,5,45,65,8,15,32,11,24,18,21,17,25,38,129,Faces_easy
26,16,38,141,255,18,49,180,51,27,29,44,37,30,25,28,202,41,101,Faces_easy
19,17,41,135,255,16,53,138,47,17,39,53,30,25,20,22,165,35,120,Faces_easy
14,10,29,95,255,18,39,119,50,16,26,53,23,16,18,14,108,30,90,Faces_easy
3,4,35,100,255,5,58,84,8,17,26,10,32,20,21,16,40,41,135,Faces_easy
3,8,29,88,255,11,56,87,14,11,28,25,28,14,17,17,44,39,127,Faces_easy
16,6,30,81,255,18,43,101,21,21,38,33,31,19,19,12,101,42,104,Faces_easy
2,1,28,96,255,5,41,86,9,20,28,8,31,24,29,25,35,36,106,Faces_easy
1,1,33,86,255,1,47,89,3,21,34,4,29,20,24,17,35,41,118,Faces_easy
28,9,28,211,237,21,47,231,39,15,28,54,22,23,17,40,180,44,98,Faces_easy
10,5,30,87,255,17,41,92,17,12,31,19,30,16,18,16,47,34,131,Faces_easy
13,15,48,143,255,14,54,168,33,19,31,34,29,21,24,19,144,47,97,Faces_easy
28,8,31,59,255,19,36,73,23,17,30,47,27,25,18,10,65,44,94,Faces_easy
6,10,27,55,255,11,42,63,28,13,30,33,23,17,14,9,42,36,128,Faces_easy
21,20,27,125,255,22,44,157,48,13,32,58,25,17,15,19,163,40,99,Faces_easy
4,4,18,75,255,5,31,78,5,9,15,12,11,9,11,10,39,25,104,Faces_easy
7,4,35,113,255,3,46,121,10,19,29,11,26,24,23,18,102,35,98,Faces_easy
41,7,33,118,255,10,52,137,14,19,32,18,37,25,23,21,136,40,109,Faces_easy
9,15,34,77,255,13,53,91,23,19,33,34,31,22,26,20,57,39,130,Faces_easy
7,10,42,128,255,7,57,135,59,17,37,63,25,22,20,22,99,48,104,Faces_easy
7,4,47,124,255,7,53,128,14,21,35,17,31,26,23,13,86,51,111,Faces_easy
3,4,33,103,255,4,46,88,6,20,37,7,37,21,29,19,32,43,110,Faces_easy
51,39,36,141,255,31,60,127,54,24,38,74,31,32,23,15,134,51,98,Faces_easy
19,10,31,99,255,16,43,133,57,11,25,78,23,16,18,15,139,31,132,Faces_easy
19,18,35,130,255,16,42,168,54,13,31,70,25,20,18,22,181,38,111,Faces_easy
10,5,30,92,255,14,44,117,16,14,30,31,28,17,19,17,75,42,124,Faces_easy
7,7,36,80,255,15,48,84,28,21,33,39,30,21,27,12,65,40,121,Faces_easy
32,11,38,106,255,16,53,134,14,13,27,27,25,19,18,31,136,30,140,Faces_easy
5,5,34,77,255,8,53,78,25,17,29,30,31,20,20,16,67,40,119,Faces_easy
11,13,38,106,255,16,46,152,23,17,35,32,34,22,28,28,113,37,109,Faces_easy
16,12,31,130,255,12,45,145,22,17,27,23,26,21,21,15,81,34,127,Faces_easy
22,17,42,160,255,16,58,169,24,25,40,52,28,32,21,29,150,46,95,Faces_easy
29,30,26,171,255,22,41,172,52,19,27,54,28,19,17,13,149,36,76,Faces_easy
23,5,40,93,255,8,49,101,9,19,35,17,32,23,22,14,108,46,111,Faces_easy
20,7,33,149,255,16,46,155,30,21,36,44,34,23,21,16,77,42,135,Faces_easy
15,5,31,201,255,7,50,211,12,18,30,16,27,21,20,34,224,43,99,Faces_easy
6,2,38,123,255,6,49,120,8,21,33,7,26,22,24,21,69,41,111,Faces_easy
18,11,47,102,255,13,64,113,21,19,36,17,24,24,24,27,81,51,114,Faces_easy
10,11,33,92,255,13,51,93,23,17,29,31,24,19,18,19,49,36,119,Faces_easy
28,9,41,136,255,26,65,133,41,21,33,48,37,25,22,22,112,50,92,Faces_easy
12,12,34,117,255,25,47,158,32,16,27,45,24,17,20,33,171,39,120,Faces_easy
6,3,40,104,255,4,49,116,9,16,26,19,18,14,21,17,79,33,118,Faces_easy
35,34,44,97,255,47,60,139,111,20,42,135,39,25,32,15,80,46,133,Faces_easy
1,1,41,77,255,2,48,63,2,20,33,4,29,24,30,13,33,33,126,Faces_easy
7,6,27,88,255,10,37,100,26,13,29,32,18,15,14,24,82,31,112,Faces_easy
7,11,37,102,255,11,53,121,22,17,27,42,24,19,21,18,101,33,147,Faces_easy
22,26,39,83,255,15,47,81,61,16,38,54,34,19,18,12,69,37,140,Faces_easy
9,11,29,216,251,18,52,183,29,21,38,45,31,22,28,23,121,40,114,cougar_body
87,26,46,241,130,48,45,161,146,25,41,158,38,25,21,15,146,49,48,cougar_body
151,107,32,148,72,176,44,151,219,23,30,243,35,28,30,24,131,36,94,cougar_body
0,0,50,171,132,0,65,142,8,29,40,11,39,35,33,27,85,51,79,cougar_body
214,84,36,156,130,220,63,124,156,25,31,166,28,20,17,22,120,51,86,cougar_body
13,6,5,17,131,12,12,19,11,3,10,13,6,4,4,15,19,12,43,cougar_body
52,38,43,73,255,43,61,95,68,21,32,67,34,27,16,12,92,43,136,cougar_body
84,0,45,38,112,54,48,42,16,25,40,29,37,29,23,22,38,52,76,cougar_body
94,21,39,137,176,35,55,131,87,21,30,120,33,17,27,18,101,51,104,cougar_body
15,4,26,80,255,14,42,57,13,11,28,29,26,14,18,7,34,37,127,cougar_body
15,9,15,159,255,15,19,154,25,12,28,37,22,15,22,44,94,39,71,cougar_body
11,6,22,147,255,14,34,121,22,7,22,34,15,14,11,19,73,30,71,cougar_body
12,5,43,144,251,14,57,85,33,18,35,44,31,22,21,19,34,35,126,cougar_body
10,1,40,173,231,6,63,121,13,29,44,18,37,42,26,20,59,72,84,cougar_body
52,32,38,159,213,38,45,103,54,34,71,47,52,46,41,12,52,78,75,cougar_body
7,5,16,57,255,7,21,44,13,4,13,12,10,7,9,5,18,17,95,cougar_body
162,50,26,34,64,222,39,46,108,35,47,131,50,57,25,16,35,57,54,cougar_body
12,3,18,128,231,13,17,121,16,8,17,19,11,10,11,15,84,21,67,cougar_body
71,85,40,68,255,60,65,117,131,15,36,130,39,22,23,8,187,49,126,cougar_body
15,12,26,84,255,18,38,83,25,9,21,43,16,17,12,16,93,28,119,cougar_body
17,3,26,255,220,16,42,185,22,10,32,35,28,19,22,41,108,45,109,cougar_body
52,35,32,85,176,54,50,78,81,32,49,56,45,46,30,13,51,54,82,cougar_body
16,7,43,67,255,15,49,79,28,21,29,22,34,20,20,12,23,44,115,cougar_body
12,5,32,85,255,11,47,58,26,13,29,31,24,16,25,23,13,37,105,cougar_body
82,10,37,237,189,48,52,148,31,16,32,70,27,30,18,9,49,35,56,cougar_body
28,12,30,125,209,26,40,140,41,13,26,78,20,16,20,22,85,39,111,cougar_body
126,53,36,179,216,95,70,158,84,16,37,94,32,28,21,30,111,63,128,cougar_body
129,118,51,9,53,127,64,13,206,18,26,239,34,29,18,3,26,47,95,cougar_body
99,55,32,132,213,80,41,100,76,46,69,77,72,45,41,11,36,77,55,cougar_body
151,69,35,31,9,101,45,38,150,26,40,124,38,30,34,28,55,47,93,cougar_body
82,61,40,23,23,79,57,25,80,33,35,55,42,58,18,9,32,43,49,cougar_body
8,2,29,84,255,4,34,78,9,11,20,16,23,12,14,4,25,28,80,cougar_body
43,45,46,109,99,59,55,104,98,34,52,97,48,55,35,76,103,55,97,cougar_body
22,5,32,147,231,22,50,82,28,14,27,33,24,19,15,13,125,42,97,cougar_body
28,3,42,112,248,7,59,119,29,22,53,58,43,30,27,8,57,61,104,cougar_body
36,19,34,91,255,31,48,140,63,20,29,74,32,13,22,13,69,42,115,cougar_body
7,0,37,147,104,5,46,128,4,19,33,34,26,28,22,25,77,37,63,cougar_body
131,58,39,41,78,127,50,30,235,20,40,255,36,32,25,14,52,43,93,cougar_body
40,7,17,255,207,37,20,227,36,13,20,36,15,15,13,16,138,23,67,cougar_body
43,7,40,126,254,28,42,108,24,19,34,37,32,33,21,14,55,46,78,cougar_body
25,27,24,43,255,48,29,42,65,12,19,86,19,13,12,4,32,32,118,cougar_body
34,28,28,69,255,37,35,51,77,11,21,85,21,15,14,12,29,31,123,cougar_body
199,74,33,123,93,142,50,106,213,27,39,231,42,36,32,16,72,51,68,cougar_body
8,12,29,111,255,15,48,58,16,7,14,24,13,10,12,9,30,21,150,cougar_body
9,1,22,74,238,4,29,76,6,12,18,15,17,15,16,7,41,30,100,cougar_body
120,50,43,104,122,81,58,113,102,25,35,128,32,22,27,41,170,61,96,cougar_body
21,1,39,230,107,5,52,144,7,20,38,5,28,28,20,28,90,40,81,cougar_body
9,8,7,7,135,15,12,5,13,4,6,12,6,5,4,1,2,6,44,cellphone
9,11,34,143,250,12,41,90,23,17,25,19,26,19,28,21,10,34,124,cellphone
9,9,6,14,145,12,10,9,21,3,9,17,6,5,5,7,5,9,52,cellphone
14,12,9,9,141,19,14,8,32,4,10,28,7,10,5,4,5,12,52,cellphone
7,5,12,23,154,10,24,16,20,7,9,17,10,12,8,2,10,10,58,cellphone
8,7,10,17,190,9,14,26,17,5,12,28,7,8,7,6,25,15,55,cellphone
43,33,32,41,142,52,49,41,54,9,32,68,20,17,17,28,55,38,106,cellphone
18,14,30,120,214,31,40,83,61,4,7,41,8,8,5,6,20,10,80,cellphone
22,41,41,60,243,49,54,48,71,35,55,71,50,55,21,11,25,69,93,cellphone
26,70,53,22,164,51,51,21,70,29,36,54,44,37,32,16,14,74,103,cellphone
4,4,8,10,143,10,11,9,17,1,4,15,3,4,3,2,5,8,49,cellphone
10,4,7,23,142,14,16,20,21,4,10,25,8,9,6,10,19,10,47,cellphone
6,6,11,20,148,10,12,13,19,3,8,16,5,4,5,4,5,7,54,cellphone
12,5,13,7,140,10,21,6,17,5,6,13,4,4,4,2,5,7,57,cellphone
11,8,14,10,145,9,17,7,17,5,10,11,8,5,6,1,6,12,62,cellphone
29,18,39,119,255,44,60,91,48,11,21,60,14,14,11,47,35,34,122,cellphone
12,5,18,42,194,16,29,29,30,9,10,31,14,13,10,3,10,16,55,cellphone
12,5,9,14,157,13,19,11,17,5,12,19,9,11,4,4,8,14,46,cellphone
6,5,14,19,153,7,16,11,28,5,8,16,8,7,7,3,4,9,56,cellphone
18,23,26,70,255,22,43,33,55,17,29,49,25,26,15,10,11,44,62,cellphone
24,10,31,128,224,19,53,83,36,24,31,50,21,20,20,31,26,48,94,cellphone
17,12,14,110,255,30,18,55,37,4,8,35,7,6,10,13,19,9,72,cellphone
10,5,10,16,142,13,15,11,17,6,9,16,8,6,5,4,7,11,54,cellphone
24,22,16,85,255,30,39,73,56,17,27,63,24,26,14,6,43,36,53,cellphone
12,8,10,4,131,12,14,8,20,8,11,16,12,16,7,2,8,13,52,cellphone
38,36,33,53,255,43,57,48,77,30,52,61,48,49,34,18,32,65,105,cellphone
19,10,13,20,142,23,23,15,28,8,15,28,11,9,13,24,13,25,62,cellphone
15,12,44,149,242,28,70,101,55,14,35,60,22,22,13,39,42,42,115,cellphone
12,23,21,34,255,20,35,37,30,11,19,30,12,17,9,8,19,27,84,cellphone
11,12,11,10,139,13,13,11,25,6,10,16,5,3,8,9,6,11,60,cellphone
15,10,5,111,255,17,9,71,32,1,3,37,2,2,3,3,20,3,43,cellphone
7,7,11,16,172,11,17,14,17,5,8,14,8,8,5,3,5,13,51,cellphone
54,43,38,18,147,70,46,14,85,5,12,73,7,7,7,6,4,21,74,cellphone
87,82,34,35,146,74,54,28,188,34,34,171,31,32,24,12,25,42,95,cellphone
72,51,42,51,255,97,59,30,104,29,41,103,34,41,22,15,22,57,119,cellphone
34,17,30,101,236,43,51,86,106,21,38,86,28,38,23,18,88,54,83,cellphone
11,8,33,82,255,10,44,45,14,16,26,11,28,27,15,8,9,36,63,cellphone
10,12,13,9,135,13,12,9,25,3,6,22,4,5,3,3,5,7,52,cellphone
40,20,30,105,255,45,40,102,61,16,28,70,25,19,21,10,75,42,96,cellphone
18,11,32,21,255,19,31,24,28,9,19,30,20,20,11,3,5,26,109,cellphone
9,11,20,7,255,21,31,10,18,9,18,29,13,10,12,7,9,29,62,cellphone
21,26,15,87,255,31,36,54,51,16,36,65,26,19,17,11,29,37,64,cellphone
16,12,17,87,193,21,22,41,59,3,6,46,4,5,4,4,11,6,61,cellphone
12,10,11,16,155,15,13,8,22,5,11,22,7,7,8,6,5,13,49,cellphone
34,32,20,72,255,37,23,73,57,9,16,84,14,20,11,18,24,27,73,cellphone
11,11,12,14,142,11,21,10,20,7,9,15,6,6,8,2,7,12,56,cellphone
11,6,9,43,171,16,12,30,34,6,8,29,10,6,9,6,14,13,53,cellphone
11,8,21,106,255,24,35,84,38,15,18,42,21,17,17,15,21,32,67,cellphone
32,42,28,42,235,41,39,31,72,20,26,64,30,22,19,8,22,36,88,cellphone
27,7,27,140,255,21,49,140,62,12,35,83,25,18,19,40,96,42,110,cellphone
15,11,41,127,249,21,69,55,49,28,39,61,33,33,32,26,10,49,129,cellphone
8,4,7,15,171,10,11,11,11,4,9,14,5,4,5,4,5,10,50,cellphone
13,8,22,43,144,12,23,44,33,0,0,21,0,0,0,0,9,0,50,cellphone
35,24,27,69,198,43,42,44,83,16,26,64,28,28,16,6,27,34,88,cellphone
8,7,15,25,188,18,25,14,23,10,12,30,14,13,6,3,9,23,61,cellphone
9,7,15,7,138,14,12,9,12,3,8,17,7,6,4,2,4,10,54,cellphone
6,3,7,21,162,6,12,13,9,4,4,16,6,3,3,3,5,8,53,cellphone
17,11,29,91,255,18,39,59,28,11,34,33,21,16,15,18,27,37,105,cellphone
7,8,3,4,136,8,6,2,13,1,2,11,1,1,1,2,2,2,42,cellphone
28,3,14,242,225,13,29,197,15,7,11,24,8,3,11,25,108,16,97,dalmatian
12,1,36,140,255,7,57,116,4,24,37,13,34,33,23,16,53,38,80,dalmatian
7,4,33,160,234,9,38,101,12,13,29,21,32,20,21,34,27,40,130,dalmatian
8,1,48,115,229,7,74,71,9,27,37,9,30,30,25,13,29,52,125,dalmatian
9,7,41,122,255,20,50,90,15,19,27,19,31,23,21,18,29,39,99,dalmatian
25,11,39,88,166,12,57,55,47,23,53,64,41,33,29,18,33,56,104,dalmatian
53,16,15,170,243,45,22,162,61,9,17,75,14,12,11,11,79,18,83,dalmatian
74,17,25,129,235,65,42,107,60,21,30,77,32,33,20,10,73,47,74,dalmatian
18,16,32,104,255,16,56,68,25,19,27,47,25,24,23,20,46,43,157,dalmatian
7,4,26,103,255,7,34,66,18,7,19,18,22,14,11,10,22,29,100,dalmatian
3,1,38,93,255,3,48,56,6,15,31,12,25,15,22,22,26,45,138,dalmatian
12,9,40,92,208,6,58,99,22,20,28,31,21,11,25,19,66,40,143,dalmatian
109,18,48,198,192,65,57,203,89,25,39,117,37,35,23,36,86,48,111,dalmatian
4,4,34,70,255,4,47,39,5,11,29,13,27,23,21,14,44,41,108,dalmatian
215,84,57,45,102,255,76,38,181,51,70,189,64,85,39,8,63,60,76,dalmatian
201,4,56,34,53,198,71,42,137,46,61,210,60,56,44,15,22,68,89,dalmatian
17,8,46,95,225,18,47,59,15,13,24,34,25,22,12,8,31,40,83,dalmatian
7,0,47,255,183,4,66,196,15,19,49,18,27,34,22,24,82,55,112,dalmatian
62,3,39,217,162,23,57,138,11,16,35,39,33,30,21,17,93,45,105,dalmatian
28,3,20,62,255,18,34,38,14,9,17,24,14,15,13,10,23,29,91,dalmatian
13,3,26,116,255,10,47,74,29,20,31,38,21,14,23,28,60,47,107,dalmatian
72,38,46,73,206,85,52,45,78,40,78,105,69,63,33,14,30,71,111,dalmatian
1,1,40,111,255,1,55,60,4,10,25,7,25,19,15,8,29,33,104,dalmatian
66,15,43,125,255,74,62,107,81,31,53,105,41,28,34,22,66,55,139,dalmatian
4,0,9,15,174,4,9,10,5,3,11,8,7,6,6,1,4,11,44,dalmatian
8,8,12,124,210,13,15,129,24,4,13,24,11,4,10,8,48,13,77,dalmatian
19,12,15,29,171,14,22,30,35,8,16,40,12,11,9,8,25,20,88,dalmatian
31,5,43,108,255,24,53,96,45,15,26,89,31,22,20,10,45,43,136,dalmatian
4,3,29,185,181,4,40,117,18,9,17,22,12,16,11,45,13,24,113,dalmatian
3,2,34,72,255,4,48,60,6,18,30,8,28,19,21,13,15,37,123,dalmatian
