@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns4' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns9' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns16' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns31' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns76' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns81' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns112' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns117' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns153' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns160' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns214' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns215' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns220' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns224' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns252' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns295' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns304' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns309' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns323' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns325' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns327' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns328' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns355' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns359' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns363' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns387' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns397' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns398' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns399' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns400' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns405' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns427' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns435' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns436' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns440' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns441' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns471' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns472' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns504' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns512' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns513' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns535' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns540' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns541' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns543' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns549' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns585' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns597' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns615' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns628' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns657' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns664' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns711' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns728' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns729' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns736' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns755' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
2,8,1,7,1,6,1,9,0,1,7,0,0,8,15,3,0,0,0,0,2,0,4,0,3,0,3,10,15,12,4,11,1,2,1,4,15,0,1,8,15,9,15,1,2,11,15,3,1,2,1,2,9,1,4,3,0,0,0,0,ewer
3,7,1,7,2,6,1,7,1,1,10,10,9,13,15,10,3,7,1,12,11,3,6,1,15,3,4,11,15,8,2,6,1,3,1,6,10,0,4,6,10,10,8,1,3,10,15,2,1,0,1,3,11,1,6,0,0,0,0,0,ewer
2,3,1,4,3,3,1,2,1,1,4,15,11,8,9,6,2,11,1,10,13,3,1,4,13,2,5,7,12,1,2,1,0,2,2,1,1,2,2,1,1,9,13,1,2,6,11,2,1,1,1,3,0,0,9,9,10,1,12,10,ewer
2,6,2,7,2,6,3,5,2,2,7,12,11,5,2,2,0,4,1,11,11,1,3,0,5,1,7,14,15,4,3,3,2,3,3,8,13,2,0,5,1,13,15,4,2,15,15,3,3,1,2,0,0,1,5,1,9,2,7,15,ewer
4,4,1,4,4,4,1,3,1,1,4,12,15,0,3,14,0,1,3,8,13,5,4,3,12,4,3,12,15,4,4,3,0,2,2,3,8,1,4,5,9,15,4,1,3,12,11,3,1,2,2,6,3,0,8,2,2,1,1,11,ewer
2,7,1,10,2,8,1,8,1,1,9,0,0,0,0,0,0,4,0,8,15,2,7,4,8,0,4,7,15,7,3,9,1,3,1,6,15,1,1,10,15,8,13,0,1,8,8,2,0,1,2,0,0,0,0,0,5,0,10,10,ewer
0,5,0,7,0,4,0,5,0,0,6,5,3,1,15,0,0,8,0,3,10,0,8,0,5,0,2,5,11,5,0,5,0,1,1,5,15,0,0,6,15,5,15,0,0,0,0,0,0,0,0,0,13,0,7,1,15,0,8,3,ewer
1,5,1,4,1,3,1,7,1,1,4,6,9,0,0,7,0,11,0,2,15,1,5,0,7,0,4,7,13,9,2,10,1,1,1,4,8,0,1,6,5,4,4,2,0,7,15,1,1,1,0,0,0,0,0,0,15,0,0,0,ewer
0,6,0,8,0,6,0,5,0,0,7,0,0,3,12,0,0,5,0,0,10,1,10,1,7,0,3,7,15,5,0,11,0,0,0,5,15,0,0,8,15,4,15,1,1,2,6,0,0,0,0,0,0,0,9,5,15,0,11,1,ewer
0,7,0,10,0,8,0,6,1,1,9,6,0,2,15,0,1,6,0,1,5,1,10,1,3,0,5,1,4,3,0,7,0,0,0,7,15,1,0,6,15,4,15,1,1,2,3,0,0,1,1,0,8,2,9,1,15,1,10,5,ewer
0,5,0,8,0,4,0,6,0,0,8,4,5,3,15,0,0,9,0,1,14,3,10,2,4,1,3,1,3,3,0,7,0,0,0,4,15,0,0,4,15,2,15,0,0,6,10,1,1,0,0,0,6,0,5,3,15,0,5,1,ewer
2,8,2,8,2,7,2,8,1,2,7,6,15,8,0,8,0,0,0,0,15,1,10,2,10,1,6,12,15,9,2,8,1,2,1,9,9,1,1,5,5,10,8,1,2,10,15,2,1,2,1,2,7,0,7,1,0,0,0,0,ewer
0,8,0,9,0,7,0,7,0,0,9,0,0,7,15,0,0,6,0,2,7,0,15,0,1,0,4,4,6,8,0,10,0,0,0,8,15,1,0,6,15,3,15,0,0,2,5,0,0,1,0,0,9,0,4,5,15,0,7,2,ewer
0,6,0,9,0,6,1,7,1,0,10,2,4,0,0,3,0,4,0,3,4,0,4,0,1,0,7,8,11,5,1,6,0,1,2,9,15,1,0,6,15,7,15,4,0,3,6,0,0,0,1,0,11,0,5,5,12,1,9,4,ewer
1,9,1,10,0,10,1,9,1,1,9,0,0,0,8,11,0,9,0,1,15,1,7,1,8,0,4,2,7,2,0,6,1,0,0,10,15,1,1,10,15,7,8,1,1,7,15,1,2,2,1,1,8,0,3,1,15,0,2,8,ewer
0,7,0,8,0,7,0,8,1,0,8,0,0,0,0,0,0,0,0,0,11,2,4,1,13,0,4,3,7,3,0,7,0,0,0,10,15,1,0,5,15,7,15,1,0,3,5,0,0,0,0,0,0,0,4,0,0,0,0,0,ewer
0,4,1,6,0,5,0,3,0,1,7,0,0,0,0,1,0,1,0,0,5,0,3,0,2,0,3,1,5,0,0,3,1,0,0,2,15,0,0,6,15,2,15,0,0,2,7,0,3,1,0,0,0,1,0,2,15,0,2,4,ewer
0,7,1,9,0,6,0,6,1,1,11,0,0,0,0,3,1,4,1,0,7,0,8,1,4,1,8,4,11,6,1,7,2,0,0,6,15,0,0,7,15,4,15,1,1,6,12,1,2,0,1,0,3,0,5,5,15,0,4,11,ewer
0,6,0,8,0,7,0,6,0,0,9,6,2,4,15,2,0,7,0,1,3,0,3,0,1,0,2,3,5,4,0,6,0,0,0,4,15,1,0,8,15,2,15,0,0,4,5,0,0,0,1,0,8,1,8,0,15,0,6,0,ewer
2,5,4,7,2,5,5,3,3,7,6,14,15,0,0,6,0,6,0,14,12,3,6,1,14,3,5,11,15,3,4,4,2,4,1,4,11,7,0,5,7,12,11,1,3,12,15,3,1,8,0,1,11,8,10,2,0,15,3,15,ewer
1,6,2,6,1,7,2,6,2,1,7,15,10,4,5,9,0,4,0,14,12,1,6,1,15,2,4,10,11,5,2,5,2,3,1,5,10,5,1,10,9,10,13,4,1,11,14,3,0,2,0,1,8,2,3,5,6,0,2,15,ewer
3,7,1,8,3,8,1,6,1,1,7,0,0,13,9,8,1,10,4,5,15,0,8,0,4,2,9,13,12,4,5,5,1,4,2,5,11,1,2,10,15,11,11,1,3,11,11,2,1,0,1,0,7,0,7,10,7,0,6,9,ewer
0,5,1,7,0,4,0,5,1,0,6,11,6,3,7,5,0,12,0,6,2,0,2,0,2,0,9,6,14,4,1,6,2,1,0,2,15,1,2,4,15,6,15,0,0,5,10,0,0,0,0,0,10,0,4,3,0,0,0,0,ewer
2,3,2,3,1,3,2,4,2,2,2,0,0,1,2,13,0,0,0,0,15,0,2,1,9,2,3,12,15,3,2,4,2,2,3,3,4,1,4,5,5,11,3,2,1,15,15,1,2,0,0,1,5,1,2,2,0,0,0,0,ewer
0,5,0,6,0,5,0,4,1,0,5,0,0,5,15,3,0,3,0,0,8,0,6,0,2,0,2,5,8,5,1,7,1,0,0,3,15,1,0,6,15,2,15,0,0,0,1,0,0,1,0,0,0,0,5,4,15,0,4,2,ewer
1,5,1,6,0,11,1,5,1,0,4,11,13,6,14,6,0,6,0,4,15,0,13,2,11,1,3,8,15,7,2,7,2,2,0,5,15,1,2,15,9,7,15,1,0,3,7,0,0,0,0,1,8,1,5,2,15,0,3,2,ewer
2,8,1,8,1,8,1,8,0,1,8,0,0,0,0,0,0,0,0,0,9,2,6,1,9,1,3,13,15,8,2,11,1,2,0,6,15,0,1,9,8,15,11,1,2,13,15,2,0,1,1,0,9,2,4,0,15,0,9,0,ewer
0,4,0,6,0,4,0,6,0,1,6,6,4,0,6,1,0,7,0,5,7,0,4,0,2,0,1,2,9,13,2,6,2,0,0,8,15,0,0,11,15,1,15,0,0,4,9,0,2,1,0,0,5,1,4,0,12,1,8,11,ewer
1,8,0,9,1,11,1,6,0,0,9,6,15,7,15,0,0,9,0,5,9,2,10,2,13,0,3,1,5,5,0,4,0,1,1,11,15,0,2,11,13,10,13,0,4,12,15,5,1,0,1,1,7,1,10,0,15,0,9,6,ewer
0,6,0,8,0,7,0,6,0,0,9,4,0,6,3,2,0,10,0,1,4,0,6,0,2,0,6,3,6,3,0,6,0,0,0,5,15,0,0,6,15,3,15,0,0,1,4,0,0,0,0,0,7,0,8,3,10,0,11,9,ewer
3,5,1,6,3,6,1,5,2,1,7,13,14,3,10,9,0,15,4,4,8,1,8,1,6,2,5,13,14,4,5,4,2,4,3,7,9,3,2,6,11,12,6,2,3,14,14,4,1,1,2,2,6,2,9,9,0,0,0,0,ewer
2,5,3,5,1,5,3,4,6,4,6,8,15,8,11,11,0,3,0,12,15,2,4,0,12,1,5,9,15,10,3,4,0,1,0,3,9,4,2,6,9,7,8,2,0,15,14,4,3,2,0,1,4,4,6,3,4,6,3,14,ewer
0,5,0,6,0,6,0,5,0,0,7,1,1,0,15,0,2,13,0,0,3,0,3,0,2,0,4,2,3,3,0,6,0,0,0,4,15,0,1,7,15,3,15,0,0,2,4,0,0,1,0,0,0,0,4,1,15,0,13,0,ewer
3,4,2,4,3,3,2,4,1,2,4,11,15,0,0,0,1,3,1,15,15,2,4,5,13,1,1,10,10,3,3,3,1,3,4,5,5,1,3,3,7,10,4,3,4,10,14,3,1,3,1,0,0,1,5,6,3,1,2,11,ewer
3,8,1,7,2,7,1,7,1,1,8,0,15,0,3,10,3,9,0,9,15,1,4,1,8,2,8,11,15,11,1,6,2,2,3,10,13,1,1,6,8,13,15,1,1,12,14,2,1,1,2,2,5,1,2,7,5,1,1,15,ewer
0,5,0,5,0,5,0,6,0,0,6,5,4,0,0,0,0,0,0,2,4,0,3,0,2,0,3,5,10,4,0,6,0,0,0,8,15,1,1,7,15,3,15,0,0,3,8,0,0,1,1,0,4,0,4,1,15,0,3,0,ewer
1,5,2,6,1,8,2,4,2,2,5,15,10,3,5,11,3,15,0,9,15,1,4,0,8,1,4,9,15,4,0,4,3,0,1,4,15,0,1,7,15,8,10,3,0,7,15,0,2,1,0,2,8,1,6,2,0,15,0,0,ewer
2,5,3,7,2,5,4,5,3,2,7,4,6,2,3,5,0,0,0,0,15,1,10,0,15,2,7,13,15,6,2,6,2,3,2,5,8,1,2,6,12,15,9,2,3,14,15,3,2,1,0,0,10,1,5,4,0,0,5,10,ewer
2,6,1,9,1,6,0,5,1,1,8,15,15,5,15,0,0,4,3,15,5,2,7,3,15,0,7,3,6,3,0,3,0,1,0,5,15,1,4,8,15,5,12,2,2,3,3,0,0,1,3,1,5,0,3,4,13,4,4,3,ewer
0,9,0,10,0,8,1,10,0,1,10,1,2,0,0,2,0,10,0,0,6,0,7,0,2,0,4,7,10,8,0,12,1,0,0,10,15,0,0,8,15,2,15,1,0,4,9,1,1,2,1,0,8,1,8,4,15,0,15,6,ewer
0,5,0,6,0,3,0,7,0,0,6,1,3,0,0,1,3,6,0,0,3,0,3,0,1,0,2,2,5,4,0,9,0,0,0,5,15,1,0,3,15,0,15,0,0,3,9,0,0,0,0,0,15,0,3,1,0,0,0,0,ewer
0,4,1,7,0,6,1,2,0,1,6,8,0,3,15,0,0,1,5,4,6,0,5,0,2,1,4,1,4,1,0,3,1,0,0,1,15,0,0,6,15,4,15,1,0,1,6,0,1,0,0,0,4,1,8,1,15,0,11,4,ewer
0,7,0,9,0,6,0,7,1,0,10,8,7,1,15,0,1,5,0,0,1,0,4,0,3,0,4,4,7,6,0,9,0,0,0,4,15,0,0,7,15,0,15,0,0,4,7,0,0,0,0,0,12,1,2,6,6,0,15,0,ewer
3,5,2,6,4,4,2,5,1,2,6,9,11,4,15,10,0,12,0,4,15,5,9,6,14,3,6,13,14,4,3,5,2,5,3,6,8,1,4,6,11,15,10,2,4,13,12,3,2,0,1,1,5,0,5,5,15,0,5,0,ewer
0,3,3,5,0,5,2,3,2,4,1,4,6,3,15,4,1,1,3,9,7,0,5,1,3,0,2,3,15,2,0,3,2,0,0,4,9,2,0,7,15,6,3,1,0,5,15,0,4,2,1,0,6,1,5,1,10,3,0,15,ewer
0,4,0,5,0,8,0,2,0,1,7,7,2,0,0,0,0,10,0,0,3,0,2,0,2,1,2,2,6,1,0,2,0,0,0,3,15,2,0,12,8,5,15,0,1,6,14,0,0,7,0,0,0,0,0,0,0,0,0,15,ewer
0,6,1,7,0,4,1,5,1,1,8,10,5,0,0,4,0,5,0,3,15,2,8,2,14,0,4,3,15,4,1,7,2,1,0,6,15,1,2,4,15,4,15,0,0,4,11,0,1,2,1,0,0,0,0,1,15,0,11,8,ewer
0,7,1,8,0,9,1,7,1,1,8,4,2,9,15,3,0,6,0,6,8,1,9,1,8,0,4,4,8,6,0,8,0,0,0,7,15,2,1,8,15,4,15,0,0,3,7,0,0,1,0,0,9,0,12,6,15,1,9,4,buddha
0,7,0,7,0,5,0,8,0,0,7,0,0,0,0,1,0,11,1,14,9,0,15,2,4,0,2,2,4,1,0,9,0,0,1,11,15,0,0,12,9,1,15,0,0,3,5,0,0,8,0,0,0,0,0,6,11,0,15,3,buddha
1,9,1,8,1,8,0,8,1,1,9,0,0,1,15,1,0,11,0,9,14,2,11,2,13,1,5,3,9,6,1,10,0,0,0,6,12,2,1,7,15,10,14,1,3,8,15,1,0,2,0,0,0,0,10,4,15,1,9,10,buddha
2,9,2,9,2,12,1,9,3,3,6,15,12,1,5,10,0,9,1,11,15,2,13,1,8,1,8,12,15,6,2,8,2,2,2,6,5,2,0,9,15,10,9,2,2,10,15,2,1,5,1,1,14,0,10,4,4,2,5,12,buddha
2,8,2,8,1,7,1,9,2,3,8,13,11,9,13,15,0,8,0,11,15,4,14,2,11,3,7,12,15,8,2,11,1,2,1,7,13,4,3,7,8,10,10,1,1,12,15,1,2,3,1,2,6,1,6,6,7,4,8,8,buddha
2,5,1,5,2,4,1,3,2,1,5,14,15,9,4,5,0,9,1,15,14,3,5,3,15,1,5,12,15,4,1,3,2,1,1,3,4,2,1,7,11,13,6,1,1,12,15,2,1,2,2,0,0,3,3,2,12,1,7,15,buddha
0,10,1,12,0,12,1,9,2,2,11,11,9,13,15,7,0,11,1,10,13,1,11,1,10,1,10,7,10,9,0,8,1,0,0,5,12,2,0,13,14,4,15,1,0,7,14,0,1,3,1,1,12,1,13,6,13,2,2,0,buddha
1,11,1,14,1,14,0,10,1,2,12,9,5,13,15,3,1,14,1,6,15,1,15,0,10,1,10,5,9,6,0,9,0,1,2,8,13,2,1,15,15,7,15,0,0,8,14,1,2,2,1,0,10,0,4,6,9,3,11,12,buddha
1,11,1,14,1,13,1,10,1,2,14,12,11,11,8,5,0,13,0,8,10,0,12,1,9,0,6,2,7,3,0,6,1,0,1,10,15,1,1,13,15,6,15,1,1,2,6,0,2,3,1,1,11,2,11,8,13,3,14,11,buddha
1,9,0,12,0,9,0,8,0,1,13,0,0,0,0,3,0,10,0,4,8,1,7,0,5,0,7,9,11,8,1,9,1,1,0,9,15,0,0,10,15,6,15,0,1,6,6,0,0,2,0,0,0,0,3,5,15,1,15,6,buddha
0,10,1,10,0,10,2,10,2,2,10,0,0,0,0,5,1,11,0,3,10,0,14,0,7,0,4,6,11,7,0,11,1,0,0,10,15,4,1,10,15,5,15,2,0,7,11,0,1,3,1,0,0,0,0,4,15,0,11,3,buddha
3,3,1,4,3,4,1,3,1,2,4,15,13,4,5,6,1,5,3,12,12,2,3,2,12,2,4,11,13,5,3,3,1,4,3,3,4,2,3,3,3,11,3,1,3,11,12,3,1,1,3,2,8,3,8,5,5,3,4,15,buddha
3,3,3,3,3,3,2,3,3,4,3,11,14,2,2,14,1,1,1,15,15,2,3,4,15,3,3,15,15,4,3,3,1,3,2,2,1,4,5,3,3,15,3,1,4,13,15,4,3,5,1,2,2,1,3,4,1,4,2,11,buddha
3,6,2,7,3,5,2,8,1,2,7,15,14,3,4,10,1,7,1,9,14,2,3,3,13,1,4,2,4,2,0,4,0,0,1,9,15,1,3,4,9,3,15,0,1,7,15,1,2,2,1,5,5,3,4,4,12,3,8,13,buddha
0,8,0,8,0,8,1,7,0,1,8,0,0,0,0,0,0,2,0,1,6,0,15,1,2,1,5,5,8,4,0,8,0,0,0,7,15,0,1,12,15,3,15,1,0,8,11,1,1,1,0,0,0,0,3,4,15,0,6,5,buddha
1,7,1,8,1,7,1,5,0,1,8,13,15,3,15,0,0,0,0,15,3,0,3,1,9,1,5,9,15,4,1,6,0,0,0,4,15,0,2,6,15,5,15,2,0,6,12,1,1,1,2,0,0,0,0,5,15,2,6,11,buddha
2,7,2,9,1,7,1,7,2,2,7,8,15,2,15,0,0,10,1,5,15,2,10,3,15,0,6,7,15,6,1,5,2,0,1,5,9,3,2,7,8,7,11,1,1,8,15,1,2,2,1,0,0,0,4,3,15,2,9,12,buddha
2,6,2,6,2,6,1,7,2,3,5,14,15,4,5,15,1,5,2,13,13,1,7,3,10,1,5,12,15,10,2,8,2,3,2,8,9,2,5,11,15,10,13,1,1,12,15,3,2,4,1,1,6,3,3,4,7,2,6,14,buddha
1,7,2,7,1,6,2,9,2,1,10,15,15,2,4,11,3,4,0,8,15,2,8,1,15,1,5,15,15,8,1,13,2,1,3,10,8,1,1,6,4,11,6,0,2,9,14,2,1,0,3,0,3,4,8,6,11,3,9,10,buddha
0,10,1,12,0,12,1,8,0,1,12,6,10,12,11,6,0,9,0,5,15,1,15,2,9,0,6,4,11,5,0,7,1,0,0,7,15,1,1,11,12,2,15,0,0,5,11,1,1,1,1,1,12,1,12,9,15,1,13,3,buddha
0,11,1,15,1,10,1,11,1,1,15,5,5,12,11,5,0,15,0,3,6,0,10,0,4,0,9,3,4,8,1,10,1,0,0,8,15,1,0,9,15,6,15,1,0,6,7,0,0,0,1,1,15,1,15,12,13,1,15,6,buddha
2,6,2,6,2,3,1,5,2,2,5,15,13,6,9,6,2,7,1,13,15,2,6,1,14,2,8,11,15,6,1,4,3,1,1,5,11,3,1,6,9,6,11,2,1,6,10,0,1,1,2,0,8,0,6,0,5,2,5,3,buddha
3,8,1,7,2,8,2,8,1,1,8,0,0,0,0,11,0,3,1,13,15,3,6,2,7,3,7,10,15,7,3,10,1,0,0,6,5,0,5,9,8,13,5,2,4,11,15,2,1,1,0,0,0,0,0,6,3,2,6,10,buddha
4,3,2,3,4,2,1,4,2,2,3,14,13,2,1,15,2,5,2,15,11,3,0,5,14,4,5,14,15,4,3,5,3,3,3,4,5,3,4,1,1,15,2,1,4,15,15,4,2,1,1,2,0,1,0,3,2,3,4,15,buddha
1,9,1,9,1,5,0,11,2,1,9,6,2,1,15,4,0,8,1,3,12,1,8,1,10,2,10,12,15,10,2,8,1,2,2,10,11,2,1,5,15,8,15,1,1,10,12,1,1,1,2,0,5,0,8,0,15,0,9,1,buddha
1,12,2,12,1,13,1,12,2,2,11,0,0,3,15,6,1,14,1,14,10,1,6,1,15,0,11,12,15,9,1,11,3,1,1,11,12,3,0,8,15,5,15,1,1,9,15,2,2,1,1,0,0,1,9,11,10,2,10,11,buddha
1,8,2,8,1,6,2,9,1,2,9,0,0,0,0,2,0,8,0,5,10,0,4,1,11,1,4,8,15,5,1,7,3,1,1,8,14,0,1,5,7,9,15,2,0,9,15,1,2,3,1,0,0,0,0,7,15,1,10,9,buddha
0,8,1,9,0,8,0,7,1,1,8,0,0,0,0,6,0,10,0,1,15,2,11,0,10,0,3,3,6,3,0,5,1,1,1,12,14,0,1,7,15,1,15,0,0,2,6,0,1,1,1,0,0,0,0,2,15,0,14,13,buddha
1,10,0,9,1,10,0,13,1,0,8,0,0,0,0,5,0,5,0,0,15,1,4,3,3,1,7,11,14,11,2,13,1,2,1,10,15,0,2,8,15,6,15,0,1,8,11,1,0,0,1,0,0,0,0,7,15,0,6,5,buddha
4,7,2,6,4,8,1,5,2,2,7,0,0,7,8,11,1,3,2,7,13,3,8,2,14,3,8,13,15,7,5,6,2,4,3,5,2,2,4,10,8,13,7,2,4,15,15,5,2,2,2,0,0,2,9,7,3,0,4,10,buddha
0,12,1,10,0,10,0,13,1,1,10,0,0,0,0,9,0,9,0,4,15,2,15,1,10,1,6,5,10,7,1,13,1,0,1,14,15,1,0,10,9,3,15,0,0,7,13,1,1,1,0,0,0,0,0,4,15,0,10,7,buddha
4,3,2,3,4,3,2,4,2,1,3,15,13,2,3,14,1,3,1,14,15,5,2,4,14,3,5,14,14,4,5,4,2,5,3,4,4,3,5,3,2,14,2,2,3,12,15,5,1,2,2,4,3,1,4,4,3,2,3,15,buddha
2,7,2,7,2,9,0,6,2,2,7,0,0,1,10,8,1,6,1,7,15,4,6,3,15,3,6,9,15,4,1,5,2,2,2,7,13,2,2,9,14,10,15,0,2,9,15,1,2,3,2,0,0,0,0,5,11,2,6,13,buddha
1,11,2,11,1,14,1,11,2,2,10,0,0,0,0,2,1,11,1,8,14,4,15,2,15,0,7,6,15,6,0,10,2,0,1,10,15,2,3,12,9,7,15,2,0,6,15,0,2,1,1,0,0,0,7,6,13,2,12,10,buddha
0,7,0,7,0,9,0,5,0,1,7,5,2,7,15,0,0,8,0,1,5,0,12,0,4,0,4,1,5,2,0,5,0,0,0,6,15,0,0,11,15,2,15,0,0,3,8,0,1,1,0,0,5,1,12,2,15,0,7,2,buddha
1,9,1,10,1,13,0,8,2,1,8,13,11,9,14,10,1,11,1,10,12,2,12,2,10,1,5,8,15,5,1,8,1,0,1,7,12,2,2,11,15,8,13,1,1,7,12,1,2,1,0,2,15,0,13,7,15,0,5,6,buddha
1,8,1,9,1,6,1,8,1,1,10,0,0,6,15,9,2,10,2,10,10,1,10,1,11,0,6,10,15,6,1,9,2,1,1,7,15,1,0,6,15,6,15,2,0,8,15,2,1,1,2,0,0,0,6,3,15,1,10,10,buddha
1,6,2,8,1,7,1,5,1,2,9,0,0,0,7,3,1,5,1,14,8,2,5,2,8,1,3,6,10,3,1,5,1,1,0,4,15,1,4,11,12,4,12,1,0,6,10,1,2,2,1,0,0,2,9,4,13,0,7,10,buddha
0,6,0,8,0,7,0,6,0,0,8,5,2,4,15,1,0,6,0,1,5,0,8,0,3,0,2,1,3,2,0,7,0,0,0,5,15,0,0,8,15,1,15,0,0,1,4,0,0,0,0,0,13,0,10,5,15,1,7,1,buddha
0,9,1,12,0,8,1,10,1,1,10,0,1,5,15,5,0,10,0,7,5,0,8,0,4,0,3,2,6,5,0,11,0,0,0,10,15,1,0,9,15,3,15,1,0,3,5,0,0,1,0,0,15,2,15,9,15,2,9,4,buddha
0,8,0,8,0,15,1,5,0,0,7,0,0,0,0,5,0,6,0,2,0,0,0,0,0,2,5,4,8,2,0,6,0,0,0,4,15,0,3,14,15,6,14,0,1,2,0,0,0,0,0,0,0,1,15,2,15,2,9,11,buddha
1,7,1,8,1,6,2,7,1,1,7,0,0,2,8,2,0,7,2,6,11,2,8,2,15,0,3,6,12,5,0,7,1,0,2,8,12,4,2,15,14,4,9,2,0,6,15,0,1,5,0,0,0,2,8,2,15,1,6,5,buddha
0,7,0,8,0,14,0,7,0,0,8,0,0,0,0,2,0,7,0,2,14,1,15,0,5,0,6,4,7,5,0,11,0,0,0,5,15,0,0,15,14,9,15,0,1,5,10,1,1,0,0,0,0,0,4,3,15,0,7,3,buddha
2,8,1,9,2,8,1,9,1,1,10,15,12,8,12,11,1,13,1,12,14,3,5,2,12,1,7,7,10,7,2,8,0,1,1,10,15,0,3,9,15,11,13,1,2,8,10,2,0,1,1,2,5,1,9,5,13,2,13,12,buddha
0,10,3,9,1,12,3,12,1,1,9,1,4,2,3,6,0,8,1,6,8,0,10,0,10,1,4,8,15,8,1,11,2,1,0,13,15,1,3,15,15,10,15,3,2,7,12,0,1,1,1,0,4,3,3,7,15,0,7,5,buddha
1,9,1,8,1,2,0,9,1,1,7,0,0,11,13,11,1,8,1,11,14,1,5,1,15,0,6,12,14,9,2,7,2,2,1,9,15,0,4,1,3,0,0,0,0,4,9,1,1,1,1,0,0,0,0,0,15,0,11,12,buddha
1,10,2,10,1,11,1,9,2,2,8,0,0,0,8,9,1,12,1,11,12,2,12,2,8,0,3,6,12,3,1,7,0,1,0,8,10,3,1,12,15,10,12,1,2,7,15,1,1,3,1,0,1,0,15,7,14,3,12,11,buddha
2,9,2,9,2,8,2,9,2,1,8,15,12,11,15,11,2,7,1,7,15,1,8,2,10,1,10,11,15,6,1,9,3,2,2,7,11,2,2,7,10,11,11,1,2,12,15,3,1,1,1,1,10,2,8,5,14,1,8,11,buddha
