@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients32' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients56' numeric
@attribute 'Histogram of JPEG Coefficients158' numeric
@attribute 'Histogram of JPEG Coefficients70' numeric
@attribute 'Histogram of JPEG Coefficients40' numeric
@attribute 'Histogram of JPEG Coefficients85' numeric
@attribute 'Histogram of JPEG Coefficients101' numeric
@attribute 'Histogram of JPEG Coefficients110' numeric
@attribute 'Histogram of JPEG Coefficients109' numeric
@attribute 'Histogram of JPEG Coefficients120' numeric
@attribute 'Histogram of JPEG Coefficients102' numeric
@attribute 'Histogram of JPEG Coefficients152' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
92,255,81,36,20,32,98,44,36,35,105,59,21,15,20,17,68,27,14,Faces_easy
110,255,64,21,17,19,112,30,30,28,99,51,18,5,13,8,92,15,19,Faces_easy
117,255,104,31,15,26,111,39,74,30,100,94,21,11,19,14,83,27,21,Faces_easy
92,255,69,36,25,34,112,43,27,32,112,61,24,21,28,20,140,38,22,Faces_easy
103,255,115,29,21,25,86,40,24,33,127,88,18,16,22,14,54,28,14,Faces_easy
133,255,114,37,23,33,128,45,43,33,105,105,23,14,23,14,75,29,20,Faces_easy
89,255,91,30,27,28,81,39,14,27,140,59,23,11,20,19,102,27,11,Faces_easy
192,255,200,37,23,35,182,45,55,36,103,129,24,21,44,29,123,40,22,Faces_easy
97,255,111,36,20,31,98,51,19,31,116,77,21,16,23,15,78,30,16,Faces_easy
92,255,91,24,21,27,78,39,49,33,103,82,21,13,20,14,74,29,13,Faces_easy
107,255,85,31,19,30,93,32,107,37,101,89,17,16,19,15,76,31,20,Faces_easy
110,255,101,33,18,31,110,45,56,33,131,80,19,15,22,17,85,28,23,Faces_easy
117,255,100,35,23,40,120,44,33,37,125,76,22,14,26,18,90,35,17,Faces_easy
76,255,56,29,20,24,87,29,27,25,93,31,19,11,20,20,83,18,18,Faces_easy
173,255,138,28,22,25,159,33,43,40,111,108,19,11,22,24,96,30,19,Faces_easy
93,255,76,29,20,28,106,42,20,29,116,72,21,14,25,18,73,23,9,Faces_easy
87,255,80,30,27,32,98,41,19,35,109,76,22,13,26,15,75,33,13,Faces_easy
86,255,75,34,20,26,86,42,42,39,128,68,22,12,19,15,84,22,8,Faces_easy
145,255,140,29,25,26,143,39,38,40,113,124,20,14,25,16,88,33,18,Faces_easy
241,255,239,37,27,32,217,48,65,45,81,201,24,14,28,21,98,30,28,Faces_easy
173,255,157,40,17,29,163,42,48,30,99,121,20,13,21,15,105,31,20,Faces_easy
128,255,114,38,28,36,115,40,52,26,137,104,27,12,24,22,117,27,20,Faces_easy
139,255,134,40,27,35,116,52,39,41,103,119,24,17,31,22,80,45,23,Faces_easy
178,255,157,31,19,27,157,39,43,31,109,99,18,14,19,18,106,23,28,Faces_easy
110,255,96,48,28,37,83,46,37,39,115,71,27,15,24,21,92,38,17,Faces_easy
82,255,81,36,27,29,69,43,54,23,114,82,21,12,22,23,66,26,19,Faces_easy
57,255,60,23,16,25,55,25,46,24,91,53,12,12,15,13,56,21,9,Faces_easy
152,255,182,42,26,33,129,57,58,35,113,169,20,17,25,18,100,28,20,Faces_easy
81,255,46,32,27,38,80,45,10,35,109,38,27,14,22,17,105,27,17,Faces_easy
85,255,83,28,20,24,76,37,11,34,132,51,17,10,19,18,61,24,12,Faces_easy
173,255,168,42,26,37,148,49,95,37,107,163,20,21,31,27,85,37,19,Faces_easy
63,255,61,29,22,30,61,35,26,32,125,66,23,11,14,18,68,17,12,Faces_easy
74,255,45,26,17,24,59,31,52,26,103,51,19,11,15,15,59,20,9,Faces_easy
146,255,165,38,21,37,138,43,41,26,115,133,25,16,23,21,108,32,19,Faces_easy
148,248,162,24,18,28,129,38,113,29,97,255,17,15,22,20,91,27,22,Faces_easy
108,255,79,29,12,21,99,35,53,22,128,64,16,9,14,12,79,17,9,Faces_easy
124,255,134,36,19,27,131,37,30,36,105,99,19,11,19,16,89,33,23,Faces_easy
104,255,95,29,20,21,84,28,40,34,103,83,19,16,16,16,63,27,16,Faces_easy
69,255,53,24,19,24,83,35,33,26,111,50,22,9,16,14,67,19,10,Faces_easy
111,255,112,34,20,24,109,42,32,38,109,90,19,13,24,15,100,33,10,Faces_easy
102,255,86,43,30,36,88,51,12,35,122,53,28,13,28,26,101,29,15,Faces_easy
64,255,51,31,23,28,82,41,8,30,122,28,23,8,18,15,79,23,14,Faces_easy
173,243,148,26,15,25,144,39,70,34,106,149,15,8,21,17,81,29,24,Faces_easy
110,255,98,28,21,26,76,33,39,33,124,67,19,12,17,12,73,20,24,Faces_easy
126,255,98,23,20,23,87,30,36,29,117,82,16,10,17,16,70,18,18,Faces_easy
99,255,98,36,29,26,87,44,11,32,112,70,21,11,20,16,91,23,21,Faces_easy
88,255,80,33,21,29,96,37,21,33,108,45,21,14,17,15,63,25,9,Faces_easy
124,255,115,49,27,30,121,54,90,38,139,102,22,14,27,18,96,31,27,Faces_easy
81,255,63,24,17,23,69,30,69,28,104,59,19,8,15,13,80,19,28,Faces_easy
151,255,175,31,20,24,134,38,163,36,105,198,19,15,22,14,79,28,17,Faces_easy
98,255,92,29,19,27,72,41,31,30,112,72,17,10,19,15,67,22,14,Faces_easy
135,255,155,38,20,33,123,43,58,44,103,145,16,14,28,21,66,31,16,Faces_easy
121,255,90,29,22,29,97,33,40,33,113,81,21,10,14,16,128,15,25,Faces_easy
157,255,149,20,15,20,105,31,78,19,109,155,15,8,14,12,82,19,21,Faces_easy
127,255,127,35,20,33,142,48,50,51,78,114,19,15,20,20,68,32,16,Faces_easy
151,255,123,32,24,30,122,41,31,37,108,81,18,14,28,18,79,33,12,Faces_easy
103,255,89,36,21,30,100,42,8,32,103,66,18,15,21,22,112,26,21,Faces_easy
90,255,74,32,18,26,98,37,5,32,92,44,18,12,21,17,89,20,22,Faces_easy
118,255,111,40,21,37,108,42,37,47,95,92,22,16,25,20,87,23,22,Faces_easy
165,255,131,29,28,45,111,47,42,44,111,116,26,14,29,28,155,32,33,Faces_easy
137,255,136,30,18,29,114,43,39,29,121,98,17,12,26,21,86,30,16,Faces_easy
137,255,124,32,22,35,130,45,62,33,101,125,20,12,24,22,100,26,28,Faces_easy
112,255,88,30,22,28,83,35,21,30,133,79,22,12,14,12,77,22,25,Faces_easy
63,255,50,33,26,33,83,46,16,34,113,25,20,14,26,23,80,23,20,Faces_easy
87,255,86,41,21,31,95,55,30,43,106,69,21,18,34,17,81,40,18,Faces_easy
96,255,69,32,28,35,102,52,15,37,120,48,30,14,21,19,105,35,21,Faces_easy
75,255,47,26,20,22,80,36,6,25,150,27,20,7,14,10,78,17,14,Faces_easy
174,255,153,32,19,25,172,40,73,41,92,135,19,13,23,18,87,25,25,Faces_easy
199,239,185,27,21,21,129,35,101,27,118,210,22,12,21,14,100,26,24,Faces_easy
116,255,107,28,22,28,117,42,20,26,105,76,22,10,23,18,137,21,20,Faces_easy
255,104,192,27,18,23,143,30,21,39,114,80,19,9,15,14,111,22,17,Faces_easy
167,255,146,25,19,25,118,29,78,23,103,143,20,7,14,13,86,19,29,Faces_easy
74,255,79,29,23,28,78,37,13,27,132,45,20,13,21,17,82,23,17,Faces_easy
132,255,108,31,25,29,106,41,36,33,121,73,23,13,24,20,107,23,19,Faces_easy
69,255,66,31,18,26,60,47,50,29,99,56,16,12,24,21,123,23,21,Faces_easy
255,246,239,31,27,41,167,41,80,36,103,231,23,14,24,17,116,36,35,Faces_easy
114,255,105,27,25,28,132,37,35,42,102,84,20,15,17,16,77,29,12,Faces_easy
86,255,59,27,15,19,71,32,97,22,108,71,20,7,20,12,65,17,18,Faces_easy
83,255,89,26,19,26,71,39,19,30,86,60,13,12,18,13,44,23,9,Faces_easy
65,255,32,18,22,23,81,27,22,25,115,22,17,10,19,15,96,17,19,Faces_easy
92,255,81,28,19,22,73,35,103,29,110,83,19,13,13,12,64,25,15,Faces_easy
126,255,126,30,21,29,95,39,57,31,97,92,20,11,18,16,75,24,19,Faces_easy
121,255,83,30,27,39,118,40,19,31,102,56,17,12,22,20,80,23,12,Faces_easy
84,204,100,44,29,50,107,66,31,26,116,92,23,30,61,44,56,64,8,Faces_easy
74,255,72,28,16,27,91,39,30,32,85,68,17,10,20,13,46,24,11,Faces_easy
87,255,79,28,15,21,83,31,20,24,140,69,19,11,12,11,67,20,13,Faces_easy
114,255,96,33,18,26,101,42,37,32,94,76,20,12,25,16,75,23,10,Faces_easy
95,255,79,27,18,25,99,35,20,37,133,59,18,10,17,15,51,20,10,Faces_easy
255,226,230,38,26,32,222,43,38,39,105,201,26,14,22,22,118,30,28,Faces_easy
107,255,80,30,15,29,110,41,16,29,140,46,16,11,22,16,70,28,16,Faces_easy
73,255,55,31,28,27,83,43,23,35,115,31,19,11,19,20,88,28,19,Faces_easy
161,223,116,32,22,30,226,37,19,32,116,73,17,12,21,17,118,24,24,Faces_easy
129,255,90,38,22,26,133,36,29,39,103,76,18,11,22,20,69,32,16,Faces_easy
126,255,103,33,22,32,127,48,19,35,115,93,18,17,21,20,98,22,17,Faces_easy
212,255,197,27,24,27,186,41,63,38,93,150,19,13,23,14,130,27,31,Faces_easy
127,255,130,32,23,27,142,48,87,40,75,118,23,16,31,22,85,29,29,Faces_easy
86,255,82,28,18,27,66,36,66,28,113,69,18,12,20,14,65,24,18,Faces_easy
135,255,114,33,18,27,158,45,63,35,115,81,19,16,23,21,63,27,18,Faces_easy
154,255,150,34,18,24,127,41,51,36,119,114,17,11,29,18,78,28,18,Faces_easy
88,255,86,31,27,37,78,40,29,41,113,86,21,12,25,20,72,36,12,Faces_easy
151,255,95,43,25,36,156,50,19,37,114,68,28,16,28,19,77,32,20,Faces_easy
91,255,76,31,19,26,89,35,39,35,103,56,21,10,15,15,81,24,26,Faces_easy
138,255,128,33,18,29,117,50,57,31,96,114,16,17,23,12,90,32,18,Faces_easy
68,255,49,27,16,22,72,33,20,25,104,34,17,10,23,15,70,23,19,Faces_easy
180,255,142,28,18,23,136,41,45,26,102,105,19,8,20,13,79,22,17,Faces_easy
149,229,150,29,26,35,137,44,44,55,77,128,19,17,32,27,68,33,15,Faces_easy
72,255,51,30,31,34,82,47,8,31,99,31,22,8,25,28,122,22,20,Faces_easy
135,255,124,35,28,34,154,42,15,44,95,75,21,17,30,17,110,36,40,Faces_easy
117,255,107,35,18,31,129,44,57,28,76,104,16,19,31,28,71,37,14,Faces_easy
93,255,100,33,23,32,88,46,25,31,119,78,22,13,22,20,86,26,14,Faces_easy
91,255,68,36,21,26,101,49,8,28,147,32,30,12,17,21,103,23,21,Faces_easy
97,255,90,24,14,22,63,33,78,24,106,92,16,12,16,9,67,22,13,Faces_easy
158,255,121,25,21,20,127,30,42,33,93,106,16,11,18,13,96,21,26,Faces_easy
111,255,155,30,15,20,109,33,86,30,87,170,14,11,14,14,71,21,17,Faces_easy
115,242,101,35,26,34,115,48,33,36,121,80,25,15,28,21,109,28,17,Faces_easy
65,255,31,32,21,24,77,38,22,34,144,25,22,9,18,15,86,20,20,Faces_easy
180,255,209,29,25,37,141,41,98,43,95,202,17,14,30,27,114,37,27,Faces_easy
138,255,162,39,20,30,135,35,80,35,106,165,20,14,25,17,94,38,25,Faces_easy
119,255,96,26,18,23,95,30,126,31,97,108,14,10,16,16,70,30,16,Faces_easy
84,255,50,26,21,32,100,41,46,35,112,40,20,12,20,17,84,26,13,Faces_easy
87,255,62,28,17,28,88,39,39,29,114,44,17,12,14,11,76,20,15,Faces_easy
101,255,86,38,19,31,81,42,79,28,108,101,17,11,19,21,61,33,13,Faces_easy
86,255,64,28,29,31,96,36,13,28,117,35,26,13,24,20,126,24,17,Faces_easy
89,255,66,34,24,29,86,41,3,33,115,35,21,11,20,21,75,29,15,Faces_easy
231,237,233,28,17,22,211,44,93,28,87,180,16,15,23,15,131,26,35,Faces_easy
92,255,67,31,18,30,87,34,40,26,140,47,17,11,16,12,77,18,19,Faces_easy
168,255,148,31,24,29,143,47,103,44,92,144,20,10,21,19,99,27,24,Faces_easy
73,255,53,30,18,27,59,44,27,26,111,65,16,14,25,17,42,30,7,Faces_easy
63,255,51,30,14,23,55,36,39,24,138,42,17,8,17,13,47,19,6,Faces_easy
157,255,157,32,15,25,125,40,107,30,106,163,15,12,17,13,77,24,27,Faces_easy
78,255,51,15,11,11,75,25,14,17,89,39,10,6,9,9,57,11,13,Faces_easy
121,255,129,29,23,26,113,35,57,35,97,102,19,15,24,19,100,26,24,Faces_easy
137,255,142,32,23,37,118,40,62,34,106,136,22,12,25,19,99,35,18,Faces_easy
91,255,87,33,26,31,77,39,23,33,120,57,24,10,22,19,101,20,19,Faces_easy
135,255,105,37,20,25,128,48,42,40,104,99,19,15,22,17,86,31,21,Faces_easy
128,255,120,35,23,31,124,51,40,32,97,86,20,14,26,21,91,29,16,Faces_easy
88,255,59,37,29,37,103,43,8,28,135,32,22,11,21,20,87,24,13,Faces_easy
127,255,158,38,23,31,141,51,69,45,88,134,23,16,32,24,89,36,17,Faces_easy
133,255,137,25,18,23,99,31,78,36,98,139,16,12,16,11,65,27,18,Faces_easy
168,255,170,31,18,25,130,38,86,37,93,181,16,13,20,13,82,23,34,Faces_easy
117,255,83,30,19,28,92,42,62,24,124,75,21,11,17,14,80,21,15,Faces_easy
84,255,68,33,27,30,80,40,18,34,110,65,19,18,21,21,73,30,16,Faces_easy
134,255,131,27,18,25,106,30,73,34,97,136,20,11,19,13,126,24,25,Faces_easy
78,255,82,29,20,31,77,40,13,34,111,67,22,10,20,17,79,27,9,Faces_easy
152,255,142,35,28,34,106,37,63,33,118,113,25,11,22,17,121,27,24,Faces_easy
145,255,121,27,21,26,130,34,40,32,112,81,20,14,21,17,86,28,16,Faces_easy
169,255,188,40,21,28,160,46,86,41,83,150,17,17,32,25,125,35,33,Faces_easy
172,255,141,27,17,28,171,36,83,31,73,149,13,12,19,19,60,29,20,Faces_easy
101,255,117,35,22,32,93,46,77,36,95,108,17,13,23,19,59,31,8,Faces_easy
155,255,111,36,21,34,149,42,42,31,142,77,25,13,23,21,83,28,21,Faces_easy
211,255,215,30,20,27,201,43,83,34,90,224,18,16,21,18,131,32,29,Faces_easy
120,255,91,33,24,26,123,41,37,35,106,69,23,16,22,21,110,24,22,Faces_easy
113,255,111,36,24,24,102,51,41,43,105,81,17,14,24,19,73,32,28,Faces_easy
93,255,78,29,18,24,92,36,22,31,116,49,21,11,19,17,89,22,23,Faces_easy
133,255,137,33,22,37,136,50,42,37,92,112,22,16,25,21,96,34,20,Faces_easy
158,255,170,27,20,24,117,39,118,33,119,171,23,12,17,16,132,23,30,Faces_easy
116,255,98,26,21,18,104,33,40,35,100,79,19,10,14,16,77,20,23,Faces_easy
139,255,119,42,32,39,97,46,66,37,132,80,24,18,25,20,95,38,14,Faces_easy
63,255,57,33,30,29,77,33,6,33,119,33,18,11,24,20,79,24,12,Faces_easy
100,255,87,29,14,18,88,31,39,29,121,82,17,12,15,13,78,22,18,Faces_easy
121,255,111,27,21,24,102,33,46,38,118,101,20,10,19,17,92,22,23,Faces_easy
81,255,69,38,18,34,83,37,47,41,105,69,20,14,19,16,80,25,10,Faces_easy
183,251,129,38,28,31,216,40,40,30,118,121,19,15,22,21,101,22,24,cougar_body
161,130,164,41,21,38,241,49,92,42,65,146,16,14,25,25,97,44,22,cougar_body
151,72,164,30,30,35,148,36,190,26,79,131,24,19,28,23,126,23,44,cougar_body
142,132,110,40,33,39,171,51,17,50,79,85,23,20,35,29,152,34,30,cougar_body
124,130,131,31,17,28,156,51,139,35,95,120,21,11,20,25,99,28,36,cougar_body
19,131,25,10,4,6,17,12,15,8,44,19,5,2,4,3,15,6,6,cougar_body
95,255,114,32,16,34,73,43,37,48,111,92,19,13,27,21,65,34,18,cougar_body
42,112,37,40,23,37,38,52,51,45,86,38,14,18,29,25,110,38,13,cougar_body
131,176,133,30,27,33,137,51,119,32,113,101,23,14,17,21,107,25,28,cougar_body
57,255,36,28,18,26,80,37,23,28,108,34,19,10,14,11,56,25,10,cougar_body
154,255,137,28,22,22,159,39,159,16,158,94,17,9,15,12,169,21,18,cougar_body
121,255,63,22,11,15,147,30,35,21,68,73,11,11,14,7,50,19,13,cougar_body
85,251,45,35,21,31,144,35,43,47,114,34,17,11,22,18,74,26,17,cougar_body
121,231,107,44,26,37,173,72,58,41,87,59,25,16,42,29,126,57,21,cougar_body
103,213,92,71,41,52,159,78,67,33,109,52,32,36,46,34,71,62,15,cougar_body
44,255,35,13,9,10,57,17,23,14,94,18,11,5,7,4,28,11,5,cougar_body
46,64,36,47,25,50,34,57,86,27,70,35,22,24,57,35,41,49,18,cougar_body
121,231,109,17,11,11,128,21,48,12,66,84,12,4,10,8,71,14,15,cougar_body
117,255,171,36,23,39,68,49,57,38,130,187,20,13,22,15,50,32,12,cougar_body
83,255,58,21,12,16,84,28,52,25,89,93,15,9,17,9,82,16,40,cougar_body
185,220,157,32,22,28,255,45,88,28,94,108,19,15,19,10,138,31,35,cougar_body
78,176,80,49,30,45,85,54,40,39,119,51,28,24,46,32,71,44,13,cougar_body
79,255,30,29,20,34,67,44,22,36,99,23,20,13,20,21,70,31,14,cougar_body
58,255,40,29,25,24,85,37,10,39,100,13,22,8,16,13,108,19,25,cougar_body
148,189,88,32,18,27,237,35,93,28,50,49,11,14,30,16,35,37,12,cougar_body
140,209,134,26,20,20,125,39,67,26,97,85,18,10,16,13,83,19,19,cougar_body
158,216,150,37,21,32,179,63,118,41,107,111,17,14,28,16,122,34,22,cougar_body
13,53,27,26,18,34,9,47,79,54,75,26,17,18,29,18,42,34,4,cougar_body
100,213,63,69,41,72,132,77,47,39,92,36,37,42,45,46,81,67,11,cougar_body
38,9,60,40,34,38,31,47,118,34,102,55,26,25,30,26,163,39,23,cougar_body
25,23,33,35,18,42,23,43,74,53,32,32,15,19,58,33,29,50,11,cougar_body
78,255,57,20,14,23,84,28,10,31,74,25,9,7,12,11,20,18,9,cougar_body
104,99,31,52,35,48,109,55,213,36,110,103,26,21,55,34,238,42,55,cougar_body
82,231,107,27,15,24,147,42,36,34,81,125,15,13,19,14,44,26,14,cougar_body
119,248,83,53,27,43,112,61,31,45,84,57,25,23,30,22,82,40,8,cougar_body
140,255,120,29,22,32,91,42,47,30,123,69,21,10,13,20,72,22,12,cougar_body
128,104,105,33,22,26,147,37,32,33,74,77,19,16,28,19,132,32,26,cougar_body
30,78,45,40,25,36,41,43,128,50,72,52,24,16,32,20,98,39,17,cougar_body
227,207,155,20,13,15,255,23,66,12,90,138,13,6,15,13,60,13,25,cougar_body
108,254,65,34,21,32,126,46,38,29,69,55,15,17,33,19,61,30,11,cougar_body
42,255,14,19,12,19,43,32,66,19,105,32,14,9,13,12,29,15,11,cougar_body
51,255,28,21,14,21,69,31,72,22,101,29,15,7,15,11,48,16,12,cougar_body
106,93,95,39,32,42,123,51,153,45,81,72,22,19,36,27,138,43,22,cougar_body
58,255,24,14,12,13,111,21,32,26,92,30,10,6,10,7,52,14,25,cougar_body
76,238,48,18,16,17,74,30,27,21,86,41,14,8,15,12,40,23,5,cougar_body
113,122,144,35,27,32,104,61,202,38,103,170,22,14,22,25,184,33,40,cougar_body
144,107,130,38,20,28,230,40,32,40,58,90,14,18,28,20,144,40,27,cougar_body
5,135,6,6,4,6,7,6,7,9,44,2,3,2,5,4,7,6,2,cellphone
90,250,24,25,28,26,143,34,14,36,133,10,27,9,19,17,100,21,25,cellphone
9,145,4,9,5,6,14,9,5,4,58,5,5,2,5,3,27,4,5,cellphone
8,141,6,10,5,7,9,12,12,12,54,5,4,3,10,4,14,7,3,cellphone
16,154,18,9,8,10,23,10,9,14,58,10,5,5,12,7,17,11,3,cellphone
26,190,7,12,7,7,17,15,65,8,59,25,5,5,8,5,29,9,7,cellphone
41,142,44,32,17,20,41,38,41,23,88,55,22,10,17,9,53,18,40,cellphone
83,214,49,7,5,8,120,10,16,31,50,20,6,2,8,4,16,7,18,cellphone
48,243,29,55,21,50,60,69,35,35,126,25,27,21,55,35,70,52,10,cellphone
21,164,22,36,32,44,22,74,11,44,113,14,25,24,37,29,89,38,17,cellphone
9,143,8,4,3,3,10,8,9,8,50,5,3,1,4,1,8,5,1,cellphone
20,142,17,10,6,8,23,10,25,9,52,19,6,2,9,4,36,8,9,cellphone
13,148,8,8,5,5,20,7,9,8,53,5,5,2,4,3,19,4,5,cellphone
6,140,4,6,4,4,7,7,4,13,51,5,6,1,4,5,19,4,3,cellphone
7,145,5,10,6,8,10,12,3,13,64,6,7,5,5,5,16,6,2,cellphone
91,255,46,21,11,14,119,34,39,35,68,35,14,7,14,11,68,15,119,cellphone
29,194,17,10,10,14,42,16,18,26,58,10,7,9,13,9,30,14,7,cellphone
11,157,11,12,4,9,14,14,6,9,54,8,6,4,11,5,8,12,3,cellphone
11,153,7,8,7,8,19,9,5,11,59,4,5,1,7,5,26,7,5,cellphone
33,255,23,29,15,25,70,44,10,27,65,11,16,13,26,17,26,30,9,cellphone
83,224,46,31,20,21,128,48,17,31,124,26,21,9,20,24,97,32,26,cellphone
55,255,21,8,10,7,110,9,21,11,62,19,7,2,6,4,48,5,15,cellphone
11,142,9,9,5,8,16,11,7,12,47,7,5,3,6,6,17,6,3,cellphone
73,255,52,27,14,24,85,36,17,19,69,43,13,16,26,17,26,27,13,cellphone
8,131,14,11,7,12,4,13,6,14,47,8,7,6,16,8,5,13,3,cellphone
48,255,49,52,34,48,53,65,17,32,114,32,29,21,49,30,98,42,12,cellphone
15,142,15,15,13,11,20,25,14,14,68,13,20,4,9,8,28,11,7,cellphone
101,242,67,35,13,22,149,42,60,34,95,42,14,8,22,14,111,27,26,cellphone
37,255,16,19,9,12,34,27,29,16,74,19,9,7,17,11,27,17,13,cellphone
11,139,10,10,8,5,10,11,7,11,77,6,8,3,3,6,43,6,7,cellphone
71,255,29,3,3,2,111,3,24,5,48,20,3,1,2,1,16,2,2,cellphone
14,172,9,8,5,8,16,13,5,11,55,5,5,5,8,5,22,10,2,cellphone
14,147,5,12,7,7,18,21,13,53,57,4,9,6,7,5,8,9,4,cellphone
28,146,25,34,24,31,35,42,50,41,91,25,17,13,32,34,73,45,11,cellphone
30,255,22,41,22,34,51,57,33,45,115,22,22,20,41,29,93,41,19,cellphone
86,236,84,38,23,28,101,54,21,27,94,88,25,19,38,21,102,36,21,cellphone
45,255,18,26,15,28,82,36,8,33,69,9,16,21,27,16,49,30,8,cellphone
9,135,10,6,3,4,9,7,7,14,45,5,3,3,5,3,7,5,3,cellphone
102,255,106,28,21,25,105,42,15,23,87,75,20,16,19,16,67,27,12,cellphone
24,255,4,19,11,20,21,26,18,29,80,5,13,9,20,9,23,13,7,cellphone
10,255,4,18,12,13,7,29,12,21,65,9,15,7,10,9,25,13,5,cellphone
54,255,23,36,17,26,87,37,60,13,91,29,22,13,19,16,46,24,18,cellphone
41,193,25,6,4,4,87,6,13,20,53,11,4,3,5,3,22,4,5,cellphone
8,155,8,11,8,7,16,13,8,14,64,5,7,4,7,5,39,6,8,cellphone
73,255,31,16,11,14,72,27,39,28,64,24,11,8,20,9,65,14,20,cellphone
10,142,9,9,8,6,14,12,8,15,57,7,7,3,6,7,20,6,4,cellphone
30,171,14,8,9,10,43,13,18,9,60,14,7,3,6,6,37,6,5,cellphone
84,255,44,18,17,21,106,32,2,17,61,21,15,8,17,15,47,16,19,cellphone
31,235,28,26,19,30,42,36,11,41,84,22,12,11,22,20,52,23,7,cellphone
140,255,137,35,19,25,140,42,20,24,99,96,23,9,18,12,97,23,29,cellphone
55,249,21,39,32,33,127,49,6,37,114,10,32,9,33,28,121,29,22,cellphone
11,171,10,9,5,5,15,10,8,8,53,5,7,3,4,4,20,4,3,cellphone
44,144,26,0,0,0,43,0,10,23,36,9,0,0,0,0,0,0,0,cellphone
44,198,22,26,16,28,69,34,19,33,92,27,16,11,28,16,33,22,7,cellphone
14,188,12,12,6,14,25,23,9,21,60,9,6,6,13,10,19,14,5,cellphone
9,138,6,8,4,7,7,10,6,14,47,4,4,3,6,3,16,7,3,cellphone
13,162,7,4,3,6,21,8,6,10,53,5,2,2,3,4,16,4,3,cellphone
59,255,24,34,15,21,91,37,26,24,124,27,18,8,16,11,87,22,13,cellphone
2,136,2,2,1,1,4,2,4,4,41,2,2,0,1,1,7,1,2,cellphone
197,225,132,11,11,8,242,16,91,11,82,108,8,2,3,7,113,6,35,dalmatian
116,255,63,37,23,34,140,38,20,38,91,53,22,16,33,24,96,40,20,dalmatian
101,234,74,29,21,32,160,40,25,34,135,27,22,12,20,13,139,20,26,dalmatian
71,229,43,37,25,30,115,52,20,41,96,29,20,21,30,27,60,35,14,dalmatian
90,255,40,27,21,31,122,39,21,36,102,29,16,14,23,19,88,33,17,dalmatian
55,166,46,53,29,41,88,56,36,40,117,33,28,25,33,23,91,34,24,dalmatian
162,243,93,17,11,14,170,18,104,14,80,79,11,5,12,9,50,11,10,dalmatian
107,235,82,30,20,32,129,47,120,34,81,73,14,19,33,21,71,37,16,dalmatian
68,255,47,27,23,25,104,43,64,29,99,46,16,15,24,19,93,29,35,dalmatian
66,255,42,19,11,22,103,29,24,22,80,22,14,11,14,7,43,20,12,dalmatian
56,255,41,31,22,25,93,45,33,31,115,26,23,10,15,15,95,14,20,dalmatian
99,208,96,28,25,21,92,40,43,37,140,66,23,9,11,20,88,15,21,dalmatian
203,192,147,39,23,37,198,48,78,45,98,86,22,16,35,25,158,43,30,dalmatian
39,255,30,29,21,27,70,41,25,33,117,44,23,13,23,11,86,28,8,dalmatian
38,102,57,70,39,64,45,60,122,62,82,63,33,42,85,51,76,88,13,dalmatian
42,53,33,61,44,60,34,68,117,69,107,22,52,31,56,46,102,57,16,dalmatian
59,225,30,24,12,25,95,40,29,50,55,31,13,13,22,13,45,23,7,dalmatian
196,183,130,49,22,27,255,55,24,41,99,82,23,14,34,19,100,36,24,dalmatian
138,162,93,35,21,33,217,45,107,39,91,93,21,10,30,16,104,34,18,dalmatian
38,255,21,17,13,14,62,29,64,20,83,23,13,4,15,9,57,11,11,dalmatian
74,255,71,31,23,21,116,47,23,27,136,60,24,15,14,20,109,19,21,dalmatian
45,206,52,78,33,69,73,71,53,48,173,30,34,34,63,40,94,57,19,dalmatian
60,255,33,25,15,25,111,33,8,49,63,29,14,11,19,10,44,23,8,dalmatian
107,255,61,53,34,41,125,55,77,44,124,66,38,19,28,31,109,40,19,dalmatian
10,174,7,11,6,7,15,11,4,6,55,4,7,2,6,3,8,6,0,dalmatian
129,210,97,13,10,11,124,13,10,8,86,48,13,3,4,4,31,8,4,dalmatian
30,171,33,16,9,12,29,20,24,16,92,25,9,7,11,8,40,10,8,dalmatian
96,255,66,26,20,31,108,43,42,42,95,45,20,11,22,15,69,27,13,dalmatian
117,181,28,17,11,12,185,24,11,30,97,13,11,12,16,9,153,12,51,dalmatian
60,255,29,30,21,28,72,37,10,32,118,15,23,10,19,18,78,22,16,dalmatian
